//@当时我就震惊了:怀念以前的花絮
//@无边桃炎:也是刚发现我原来也是adhd//@昭2590C:俺也一样
//@科学未来人:“你们不要忘了，朕不是明朝的万历，朕是当了四十五年的皇阿哥，水里进火里出六部办差，外省民间闯荡出来的铁骨头、硬汉子！”//@山海田园度平生:她有丰富的社会底层人群的生活经历，对社会和人性的观察超级清晰深刻，表达能力更是超强。把这些吃饱了她的红利从小养尊处优长大又踩她n脚 ...展开
//@折纸鹊:感觉是在找一个可以心甘情愿受她控制的人偶。。。
//@kikirainbow_j:那么长，我都没耐心看完上面的图，所以更不可能和这种人合租，太啰嗦了
//@秦祎墨:内娱再不专业下去，以后武指的demo都能单独出道了……这很明显是某个片子武指拍的小样……
//@何日君回来:《蜗居》里面宋思明参加聚会，没带老婆带海藻，其余的男的都羡慕得要死。这就是典型的带情妇有面子，带老婆丢人的展现。
//@编剧祝明:回复@陈绿是个女明星:我觉得这件事并不是编剧合同签不签的问题，甚至也并不是署名不署名的问题，而是影视圈底层牛马生存的问题，圈内PUA盛行的风气问题，是圈内优秀年轻人根本没有成长空间和土壤的问题……//@陈绿是个女明星:回复@陈绿是个女明星:我还是那个立场 想证明古二没当过繁花的编 ...展开
//@何日君回来://@罐头辰:唉//@有盐电影:....关注//@推拿熊:这样的话，应该起诉墨镜王和这个知名编剧侵权啊//@重组鱼缸:好不是人//@微路:如果一切细节属实，那么剧组在招商极其充足的预算下（查了一下，《繁花》总共植入了40个品牌、286个广告），先用打发叫花子的钱苛待实际编剧，同时让编剧做多种打 ...展开
//@风小餮tie:判若两人//@我是落生:“是突然有钱了吗姐妹？” “是离婚了”//@想冬眠的十万://@Hamburgertu_:我的妈呀 简直是大变活人
//@魔渡沙:这篇写的很好，每一个点都剖析的很透彻。女生的想法和男生不理解还自认为自己做的很对的想法都写的很透彻光是看这么平静的叙述就已经很窒息了//@琉玄:全文在此，太好看了！都来看🔗恋爱十年，我们在生育问题上彻底谈崩后分手
//@顾惜之://@顾扯淡:我看到父母全程监控微信就看不下去了，这都不分还等啥
//@编剧祝明:清晰明了，推荐观看有些名校是该去去魅了。
//@刘晓光_恶魔奶爸://@花雾201212:跟题主很类似，毕业后就在各种卷，考编考研考证，一路卷，但现在就是感觉工作没有意思，生活缺乏乐趣。不想出门，不想社交。 感谢奶爸这篇文，原来是因为太累了，确实太容易忽略自己的感受了，太过追求理性，追求完美了，反而压抑了内心。可能一些所谓的不良嗜好，正 ...展开
//@屠龙的胭脂井:他俩就是两个清朝人，穿越到现在恋爱了，确实是真爱，不容易。都不能叫老了，只能叫“古”//@冷冷内寒光:喜欢的老公也老气横秋的天天讲玄乎乎的看透人生的话。//@屠龙的胭脂井:朱丹就是一个灵魂老太太。虽然主持人，虽然各种捯饬，但是从眼神就能看出来，这人灵魂90岁以上 ...展开
//@猫在川上:你说的这些点让我感觉你也有精神问题，就是思虑过多、不大方、不会看重点等等。所以你的转述我无法全部接受和信任。//@aazxcvb221:猫请教下大厂男在消费上有些分裂，怎么解读呢？比如会买车、游戏氪金、买坚果水果、保健品。但是衣着朴素、车停路边不愿付停车费、约会第一次喝奶茶、外出吃 ...展开
//@持锄高歌:《帖子》里的女生属于感知力很低的，男生又属于没啥担当的，很可能男生从来没想过接受投奔、和她长久，但在女生说要投奔时，男生为了维系关系，可能每次都态度暧昧，于是令女生误认为可以投奔，但真要上门时男生怂了，装不下去了，甩锅给妈开躲了女主看不懂男主的虚假，也看不懂男主 ...展开
