//@地球oline发疯实录:一定要好好吃饭//@0和1的小段子:大家一定要好好吃饭呀
//@it_holic:好了后面有个小孩追过来，也在喊“别跑了，你也是人类，没有用的”，好恐怖的事实啊
//@风苇倾谈:我太喜欢这个叙事了。因为我认识不少从小被送养到别家的孩子，她们在知情之后常常会经历极大的痛苦，长期被“我是不被爱的”这种念头折磨。那是一种深沉的、几乎无法解释的内心裂口。  所以，当我看到韩福莲的回应，真是震撼。她并没有从“被遗弃”里只读到否定和缺席，而是努力去把那种割 ...展开
漫长
//@想到这春日短绝一幕:活下去，会有奇遇。
//@雪球补充道:不要把精神胜利法用在自己还没争取到手的东西上。//@薛宝野:还没争取得到，就开始争取不争取的自由啦，并非自由，别把自己骗了
转发
我宣布夏末秋初是我最喜欢的季节 ​​​
笑死//@我才不是机智帝: 听着像开会呢
//@平淡等于哈哈: 同学晚上也推荐了我，还没有看完。看到这个微博也在想，我为什么对那些表达有些自傲的人那么敏感➕反感，为什么一旦意识到这种傲慢我就会开始防御反击状态，平时我不是这种人啊～可能就是因为这根本不是聊天。
每天都被电话铃声吓一跳 ​​​
“没有愚蠢的问题 只有愚蠢的答案” ​​​
//@还是这个阿毛:柚子知道了perfume要休眠。柚子：她们会不会是已经准备好要休眠所以最后出了Nebula Romance给你？窝：😯有道理哦！而且前后篇那么长！窝：天呐！所以她们去星际旅行了！柚子：对啊，因为星际旅行前都要先冷冻的（原来如此！
每天都有新的问题 不知何时才能…… ​​​
转发
转发
//@恶毒海底老巫婆: 这一点小孩应该随老母亲当年老母亲和老父亲的恋爱过程大概也如此…
//@雪球补充道:前期画大饼，看对方不好骗了恼羞成怒；后期说实话，既要又要，就是想啥也不付出就成爹。而且他绝不是孤例。//@酒精胶囊:好扯，男的连育儿知识都要确定了要生才学好像是替别人学一样，这种对生育一无所知还不愿意学习、承担责任的男的有什么资格要小孩
whatever
//@闲猫子: 忍住，忍住。你们女的一定要忍住！不要看不下去，不要觉得他们干不好。都可以干好的，尤其是聪明又能干的男性
//@在也门钓鲑鱼:太可爱了宝宝！哪个推理爱好者幼年时没有挑战侦探的心呢
好厉害啊
哎//@松谷之梦:无处逃脱。
//@酷玩9527: 八九十年代，人们信仰文学，也信仰爱情。我作为八五年生人，在我印象中，小时候无论男女大家都是相信爱情的，至少嘴上相信。那时我们想，长大了，找一个相爱的人，在一起过日子生孩子是很正常的事。那时我们看爱情小说，武侠小说，觉得人生就该这样，和相爱的人仗剑走天涯。
转发
//@速溶沙漠://@難自渡:yep！//@低头赶自己的路:同意//@阿胖万事屋:熬夜刷剧打游戏，贪图男色，搞虚无缥缈的爱情，仍然觉得结婚生孩子是“大人”做的事。
转发
//@祝贺我顷刻碎过://@紫m99:寂寞的太空人，当你回到陆地//@夏树://@谢尔顿萝卜丁poseBXTCH://@仿生狸猫://@微辣八爪鱼://@一个胖胖的中年妇女:好像现实版玩具总动员，旧主人不再需要玩具陪伴了，玩具没有被旧主人抛弃，为他找到了新主人，新主人对他很好，过上了幸福的生活
哈哈哈哈哈哈哈
//@争气孔://@绿宝再次苏醒://@矮周迅://@野生蕨类植物:之前看过她关于《女孩》的一个采访，印象很深刻她说自己小时候就像一条船一样漂漂漂有港靠 靠就停下来然后再去下个港口，说自己妈妈明明还是小孩就生下自己这个小孩，过得很不开心觉得自己心里头的纯真感在于没有童年，不用说很多地方我能 ...展开
转发
对话一则 ​​​
桂花开了 ​​​
转发
转发
梦到去重庆玩儿 同行人背着电脑包扎进泳池 ​​​
//@六楼的猫迟早住上大平层: 都不用看面相，只有怕自己不坚定的人才需要身边人监督
哈哈哈哈哈哈哈哈哈//@l鱼苗I:我一直在笑//@温凛-:在我得知这一切之后我才发现，我所有的悸动都是媚眼抛给瞎子看，演讲比赛他是真的把我当对手在较劲哈这小墙墙//@温凛-:宝宝们 我是高柱我带着后续走来了因为真的很诡异所以写的有点长 查看图片
转发
2025过去三分之二了🥹 天啊 ​​​
//@SEVEN夏霁: 这辈子感觉没有什么拼尽全力的瞬间。。。
“我想一个人幸不幸福 就看ta满不满足” ​​​
//@速溶沙漠://@人间防沉迷://@在南山养花的蚂蚁:不要被人类创造的社会规则消耗一生 找到自己的频率然后开心的活着
“这是你的正事？” ​​​
🥹//@點水濯枝: 结婚真的是绕过所有弯路 直达报应
//@墨祁薇猫Kitty: 如果活着一定要有一个意义 那我觉得是为了吃好吃的
上工四周年的当天 又参加了没全情投入的试 开始思考执着注会的必要性 ​​​
“生活是向前的 但人的痛苦时时刻刻都在发生” ​​​
//@我真的是不知道起什么名字: 真的是这样，马上迈入30了，回头在十几岁时候的发言、二十几岁时候的事情，感慨很多。就像那句歌词唱的：世上唯一不变是人都很善变。
针灸之后胳膊更疼了😓 ​​​
转发
我服了 不想和（）人讲话 ​​​
“可能最终会和解 但不是现在” ​​​
转发
//@微路:哈哈哈哈哈相当于《霍乱时期的爱情》纯享版
timing……把握timing ​​​
“而” 有时是“而且” 有时是“然而” ​​​
转发
怎么有人休息一天就忘了全部动作了😓 ​​​
怎么会有人游泳的时候把胳膊拉伤了 ​​​
🥹//@dormun: 图片评论 查看图片
上工以来第二个本完整地用完了 ​​​
笑死//@不饿也不困_: 何炅汪涵进来进来！！！
公交车刷卡的地儿 贴满了蜡笔小新里小朋友大朋友的脸 这几天都坐蜡笔小新痛车上班 心情还阔以 哈哈哈哈哈 ​​​
关关难过关关过🥹
//@别下雨了我: 买了接近痛苦，不买远离幸福
我真的是脸盲吧 ​​​
🥹//@朱一暄传委员: 非贬义，我有时也是，我还会痛恨我为什么不是时时刻刻永远是
呜哇
哈哈 ​​​
刻不容缓
“奇迹会发生在相信奇迹的人身上” ​​​
转发
真喺顶唔顺 ​​​
每每试衣服都会觉得减肥刻不容缓 ​​​
转发
笑死//@嘻哈满堂: 这个世界少了谁都能转 少了弱智不行 //@九爪小蟹: 哈哈哈哈哈哈哈哈哈哈
//@cllllmimi: 有句意大利语叫dolce far niente，无所事事的幸福
//@尉迟燕窝:life！//@麦卡PU10P:陆上鲸落//@同位素氢:哈哈 //@OSSS老实加强版://@AndexLoop://@零与地下城:喜欢//@肉骨泥://@自販唧://@本心追憶:草//@啥啥___:像是人会做出的事情//@没救考拉:笑死了，他们还盼着海鸥来吃，可海鸥都被恶臭熏得不见踪影 后来当地还建了个“炸鲸纪念公园”！// ...展开
做梦梦到故人 亲爱的你想念自己吗 ​​​
大雨天 ​​​
“你是一种感觉 写在夏夜晚风里面”什么感觉啊呼吸不畅了 ​​​
“看清周围的环境也很重要 目的不是让你投身进去 只是为了让你更开心一点” ​​​
🥹//@PlainSonya:我有时候忽觉恍惚，欧洲还能凑个年假随时去，但是去地球另一面至少需要半月二十天，想去美国、南美等地旅行而因时间问题不成，不由期待退休生活。然而按延迟退休之后的计算方式，我距离退休还至少有三十年，可是我活到现在才三十年啊！
坐过站了🥹 ​​​
油泼辣子贝果 怎么想出来这种搭配的 应该叫辣椒面贝果哈哈哈 ​​​
太阳雨打什么伞都感觉自己看起来傻乎乎的 ​​​
恢复运动 清淡饮食 早早睡觉 #立flag ​​​
🚬//@千寻和菠萝油: “历史的垃圾时间不要让自己的人生也陷入垃圾” 我就是想说这个
哎
是不一样的我了
嗯嗯嗯嗯
真好啊 好羡慕🥹//@快乐的干脆面君:而且江浙皖周末尽在掌握，甚至到济南高铁只要三小时🚬
时隔八年再购置卫生棉条 今次我能适应吗 但夏天太热了 不愿再（。 ​​​
什么都没干的上半年过去了…… ​​​
“你说爱是什么”“我觉得爱是不理解尝试去理解 不接受尝试去接受” ​​​
脱口秀的夏天来噜 ​​​
“上山路要走弯道” ​​​
想要学习就购置了很多笔和本 想要运动就购置了很多健身用具和衣服 一种装备先行的思路 然而……行动在哪里呢 笑死特 ​​​
嗯嗯嗯嗯//@Theorois:反过来说，也越来越珍视别人的时间。曾经这是最易挥霍的东西，如今一些朋友跨入中年，生活中是愁续万端，即使高歌猛进的少数，也是一刻抵万金，片刻不得闲。尘劳之中，却还是分出时间给我，想要多送我几步路，约好再相见。这时间在我身上，有时也觉得情意太重。
