//@雪霏露_Mailg:又是为了生父姓崽挤压女人自己的生存空间，但凡这些人支棱点少生几个孩子，人命也不会变得这么见
恐怖如斯
//@恋薄荷爆珠:其实就是抹茶芝士面包啊！
//@今天dio也吃面包了吗:连这都要被夹确实恐怖啊我还见过转发假期被炸号的…
自己都养不明白还养孩子。
？
//@天台巨浪:点了 相提并论简直是在弱化暴力的危害//@小雪有福气:出轨和家暴还不一样的嘞，家暴是犯罪，出轨是道德谴责，不能让家暴从犯罪变成道德谴责。
//@芝士猫猫盖饭:这个时候又不是绝对力量了
扩散 好恶心。 虐猫的人被黑哥干脱肛之后把他的几把剁下来喂给肛门
//@要记得喝开水:又拿爱女出来挡枪了爱女的人又不是傻
当离别离我越来越近的时候我就见不得离别 ps这是看备注的好商家）
//@Dsrteaoypnhiinm:教育片吧这是
woc馒头
//@谁要和你一起养这只破猫:得癔症了吧
妈呀我不行了
感觉这俩人都不认识。
//@1小十三3:符合我对广东顺治难的刻板印象//@SJXBDKXM:真的假的，不花钱能找到这么漂亮的老婆，我一定爱她呀。
？
//@小火炉煮新醅酒:八年了才抛弃这个畜生姐们还是太善良了
//@不是純良女:令令令申申申申申
//@半夜不睡走维密:老师你马上去给学生上课，你要是今天不去给学生上课，那就算你旷工。
//@_PRE_:我的外卖神券要是能膨胀这么大就好了
男宝就这样用刻板印象掩饰性别歧视
6k块钱图你啥？就是教授的一节小课钱
对
。。。 傻屌
//@内娱唯一真猫kk:看到有人评论他：你c你爹一下 他叫得比女友大声
疯了吧
真惨啊 自己放弃读书出去赚钱给耀祖吸血 耀祖还这么不知道感恩
你可以不看但不能“不让”她发 作为第一例性侵为工伤的案子非常有警示作用 凭什么剥夺她讲述自己故事的权利？ 以及评论区某些人张嘴就是老板被仙人跳、老板无辜的言论 你有证据你就为老板辩护 你没证据就是二次造谣 上网真是零成本 什么话都敢往外说#网友呼吁崔丽丽案改名#  ...展开
我不行了
我很讨厌那种说话压人一头 或者用先天优势来嘲讽别人的人同理：我讨厌极端民族主义、讨厌以貌取人讥讽别人、讨厌拿人家的生理缺陷开玩笑刷抖音看到有内蒙博主搬运外蒙的作品 评论区一堆人嘲讽人哈韩/长得丑我觉得在一个人没有对你的利益产生任何损害的时候用刻板印象去攻击人家很不妥 这和歧视亚洲 ​​​ ...展开
就改善一顿吗？
我现在几乎没有影响心境的波动了 抽离的看待一切 留不下任何痕迹 ​​​
我吐了
//@腿在发呆:男的比女的会算计多了
太好了 蹲一个简体版！
//@六六哒范伦铁诺斑大人:小鸡是全天下最好的小鸡
