分享图片 ​​​
//@_天空l:都是好地方
//@骑桶人://@玉垒关:太赞了
孜然羊肉做法
//@萌芽研究所BUD:这部纪录片一共3集，水陆空的动物都介绍全了，戳这里就能看啦：CCTV9 纪录片 跟着生物声学家的步伐，一起来倾听《自然密语》【全3集】1080P 配音：冯先乾 文翔 刘威寅 董卓昂
//@萌芽研究所BUD:全集戳这：【纪录片】趣味科学（十集完）（未剪辑） 中文配音孩子看起来无压力呀~
我刚刚成为@李圆本人 的V+问答围观会员，可以免费查看TA的所有回答，快和我一起支持TA吧！ ​​​
//@小短腿夏酱:戳中我笑点
//@武志红:大脑带宽会被低效的日常损耗，也会被负能量损耗，例如孩子可能会被父母扔来的焦虑而严重损耗。我原生家庭贫穷匮乏，但父母没主动向我扔焦虑，我有足够带宽，读书时一直是脑子一片清明，几乎完全没自我攻击。做多年咨询后，和觉知到我有这一特质，并知这多难得。
//@Boya博雅女士:知行合一，最难的始终是那个知啊。 感觉现在的教育环境，并没有良好的人道主义，并没有遵循孩子们生长发育过程中的客观规律，孩子们自我发展，真正的身心需求并没有被满足，通识教育和职业教育已经太多了，而人生教育、财商教育、幸福教育都太少太少了……
//@武志红:了不起👍//@来去之间://@刘栋安魂曲:
//@武志红:全能自恋像在天上飞，每一次有链接的回应，都是一次落地。这些回应中，包括满足，也包括拒绝。
西红柿 牛腩
//@王人平:“尽量地学习，尽量地经历，尽量地旅游，尽量地吃好东西，人生就比较美好一点，就这么简单。”很喜欢蔡澜先生的这个观点。作为父母，不要总想孩子该如何功成名就、出人头地，能给予孩子活下去的勇气、信心和力量，让孩子对生活有热爱、对自己有信心，对生命有敬畏，已经很了不起了。
//@我心焕然:祛魅是强大的开始。
西红柿牛肉
//@伍倩MargotWU:处处充满隐喻意味～
//@刀卜卜:天呐感动哭了，章鱼是什么好宝宝🐙😭
//@严艺家:忙了一天，收到出版社老师消息说24小时不到销量已破千，在低迷的家教题材类出版市场上已经是个挺不错的成绩啦，谢谢父老乡亲们的支持！这本书首发定价时选择了低一些的价格，为的就是把种子撒更多更远，期待大家读完书能觉得“养育这事儿，还挺好玩的”。
//@大歪本人:第一次看到心理咨询可以在脱口秀里这样讲出来。酷！  看完以后也好想去写段子。
哈哈哈哈
//@Amanda的小厨房:包教包会的自制梅酒教程你学会了吗？带话题#泡梅酒保姆级教程# 转发➕评论，抽3个小伙伴，每人曼食店铺100元无门槛优惠券1张～
这是我听过的关于打架最好的言论
