是吗？
是啊
//@pacificapaseante:。。
哈哈哈哈哈哈
//@__Kek444:看看什么是真正的掉san，简直是噩梦素材，无限流鬼本都没这个想象力……
真有格陵兰这个地方😱
心累…… ​​​
#七夕快乐# ​​​
饿。。。 ​​​
//@chicheng-:把结构性问题归结于个体不够努力也是典型的新自由主义陷阱。我离成功远不远只取决于我对成功的定义，这不是挺符合你想要的“追寻真理”吗？怎么了，难道真理只掌握在各位中产精英和中产精英wannabe手上？那你们去攀登成功阶梯吧，去饿着肚子运动，去“毕恭毕敬”地比较“咖位”，去相信强 ...展开
山河四省气笑了
是
哈哈哈哈，同感啊
只觉得经期很麻烦，打断了专注做事的时间段。
饿……减肥中…… ​​​
//@星期三猪会式:“底层”不仅指经济状况，更指看待事物的方式和被社会性羞辱折叠的精神空间。  ——伊丽莎白·斯特劳特《我叫露西·巴顿》 ​​​
//@Theorois:以前有登说我arrogant &amp; 牛什么牛，我立刻意识到这意味着我的自信到达群体均值
//@武志红:说得真好！
//@旧常识:说句不相干的：几年前我就觉得，按照这国未来二十年的大概率趋势，把孩子生在这里就是对TA的犯罪。
厉害厉害
//@Apufferfishcanalwayscope:德语就是一门从发音到语法都非常规则的语言，而且规则非常清楚。不信你去回忆一下自己怎么学会英语发音的（纯靠记忆
//@橘胖的世界:真的！男人是女人的脸面
//@Theorois:情感意义上的许诺很难是statement，只是表达那一刻强烈的情感和愿望。诺言这种东西是说出来的那一刻就完成使命，然后消散掉的。//@一口春日茶:人就不该轻易地许诺。一生冗长又短暂。
呵呵。。。，这种人少交
//@画片集:在夏加尔的画里，爱情从不落地，而是轻盈悬浮于城市夜空。他画的不只是相拥的恋人、盛开的罂粟或热闹的马戏，而是一个个逃离现实的灵魂通道～
//@Evan-Zhang-://@外省小人物不在巴黎:希望你在评论前认真读我和转发区友邻的话。人的生命不是顺直男女互殴的工具，用“有洞就行”这样的性羞辱来反击厌女话语是妄图通过将一个边缘人贬为“洞”来维护另一类人不会沦为“洞”的错觉，其逻辑和你所不齿的厌女男是一致的。如果你拒绝展现人基本的同理心 ...展开
他放弃爱我的那天，是我不能爱他的第一天。 ​​​
//@刀卜卜:没毛病，都是为了孩子。
//@武志红:想象中的难度与可怕，常常是全能自恋的级别，高得可怕，会是现实中的难度与可怕度的数十倍甚至百倍。
//@书肆巡阅使:厉害
对啊
是
//@pacificapaseante://@Sisiccc:不喜欢他的理由很简单。张雪峰的逻辑永远是让你在个人层面上寻找解决方案，教导你怎样适应外部环境，不论这个游戏规则多荒谬。而这种做法显然削弱并扼杀了对畸形社会结构的批判。我讨厌逆来顺受的人，该掀桌时就掀桌。屈从现实规则从来不能让我们过得更好。
自爱
分享图片  ​​​
不存在一个稳定的结构为你做担保。  ​​​
老中人父母永远不反思
//@Evan-Zhang-:“失去了未来，才能真正拥有现在”//@呆若木一:
对，善良的人都这样
这是一种美好
对是的
太对了
这跟烧伤有啥区别？！我请问呢？直接用机器烤一样一样的，真TM服了😓
✓
//@Always-bebrave:网络确实好 让你能加入女神超话 看到你平时接触不到的女人 查看图片 //@行星发动机011:网络就是好，一堆未婚未育不谙世事的小姑娘也来当人生导师给人指点。偏偏还有不少年轻小姑年宁愿信这些无亲无故的不靠谱专家，也不愿意听年过半百饱经风霜的父母的。
MD，最烦装逼的人。贵圈真乱。 ​​​
用德语讲 ​​​
第一反应感觉说的是未明子
不看好
选择性眼瞎，说得好//@皮拉得斯酣醉:特别感激//@Cairamonamour_:谢谢互忍
对一些学文科的所谓伪知识分子感到生理性恶心。 ​​​
非常好
 ​​​
写的很好
🤓
连自恋关都没过。唉 ​​​
//@IsAlwaysCoping:回复@嫖婋妃子:哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈//@嫖婋妃子:热知识：精神病是因为有发病的时候才叫精神病，而不是因为有不发病的时候就不是精神病
//@IsAlwaysCoping:我走的所有的路原来都是为了把我引领到这里😭
好讨厌每个喜欢过的男人，意识到自己在讨好他们才让关系保存。甚至还留不住他们。感到生理不适，感到一些友谊，微信好友已经毫无必要。删了很多不联系的微信QQ好友。而且每当我需要亲密关系中的他们的时候，他们就会离开。我好了，他们又会出现。即使是女性主义男性或者左男也是令人失望至极！无意男女 ​​​ ...展开
好书 ​​​
//@Apufferfishcanalwayscope:三月免单已经私信滴滴了噢。四月还是月底抓四位朋友免单👏🏼//@Apufferfishcanalwayscope:我以前喜欢说三八国际劳动妇女节，但是现在我觉得，哪位妇女不劳动，已经退休的女性就不配过节了吗所以我从此只叫三八妇女节。值此三八妇女节来临之际，店内所有商品三月份全部 ...展开
以为这个作者是小资呢，没想到这么值得敬佩
美好～
美好的声音
祝福
太棒了
这很苦诶！
原来是个小恶魔…… ​​​
父权的帮凶
//@IsAlwaysCoping:蠢成这样这辈子有了//@Miritaet:Reply@Apufferfishcanalwayscope:有人受虐后增加对别人的共情能力，有人受虐后开始给陌生人写同人文。具体的说还不是给陌生人，是给陌生人的妈//@Miritaet:妈比爹坏的人沉默了
分享图片 ​​​
分享图片 ​​​
//@设计目录://@Zoe贴身过招:一早上被萌翻啦
#生活手记# ​​​
#生活手记#对，对坏人的惩罚在他们成为坏人那一刻就开始了。 ​​​
“因为他们放弃了有你存在的生活，他们撕裂了自己生命中良善的那一部分，他们失去了你，不管他们是否意识到了这一点，你追求的个人正义都已经实现了，你能做的只有继续做一个好人，并且把自己的生活过好，这就是一个好人能追求的全部正义。”！！！！！！同样给自己 ​​​
