是吗？
#生活手记#55:13  “因为他们放弃了有你存在的生活，他们撕裂了自己生命中良善的那一部分，他们失去了你，不管他们是否意识到了这一点，你追求的个人正义都已经实现了，你能做的只有继续做一个好人，并且把自己的生活过好，这就是一个好人能追求的全部正义。”！！！！！！我钢铁一般的女战神！充满 ​​​ ...展开
//@若言言和但丁学长谈恋爱:我 ADHD//@凉师爷位列仙班://@说肥的坐动车:学习障碍和发育障碍真的很常见，10%的比例，也就是说一个班三十个学生，就会有三个学生饱受其苦。但只要好好帮助。我一位合作对象是ADHD加阅读障碍需要终身服药，他写的ppt我的妈啊拼写错误达到创作级，也一样是大企业的首席科学 ...展开
//@若言言和但丁学长谈恋爱://@-浮起的橡实-://@宇宙明星小媽咪:其实还有一点，是我刚刚受启发想到的。就是很多人的ADHD可能其实是习惯性的解离，如果童年的时候家里经常争吵、爆发冲突，可能会让小孩习惯性解离。从此以后遇到情绪激动或者压力大的时候都会突然灵魂出窍，用旁观者视角来看一切。当然就 ...展开
//@皮拉得斯酣醉:痛苦会带来羞耻，痛苦会让人丧失述说痛苦的能力。能战胜这一点而把故事讲出来的人已经殊为不易，然而她还想要通过讲述来担负更多人的痛苦……活在同一个地球上的，是那些只从指缝里微微瞥见一眼他人的痛苦，就大叫着“这本书应当禁了”的人。你们是可以活在排空了一切他人不幸的真空宇 ...展开
#生活手记# ​​​
#bilibili专栏# 时间与绝对 - 详情点击： 网页链接  - 哔哩哔哩专栏 ​​​
#生活手记#“人生在世，如身处荆棘之中，心不动则不痛，人不动则不伤。心若动了，处处是刺；人若动了，步步生莲。世间无常，国土危脆，若能放下身心，何处不是净土？烦恼本无，忧愁本空，若能看破生死，何时不是解脱？” ​​​
永远被拉拉的细腻打动
//@甘草雲://@樱桃本色1997:大家如果有需要鞋子的可以看一下，博主的家庭情况一直很不好，希望能平安度过寒冬🙏感谢大家
很符合现在的心境
//@甘草雲:穆旦《冥想》的末句一般的 查看图片 //@再昧拾金://@潘萌SoPhia:记得图2，长年洗涮粗糙的手抚过蕾丝…//@我又有一些真知灼见:似走入深秋的人生。//@秋天的亦然:深夜爆哭
好
吓人
小灰灰～ ​​​
看哭了//@Theorois:今年似乎做得更好了。我也能爱别人了：）
理科也是这样的
是啊
//@新经典:明天开
✓
我也是
我的个天
我分享了文章  ​​​
//@李浩源_鲤太史:时至如今，大家还是不能太不食肉糜。咱们能努力而有所得，实在是于地球online80亿人中得蒙幸运了。
我🌿
