谢谢🙏//@Eleven11dream:见者好运🌈
转发
//@安小桃:这几年她一直低调，很少看到她的相关新闻，没想到再见她，已经是“最佳导演”，恭喜！！//@Chrison克里森:舒淇获得釜山电影节最佳导演奖：《女孩》 ！！
呐
转发
//@巫山六月雪://@柠檬树下大刘鸭:但是恶人是女的时候，就以女的命名了，比如劳荣枝比如余华英比如翟欣欣……甚至都没证实存在的梅姨都要去代表拐卖团伙
转发
转发
//@贝小戎:书评作者是何伟的夫人，张彤禾
//@宝玉xp:这样挺好//@大红矛:王豪性侵案。
//@SOFAR苏花: 的确是这样，我广州人也不敢玩这种梗，在自然面前人屁都不是，每次看到这种都觉得无语，给你放假又说风雨不大，是想怎样。幽灵公主重映多少次都不为过，人对自然就是掠夺，连敬畏都失去的话，别埋怨天灾来得多
显化🙏//@ppBEARintheRye:可别小瞧了相信自己的力量//@Lucy_intheSkywithDiamonds://@麦卡PU10P://@卡卡啦球球://@库特纳霍拉的骨头://@矮周迅:显化🙏//@湖咯咯:显化//@超标本实验部:显化！//@展台手册:显化🤲🏻//@磊磊漂亮:显化🙏//@V爱XuL仑:显化！// ...展开
谢谢🙏//@ppBEARintheRye:谢谢//@菜菜_HP:祝我们//@闲猫子:好的！
转发
转发
转发
//@西窗随记:了不起//@姚晨:去年就看到了有关报道。丽丽是极少数选择在采访中实名讲述的受害者。她更是一位勇敢无畏的女士。难以想象这一路她历经过多少人性之恶，但依然用坚定的信念与智慧为自己而战！也为生活中太多遭遇类似侵害却无法发声的女性，发出了巨大的、响亮的呐喊。🫂
//@西窗随记:？？？//@庄无邪:I am Groot.//@东邪摸鱼:…………//@铁铁铁铁铁鱼:？？？//@木小北:？还有这事//@荔枝资深爱好者i:补充:24年泉州秀造成锂电池水体污染，靠村民自发下水捞起来的，他拍拍屁股走人了，这老登不是第一次这么干了
好爽
好耶！
V我50
转发
转发
球球了
接，谢谢🙏//@a土人:需要，接一下吧！//@烦烦看电影://@哈迷疯子:接//@电影芒斯特:🙏🏻//@这是一个很高冷的ID:🙏🙏🙏//@M大王叫我来巡山:我一定要//@来一杯冰阔乐吗:我一定要//@你好我要一箱养乐多:我大接特接//@西升月:我接//@奶思玩家:我接好运🤲🏻// ...展开
转发
转发
摸摸
转发
//@isekisi里的旋转小字:我有确诊adhd，从小很容易忘记东西在哪里，但成年后我在随身包里加了两个小包：一个放杂物，一个放化妆品润唇膏等，杂物包里还有一个卡包、一个药包和一个迷你急救包。昨天我从高铁出来，肌肉记忆一般把身份证放回卡包放回杂物包再放回大包。从此我就很少丢东西了，如果我的大 ...展开
//@萝贝贝:平台到底在干嘛啊
转发
转发
sb
转发
//@张天翼小张师傅://@Susan_will://@没药花园案件://@宋方金://@洛兵://@梁冬微博:严惩凶手
困困
谢谢🙏//@ppBEARintheRye:谢谢//@菜菜_HP:祝我们//@闲猫子://@阿里斯底波-Aristippus://@一堵透明墙://@謝霊運://@黄濑濑濑濑:退！！//@你别说还真是这样:退！！//@我在找我的那颗行星:退退退//@我就是李清华:全退🙏//@伊丽莎白骨精啊:小人退散，退，退退！🙏
转发
最爱你了
转发
//@ppBEARintheRye:说得特别好。总宣传“这是中产阶级的privilege&quot;是不是也是一种愚民呢？毕竟要做到原po讲的这些，公共健康方面那是要花大力气的，需要几代人，还要伤害到大资本的利益。
转发
//@张宏杰:转发
转发
转发
转发
转发
转发
转发
//@CNU_blank://@飘荡的绿风筝:毛姆：心软和不好意思，只会杀死自己。理性的薄情和冷漠才是生存的利器。
转发
格局打开
//@ppBEARintheRye:很多人喜欢讲中文时夹一点英语也是出于相似的原因。当然了，还有一个原因是：每个人在讲话的时候其实都在有意识无意识中预设了听众是谁。同样一番中英夹杂的讲话，如果跟同样双语言背景的人交流完全没问题，在多语言社会也不会有问题。但互联网常常让我们的谈话“出圈”，于是引来其 ...展开
转发
转发
转发
转发
谢谢🙏
转发
九月你好
转发
转发
完美收官！
转发
转发
//@茉莉Lessman://@LaosVuitton:这种情况完全可以由公权代理、缺席判决离婚，有司在这种地方假装尊重私权就太他爹的搞笑了。//@汪有://@音乔才不是王小姐:她只是结了个婚而已………//@在也门钓鲑鱼:而且在这烂人服刑期间，女方要是有新的感情还算婚内出轨呢，呵呵//@透明人間的蒸气:离离原上谱
太牛啦
转发
俺不知道啊
呵呵
//@花不完Hayes:好在发生//@福隆://@李小呼噜:看哭了//@我不是谦哥儿:真好啊
转发
//@劳东燕2004:明明涉嫌严重侵犯个人隐私权益的违法犯罪，有人非要往男女对立的方向上去扯。甚至通过指称造谣来否定偷拍日益猖獗的现实。这样的操作，真是比掩耳盗铃还要荒唐与不堪。
转发
转发
呸！
想你了
转发
转发
转发
呵呵
转发
转发
转发
//@学术大观察://@行行大湿:肯定不是第一次了，家暴刚发生的时候就要坚决离婚，离不了就离家出走。#孟村金昊杀妻#
转发
转发
充电中
多来
转发
狂喜
好棒啊
转发
转发
转发
转发
转发
进度条拉满
转发
