#九三盛大阅兵# 阅兵很好看，新式的高级武器虽然看不懂，但人型方阵走得又整齐又好看，充满朝气，感觉每次看阅兵就是一次全国人民的福利。但是既然是抗战胜利日阅兵，国军在抗战中的贡献应该也如实表达就好了，虽然我知道，做到这一点不是那么容易。 ​​​
不知是不是真的有用，但看上去都是好建议～
去年的时候整理家中书柜，发现一本买来后很久未看的小说《敦煌》，翻了几页觉得还不错，就津津有味地看了起来。是本历史小说集，第一篇就是《敦煌》，看的时候就是觉得家国情怀好像不那么重，另外男女恋情稍有些随便，翻到封面一看，作者是井上靖，日本作家，日本人写的难怪呢，我都忘记了。不过这样的 ​​​ ...展开
《拯救大兵瑞恩》不是虚构的故事，而是发生在二战中的真实故事。人物原型叫弗里茨·尼兰德。一本名叫《兄弟连》的老兵回忆录就记载了他的事。《兄弟连》是不是听上去很熟悉？对了，就是那个美剧的《兄弟连》，美剧是根据这本老兵回忆录改编的。当时斯皮尔伯格与汤姆·汉克斯将弗里茨·尼兰德的经历改编 ​​​ ...展开
#美国驻华大使馆逆天言论# 我怎么觉得这言论也就这样，逆天是真谈不上，可能因为一向知道美国与日本是什么关系吧。美国总统去别的国家，比如中国，那是访问，空军一号停到首都机场，然后踏着红地毯就下来了。但美国总统去日本那叫视察，飞机直接飞进美军基地，当天先和基地官兵联欢一下，第二天才坐着 ​​​ ...展开
昨天和一个新认识的朋友聊天，她和她老公都是建筑师，是80年代中期的大学生，她已退休，但老公还在工作，还未到退休年龄。我问她，你老公的工作没有受影响呀？她说，影响肯定是有的，现在单位效益都不好，但是她和她老公当年毕业时是国家包分配的，去的设计院当时也是事业单位，所以他们是有编制的，不 ​​​ ...展开
《南京照相馆》这电影好的地方应该被很多人说过了，我也全部同意。但有一点还想说一下，就是电影中的女性角色演绎得非常好。之前那些第几代第几代的导演，水平很高，电影质量很好，但女性角色仿佛只是一个审美符号，或者欲望映射的对象，就是总是客体性的，也仿佛只能通过男性导演的眼睛才能看到那些女 ...展开
记得前几年有个叫史航的名人，被几位前女友联合控告性骚扰，后来法院判决性骚扰不成立，但史航远在判决之前，远在事件第一天网络发酵之时，就已经社死了。法院是依据什么判决的，我倒是也不了解，但我理解那些个前女友为啥要控告史航。史航号称只恋爱不结婚，只和女友们或长或短保持些关系，好像还挺风 ​​​ ...展开
宗家的瓜总算吃的比较明白了，但法院最后怎么判还未知晓。老宗一夫一妻一情妇四孩子，生前也想摆平的，但走得还是太早了，庶子们的利益还要委托嫡女协助才能完成。现在嫡女就不想协助了怎么办？谁知道法院最终会怎么判。但哇哈哈商业利益的损失肯定会大于21亿美元，前景不是很乐观。个人感觉这是个两败 ...展开
这个挺有意思，逼迫以后的研究生好好写论文。记得翟天临事件后，毕业论文严查重复率，搞得之后的毕业生们叫苦连天，但至少也从另一个侧面提高了论文质量。这个更好，还查水不水，说不定真可以提高我国大学的学术水平呢，是利国利民的好事情呀～
刚看到这个，寺庙收入灵隐寺确实第一。不过要论广义的少林商业公司，还是它收入第一吧。 查看图片
去年四月份去洛阳看牡丹花，顺便去了趟少林寺。去的时候是跟了个团，带队的导游说，少林寺是全中国收入最高的寺院，当时听得大家都啧啧称奇。今年又去杭州玩，去灵隐寺的时候想起这事，就跟同行的朋友说了，朋友说不对，收入最高的应该是灵隐寺。我想了想，论规模、氛围和气场，灵隐寺确实要比少林寺 ​​​ ...展开
竟还曾经有这样的节目，主持人和这些老板都不能接受一个有独立人格和不奴颜卑膝的求职者。节目搁现在会被骂上热搜吧。可见时代还是真的在进步，就希望中国（我也想说中国）会一点一点变好。
曾经那么年轻那么美～
我有个朋友，在高校里做研究工作的，是个对娱乐圈和八卦都不怎么感兴趣的人。前几年王力宏的离婚事件闹得沸沸扬扬，我遇到他时也忍不住想聊些八卦，结果他说不认识王力宏，好吧话题结束了，非常节约时间。但是有一次，他破天荒地告诉我，他看了部电影讲星际穿越的，很不错。星际题材的电影我知道的就有 ​​​ ...展开
这小伙子太可惜了，才19岁，家里人该多难过。人生的挫折多的是，这才多大的一个事。黑车司机固然可恶，报了警不作为的警察更可恶，车牌号都知道了，但凡给司机打个电话也不至于让小伙子这么绝望。记得我有一次把车停在一个商铺的专用车位上，没半个小时，某某分局的警察同志就给我来了电话，我的姓名、 ...展开
好有用，实用贴。有些人你不喜欢的话可以远离，但有些人就算不喜欢也不能物理距离分开，这时候学一些技巧就很有用。关键真的不能自己先生气了。
本来就有直觉上的预感片子会不好看，看了这影评就更不用去看了，可以省一点钱了。他的片子真的特别难看，除了阳光灿烂和鬼子来了。这两部片子之后他应该是才尽了。就像作家分两种，一种是丰产的，一部接着一部写，想象力永不枯竭。另一种就是一生只有一部小说是成功的，而且一般是自传体式的，例如美国 ...展开
瓶装矿泉水我一般喝农夫山泉，感觉水质应该还行。买大桶水（5公斤左右）的时候会比较性价比，买最便宜的那个，生活得精打细算没办法。哇哈哈几乎没买过。如果最终哇哈哈的事尘埃落定，也不是不可以去买瓶水喝一下，作为这段时间吃那么多瓜的回报～ ​​​
我不太爱看国产剧，一方面是吃不消动则几十集的冗长，另一方面就是觉得假的很，好像总在粉饰太平。美剧会好一些，节奏快很多，一季差不多12集，可以一口气追完，还有一点就是真实性强很多，有着一些对于世界以及人性的真实揭露与刻画。之前哇哈哈宗庆后的良好人设与宗馥莉的独生爱女形象，几乎已深入 ​​​ ...展开
演技好原来是这样的
是因为女孩一旦找到更好的工作会跳槽，不如开始就给够，这样稳定些。同理不招资历过高的，哪怕应聘者自己愿意，因为员工一旦找到更合适的岗位就会跳槽，原单位白培养。所以都是很实际的考虑，没必要太感动。
前几天去理发，在淮海路上，理完出来的时候就看见下图中打扮的两名女子进了理发店，一共是三人，两人是这样的打扮，全身只露出两只眼睛，另一人稍微世俗点露着脸，中东人模样，但都是黑袍。我就好奇，包成这样来理发店做什么呢？也是第一次在上海看到这样打扮的人。看她们还在与店员沟通，说的什么倒是 ...展开
转发一个实用贴～
刚看完马伯庸的小说《太白金星有点烦》，准确的说是听完，非常好。去年的时候看过《长安的荔枝》，觉得有些一般般，电视剧上映也没去看。但太白金星好看的多了，如果拍成电视剧或电影绝对是大制作，只是不要找雷佳音来演就好，不能什么都是他～ ​​​
酱园弄除了章子怡演技一如既往的好，甚至遥遥领先，李现的表现也不错，让我刮目相看，希望以后能多演些有质量的片子。易烊千玺总能感觉出他在演，虽然演的也不错，就是他总是不能把他的自我去掉，让我感觉不是在看一个角色，而是在看一个费劲演戏的演员，当然他比很多同辈演员已经好得多了，但既然他那 ​​​ ...展开
镖人如果换脸，我就不看了。换脸是因为害怕舆情，可以理解，没有意见。但我也是一名普通观众，也有自己的选择，大家双向选择。 ​​​
总算网上也有人为那尔那茜说话。说实话她的爆红更多的是因为封神剧组的海选入选，参加了封神训练班，500多天的体能、骑射、格斗各方面的训练，让她脱胎换骨，可以说就是她运气与努力的结果，另外她马背民族的基因应该也有些加成吧。至于之前上了上戏又留了学，回来后也只是当了一个上戏的助教，还是不 ...展开
邻居每个人都帮了詹周氏一把，帮凶其实是everybody，这个角度很新颖，有点像东方快车谋杀案，这么拍悬疑感就十足了，只是有点偏娱乐化。其实最震撼人的还是这个真实案件本身，个人的命运、时代+政权更迭的大背景，进步思潮的涌现…..这些真实元素都远比电影还要吸引人。原著小说也去看了下，一般般，电 ...展开
好像有些道理
虽然不信教，但记得有个故事，有次大家想用石头去砸一个叫抹大拉的失足妇女，然后那谁的独生子说了，你们当中如果有谁真的自己一点罪也没有的就去砸吧，如果自己想想自己也违反过某个规定的，就还是歇了吧。 ​​​
我也不喜欢那个蒋小姐，说轻一点叫做不接地气，就是篇高考作文水平，说重一点要说的可多了，看完她就在想哈佛就这水平？MIT这个印度妹子可以的，赞👍//@言者兔:这才是演讲👍蒋某是她所谓的男朋友嘴里的“被宠爱的小东西”，一个极其享受玩偶之家的，却佯装意见领袖，看吐。
我老妈也是，前几天跟我说体检下来没什么问题，我留了个心眼问谁体检下来？结果她说是你爸，我又问那你的体检报告呢？她说也没什么的。她的体检报告我前几年就看过，哪哪都是毛病，我看到了就催她去医院看看，她说这有什么要看的，说着说着都跟我吵起来了，后来我就气得不想管她了。中国的传统女性特征 ...展开
这孩子实在太可爱了～
好像大家还都挺乐观，不知为什么。也许是没有选择吧，历史洪流滚滚向前，普通人就只能被裹挟着向前走，还能说什么呢？ ​​​
无论如何也不会想到，自己的生活还能与特朗普搭上关系，还真的是有关系。最近参与了一个特别头疼的项目，是一家美企在泰国投资的事，我的高中同学在这家公司里，所以介绍了这个项目给我。因为种种原因，美企不再看好在中国的投资，但觉得东南亚的泰国依旧物美价廉值得投资，于是就有了那个项目。但真的 ​​​ ...展开
这个蛮有意思的，塔利班高级成员的婚礼上，没有任何女宾，包括新娘，完全就是一场兄弟大聚会。在塔利班的婚礼上，女人被彻底“删除”了 在塔利班的婚礼上，女人被彻底“删除”了 来自@腾讯新闻 ​​​
王的两性观是前现代的，把他想象成中国最偏僻农村里的一个老农就能说通了，以前农村里离婚，都是女方离开，并不能带走孩子。他也是这么想的吧，这是老王家的孩子，当然属于他王某人。以前是工作忙没办法，所以让前妻帮忙照顾一下，现在有新媳妇了，孩子新媳妇带就行当然得要回来。
哇，罚款就能罚掉那么多，罚掉了美国一套房的钱了吧。～
我看过，还是在一家艺术电影院看的，朋友推荐的，很好看，非常有味道的一部电影，还扭转了我对解放前电影的一点点偏见。那时的人好像比现在都要单纯一些，因为单纯，美好这件事就来的要简单一些。//@一剪梅花万样骄:还有一部拍摄时间比这部电影还要早的，叫小城之春。很唯美，但处于抗战时期所以爱左派 ...展开
很多年没听说金秀贤这个名字，最近听说却是这样的丑闻。想当年《来自星星的你》风靡一时，我也追过剧，过后意犹未尽，又去看了他主演的几部电影与长篇韩剧，感觉是形象与演技俱佳的一个演员。没想到是这样的一个人，真是知人知面不知心。最近王局的事又出现在内网，他揭别人丑揭了一辈子，现在开始自 ​​​ ...展开
乌克兰的形势最近很危急，俄乌冲突又是世界上一个无解难题。战争胜负很大程度由强弱对比决定，如果全世界都撑乌克兰，那打赢还是有可能的，但如果不撑了，乌克兰很难扛过去。世界人类史那么多建功立业、开疆拓土，其实另一个角度也就是以大欺小，恃强凌弱，直到20世纪的两次大战，彻底把人类打蒙，让人 ​​​ ...展开
在电视上的电影频道搜到一部电影叫做《哀乐中年》，解放前的黑白片，很好看，评分也非常高。如果电影不是一定要去教育谁、歌颂谁、批判谁，也不是非要去国外电影节评奖，是可以拍得好看的。《哀乐中年》拍摄于1949年，是一个解放军差不多快大军压境，又通货膨胀到离谱的年头，导演竟还有闲心拍出这么一 ​​​ ...展开
这个帖子里的图片根本不是deep seek的答案，把原文的条件一字不差地输入deep seek后，出来的答案是：根据现有数据和合理估算，中国满足以下条件的男性人数大致在**1万至5万**之间。但不知为什么，所有的人包括博主，都对这张图片是deep seek答案深信不疑，可见互联网传谣的成本实在是太低了。另外这位 ...展开
现在每天早上起来，就去看看《哪吒二》的票房多少亿了，影史票房排名第几了，看看小哪吒到底能爬到第几位。中国电影竟有如此出息，真是感到不可思议。《花样年华》也公映了，以前只能在盗版VCD中才能看到的电影，现在竟也在大银幕上重现，一时感觉沧海桑田～ ​​​
《哪吒二》不错呢，画面、场面、美术、人物塑造都很不错，情节也有逻辑，拍部电影花那么大功夫，真的很优秀。比封神二、射雕好太多。以后挑电源不能单凭情怀，还是要先看看口碑，群众的眼睛是雪亮的。 ​​​
#张兰汪小菲抖音无限期封禁##张兰汪小菲短视频账号被封#   今天有在国外的朋友问我，张兰和汪小菲的账号为什么被封了，其实我也不知道。网上的官方处罚信息里给出了处罚的理由，但仔细想想，这些理由并不是很能服众，所以生活在境外言论相对自由环境里的朋友会不理解。而对于生活在国内的我来说，似乎 ​​​ ...展开
有个叫《六姊妹》的电视剧，这几天也看了几集，就是觉得里面演妈妈的那位演员感觉不太好看，而且气质怪异，扮相服装都不好看，有些男相且很土，而且以前从未见过此演员。后来陆续看有评论出来，说这部戏大咖如云，还有邬君梅，忽然想到，那位不好看的演员莫不就是邬君梅，看了下演员表，果然是她 ​​​ ...展开
看冬亚会的开幕式，阿富汗🇦🇫代表团的国旗还是前政府时期的国旗，看来塔利班到底还是不敢大改国体，不是不想，是怕改多了国际援助没有了吧，一共来了三名男运动员。伊朗代表团出场，男女运动员都是运动衣运动裤加绒线帽，仔细看了，女运动员没有戴头巾，但绒线帽已把头发全部遮住，运动员们显得朝 ​​​ ...展开
这几天刷微博几乎一半以上都是与大S有关。这两家恩恩怨怨，一向觉得他们都有问题，责任五五开吧。但现在两个小孩已经失去了亲妈，希望不再失去亲爸。汪小菲演一下深情就好了，不要入戏太深假戏真做了。小心持续发癫，台湾的法院觉得他神经不正常，把抚养权另判他人。到时候他又是一个世纪大怨种，流量 ...展开
前几天看电影射雕的时候有些出戏，看到宋军出场不知怎么竟想到国足，感觉很有相似之处，就是钱也没少花、办法也没少想、人员也都尽力了，但就是水平上不去，一点都不能打。古代是宋军，近代还有个国军，到现代是国足。宋军、国军、国足，一脉相承～～ ​​​
以前的贺岁片质量高的也有，《无名》就是一部，之后的《满江红》《飞驰人生2》也不错，今年的不行。想了想为什么今年的票房还不错，我的理解是大家没钱出去旅游，只能花些小钱泡下电影院。
DeepSeek功能强大，特别是寻医问药时能给出特别详尽的回答，获益匪浅。但好像有个bug，就是不知道封神二已上映，此部分的信息只更新到24年7月，这个不应该呀，应尽快完善吧。以下是刚刚搜索的结果：截至2024年7月，**《封神第二部》尚未正式上映**，官方暂未公布确切定档日期。以下是综合当 ​​​ ...展开
封神二的结尾，邓婵玉躺在姬发怀里听歌，比其他商兵多活了两分钟，我也觉得不合理，并且这么拍太实了。如果是我就这样拍：商兵一个个灰飞烟灭，邓婵玉也不例外，但她消失的镜头可以拍得慢一点美一点，姬发在一旁极度惋惜悲伤但也无法挽留住…..第二天，太阳又升起了，西岐城的百姓开始在一片废墟中重新 ...展开
春节里去看了两部贺岁片，《封神二》与《射雕英雄传》，都是我喜欢的题材，或者说是情怀也行，是计划中就准备看的。但感觉都比较一般，又看了网上的评价，几乎是春节档最差的两部，好吧。看来以后还是要略挑剔一些，宝贵的时间用来看些真正的好电影。也希望导演们制片方们不要辜负观众的情怀～ ​​​
麦琳的脱口秀不错啊。再见爱人看了些片段，网上的热搜太多，不是芒果会员，但基本精华部分也都看到了，看完发现婚姻就像是一条橡皮筋，能把很大的不讲理和欺负人都包容住，哪怕外面的人看得都受不了了，里面的人还是该干嘛干嘛。只有当这些不讲理和欺负人大到实在不像话了，这条橡皮筋才会断掉。 ...展开
明明中国富人、中产都有，一月几万的大有人在，拿这些人作比也可以吧，却偏偏要拿穷人开涮，说你们赚的这2000、3000元的月薪比美国人过得还好，这是想干什么呢？太无聊了
特别不喜欢这样的比较，因为2000一个月我不够用，怎么节约都不够用，除非我是一个大学生住在学校宿舍里，食堂吃饭偶尔买件衣服，但是买电脑或者旅游的钱，要么问父母要，要么需要额外打工，不是这2000元能覆盖的。一个在社会上生存的人，没房子要付房租，有房子要付物业水电，要自己买家具买电器装窗帘 ...展开
看到小红书上中美网友对账，忽然理解了他们为什么会选特朗普，毕竟特朗普许诺带给他们实惠，这是他们自己选总统，不是替全世界人民选总统。所以那句话说的对，叫作尊重美国人民的选择。我们很多时候也是有得选的，比如西医看不好了就选择看看中医，中医看得不行了就再选择试试西医…… ​​​
好听～
说来也挺奇怪的，这次没有像上次那样讨厌特朗普了，也许是自己变老了，淡了许多。也可能也是前面那几年已经很多事情发生了，人有点麻了，想再坏又能坏到哪里去？加沙都要停战了，就像水龙头说关就关上了。学英语倒是又多了个地方，就是小红书。 ​​​
前几年刚听说Tiktok要被禁的事情时，有位朋友跟我说，北美的中国家长们都支持把这个app禁了，因为他们的孩子每天几小时几小时地玩手机，书都不好好念了。不同的人就会有不同的出发点吧。我最近网上得也有点多，也一样不要太多地去浪费时间吧。 ​​​
这两天网上得比较多，英语听力好像都进步了。称着这么好的语言环境，新年立个flag吧，2025年英语听力过关～～ ​​​
又思考了一下小红书现象，小红书的用户中战狼比例很低，而发明出TikTok refugee这个概念的外国人又是比较好玩有趣的一批，这两群人在小红书相遇，就造成了世界人民大团结的空前繁荣景象。换一个别的平台，换一批别的用户，成这事儿的几率都会小很多～
小红书这几天发生的事，不管多少大V提出了多少真知灼见，我只想说的是，这件事情太好玩了。上一件这么好玩的事还是2023年的万圣节，以至于2024年一直在想，今年万圣节该穿些什么。到了11月底，万圣节还是果不其然的被禁了。但这次的小红书，已经被上升到了世界人民大交流的高度，估计ZF就算不喜欢，也 ​​​ ...展开
这事是挺好玩的。博主说的也是有道理的。但国内不是见外国人机会不多嘛，物以稀为贵，会新鲜上一阵子，等见得多了，也就祛魅了。等祛魅了，就还是得有高质量作品的博主才能胜出。最终会是公平的。
上一届的时候好讨厌川普，后来活见鬼他又被选上来了，实在也是感到无奈。但这次反而不是太讨厌他了，只是觉得他好玩，不知后面还有什么其它好玩的东西要从他那儿出来。
博主把朱拉尼写得很好，乍看之下还以为是写华盛顿。不过叙利亚的世俗化是深入人心，这个可能不容易改过来，前几十年也不是一点事都没有做。改朝换代多半是换汤不换药的，但如果至少还能进步一些些，那杭州的那扇正山门算是没有白开～
都说2024是洗牌的一年，不知不觉就到了今年的最后一天，确实生活中很多的事情都改变了。但感觉2025还得接着洗，直至洗出一个新世界来。不管怎样，都祝新年快乐吧！ ​​​
我发现，父母不开空调不是为了省钱，或者省钱不是主要目的，而是他们真的不怕冷。记得小的时候，家里冬天只有6度，或者10来度，也就这样过来了，没有空调，现在屋子里大约15度，低时13度，他们应该是觉得很满足了，哪还要什么空调。而我这个被空调娇惯过的人，好希望冬天室内能有20度，真是一个废物了 ​​​ ...展开
