//@·好耶·://@好运来好运从四面八方来://@sheherherhers__:最恶臭的是何见平在拉踩完一番后来一句——我的设计偶像是石冈瑛子，一位女性设计师。这是典型的「例外化」逻辑，将女性及其作品排除在常态之外，即女性优秀那只是特例，以巩固男性常态化的圈子。勒古恩在谈意识流作家伍尔夫和乔伊斯时就提出 ...展开
先码住
事闹大了才删，没闹大之前别人提醒就删评论
完全理解不了。女性在现实受到的约束已经够多了，在虚构类小说中还要在被限制一次。偶尔在想，一些刻板印象和规训是不是也在这一过程中被加强了。
有些时候ai还不如百度百科//@兔兔几哒哟:ai非常会胡说八道……在作为论据的时候建议跟百度百科坐一桌
//@_Reno_挚爱FF:是，哪怕真有黑人女性说“我不想被白人剥削我想回家”，人家说得也是不想待在白人世界，想回到没有种族歧视的黑人世界。黑人男性不负责任，造成一堆单身妈妈都被玩成梗，全世界都知道，她回家庭就不被剥削了？之前小红书世界大交流时，黑人女性特地说“我想让全世界知道，黑人女性是最 ...展开
//@幻想漫游_:就我不懂吧，大部分人的都已经认识到了“我费劲吧啦节约的拿点东西都不够富人一场party浪费的”，然后他们对此的解决方法居然是去骂环保主义者，骂动物，而不是去骂富人，WTF？？？？？这到底是为什么？？？？？？
好厉害
转发
转发
转发
转发
//@循环往复的梦境迷宫:如果最后证明是没有任何证据的诬陷和造谣你们现在攻击她骂她的会道歉吗？？//@循环往复的梦境迷宫:真服了转发区的人没有任何证据的事能不能别直接就信啊就在这吃上瓜了失望了伤心了震惊了，上网能不能有点自己的分辨能力啊，有些人天天在网上转一些不要网暴不要造谣的呼吁还悼念 ...展开
//@麦卡PU10P:前两年在境外开设偷拍网站的汤卓然 连家住哪里都知道了也就是警察上门看到人不在，让物业“多留意”而已。官方说后续有进展会及时通报。再无下文。 查看图片 //@想冬眠的十万://@浪里白糖赛博转生:对公民网开一面啦//@歌木木朵:我只知道我直发或转发这件事的很多微博 ...展开
//@堂前萱草开:为什么呢？//@川A1234567:网站虽然架设在境外，但偷拍罪犯和受害者、订阅者都在国内，还涉及金钱转账，真想追查不可能查不到。为什么网络诈骗和海棠写手都可以查，甚至即刻联系到转账者、跨地区远洋捕捞，偏偏到了男性犯罪这里不行？
//@电影罗小黑战记2:“嘿！你是不是太认真了！”
转发
转发
转发
转发
转发
//@麦卡PU10P:再转。这一套伎俩已经奏效太久了，多一个人看懂这套伎俩，未来就可以少一个人受害。他们觉得这是让又一个人社死的好机会，我觉得这是让更多人看清他们这套卑鄙手段的好机会//@豆豆酱_祛魅版:也正因为社死了，微博正文这些利用ai拼接、移花接木的造谣，任意泼脏水的抹黑，甚至 ...展开
转发
转发
//@想到这春日短绝一幕:永远的逻辑就是治不了别人我还治不了你？//@我必如水银泻地:这都不是离文明很远了，这是反复强暴文明的概念//@既生瑜何弃疗:真的荒谬，竟然把女生的全名挂在热搜上游街示众，有这样对待过嫖娼的在校生吗，嫖娼是真的违法啊
一直讨厌“大思考”这个词￼。最开始可能是嘲讽一些观点离谱的人，￼但很多时候明明只是发表正常想法就被扣帽子。我记得前段时间有个老师为娱乐化难民儿童发声，然后在热机测就看到有人说不喜欢她的大思考，并且还有不少人点赞……很普通且￼正常的观点就被说“大思考”，想要捂嘴就直说吧。这群人未 ​​​ ...展开
//@麦卡PU10P:每件事都是同一件事。
码
转发
转发
转发
转发
转发
//@Bishop79_VI:听闻娱乐业将重新成为只有顺直白男女的娱乐业，评论区的中国人高兴得像彼岸又能够自由使用“whore”“fag”“chinhchong”而弹冠相庆的右翼白男一样，也是一种奇观了
//@呼吸腿:一出事就是外包的原因跟学校无关，咱这永远都喜欢把责任往外推。学校是教书育人的地方，但是很不幸我们看过了太多学校职工和领导层不尊重其他生命的行为，从学校保安当着学生们的面打死小猫小狗，再到保洁阿姨睡厕所，进而到保安大爷被活活热死。不敬畏生命，不尊重劳动人民的地方凭什么去教 ...展开
“大姐”“阿姨”这些称呼本身没啥问题，但是觉得带贬义的人也挺多的，一般结合上下文带不带恶意一眼就能看出。 ​​​
称呼本身确实没问题，但说这些称呼时带不带恶意大家都能感觉到。//@鸥哥DZ:知道要表达的意思…但，阿姨怎么了…我小的时候叫二三十岁女性阿姨就理所应当的认为自己到二三十也该成为阿姨啊//@-云间蓝-:周知//@不提供:诸位真的不会意识到那是自己的未来吗（挠头//@Q气温纤维W://@在镜中是星期天:// ...展开
转发
转发
//@没来由地:所谓后227时代，就是铁拳不用亲自落下，规训逻辑早已渗透进个体日常和审美趣味之中。像秩序敏感期的小孩在同人的乌托邦里拿到了监管权，空间即等同于内容，内容即服务于我。在坛主没有牟利、产出者自愿发帖、内容本质属于个人表达的前提下，没人有资格越过产权边界、代替创作者质问坛主。 ...展开
把被驯化被奴役理解为自律，挺离谱的//@普通北境游侠喜旺:这一系列的事情跟自律有什么半点关系呢
//@你甚至不願意叫我一聲哥哥_:我一直不太能理解为何现在许多人出钱买了某个特定的作品之后，就认为作者从此对她负有无限责任可以任打任骂//@reii:经常觉得创作者用自己作品赚点钱是什么不堪的事吗…何况这体量才赚这么点
（精二）//@尼尼尼氢:（精二）//@神秘六字网友:我不行了//@困困秉好困:（精二）//@-Yumuto-:草//@魔法少年小白:精二//@懒记照烧鸡:精二俺不中嘞//@Astro-Leviathan:精二笑得我把荔枝核喷出三米
//@蘑界生物千靥:是否保持友谊是个人选择，但是没必要嘲讽别人的友谊，属性大于一切非常可笑//@是查查不是猹猹:对……用如此恶毒刺耳的词汇去骂只是xp不同的产出者 真是非常坏非常非常恶心的行为//@墨葭是ec缺德笑话pot:非常简单的一件事，我不可能因为在下个坑和别人吃对家或者逆家就跟认识了几年的亲 ...展开
萌，想要
转发
//@酿克酿可:性本身就是一种自由一种权利，《1984》已经写的很清楚了，把某个名词删去，人们就再也表达不出这个意思，把所有人的性当成资源控制，所有人也就被控制（。//@AYAKI_阿亚奇:说明白了是这样
//@肖一_Shawy:扩。凭什么因为一句无实质证据的吐槽就这样残忍地捕杀一个生命？ 查看图片
//@空山daily:陈忠实去世了，但高建群和贾平凹还活着，建议应抓尽抓。文坛扫黄刻不容缓，不能缓扫，要急扫，不能小扫，要大扫，不能只扫网络文学，不扫出版文学，要从作协名单开始扫，敲山震虎，扫它个一从大地起风雷，扫它个玉宇澄清万里埃。女写手恐慌删文，男作家为何不能全国下架？女人集体走出家 ...展开
//@日和风物诗:双标不要太明显//@haaruko:甚至还有人说不至于为了这种事毁掉他们的前程//@速冻限量版小猫咪:男的嫖/娼学校甚至还帮忙掩盖不让受害者在社交媒体发声 最后草草发一个原因都没写的处分就完事
//@l鱼苗I:“还没你长得好看”我真要吐了//@一蟹更比一蟹强:就是啊！！！所以我永远为这件事不平，我们要受这种尊严凌辱//@人生就如泰坦尼克号选座位:问有没有性生活，就是借机性骚扰吧，
//@身体健康126://@江户川乱心:图片评论 查看图片 //@原来昵称最长可以有30个字符:两年😂大人们看着不发笑吗🤣
//@名侦探二凡:这条微博被转出圈了。去搜了搜这位赵秉志的近况，2018年被北师大刑法学院免职之后过了一段时间，又被北师大法学院特聘为法学院教授，哈哈哈，真逗。（在北师大官网确认过，有用“北京师范大学法学院赵秉志教授”这一称号出过新闻稿，不是我乱编的哦）  查看图片
//@修来修去修:她的量刑是现行法律界的耻辱——这件事从当年就开始说，一直说到现在，没想到司法界不以为耻，反以为荣，岂止无耻二字
//@安提戈涅_WhiteBlade:男的进厕所偷拍还有人讨论被退学了被开除了他未来怎么办，未成年人杀人判几年就出来了因为要给杀人犯新的人生很多被抓的作者连我都不知道是谁，转播率之地人家自己不说压根没人知道，也要被重罚，在0人受害的事情里这些作者就是最终受害者，很多人都是有前途的有家庭的， ...展开
//@水母住在水族箱:所谓好同人女不也是正用自己的ego鉴别人的ego吗，不是觉得自己的原教旨主义比所谓现充烂梗更高人一等才能说得这么理直气壮的吗，和坏现充有多大区别捏，建议是别演（话说所谓原教旨主义同人女的集体圈地和话语权争夺难道就比现充高尚多少吗，我寻思同人圈这么多年啥腌臜事少过哪年都 ...展开
神//@我南极蛮夷也:见过一次就忘不掉//@贫血高兴:要是二游美术都往这个方向卷就好了，而不是更复杂的服装和更大的背景……//@_Miio:太美丽。。排版也很合适//@柔弱筋肉大便:这套我看一次转一次//@_何時時_://@今天的暴雨好热啊:多元神🙏嵯峨那张我也超爱。相对简练准确and生动and内容丰富比卷那个【 ...展开
//@皮拉得斯酣醉:（先声明我爱原作也提倡忠实于原作但）不知道这些酷爱批判同人创作者“自我投射”“自我代入”“擅自代餐自己的现实生活”的人是否意识到，同人创作者并不是一件纯粹的工具，他们是与你们平等的交流者，并不是一些没有生命和自我意识的杏玩具，存在只为给你们跟原作的一对一伟大爱情助 ...展开
唉
