微博正文
一直觉得冠姓权超级重要，不能让自己所有孩子都跟自己姓的女人不配生孩子，不配当母亲
“但凡是能够让渡冠姓权的男孩子，普遍嫁得都还可以。”hahahahha！
很多人结婚其实就是为了生小孩，彩礼什么的就是浮云，当婚姻中的女性没有了生育的价值，无论是自以为多久的陪伴其实都是自欺欺人，只是彩礼原路返回都已经非常大的幸运了如果婚姻不需要小孩，那彩礼有没有都无所谓，主打陪伴好歹都开心，如果需要小孩且想要冠姓权还不给彩礼，谁想要小孩就去找愿意要小孩的或者自己去试管婚姻让所有明码标价的恶以及本该具有的付出都隐藏了起来，不过当感情或者婚姻破裂的时候，血淋淋的事实会教育从没思考过的你
#坟头守护#唐上官婉儿墓志①发掘报告已经出版，所以橘偷陕西考古博物馆的展板图来抄完全没问题~②时间进入隋唐，楷书和石刻文字彻底发展成熟，北周因为经济文化条件所限大量使用的简化字，以及汉字演变中间过程保留的古字形等，一并变为更规整的正体字，与现代汉字已经基本一致。但与此同时出于书法效果的需要，一些字在正体之外仍保留异体，从而让书写避免一个写法大量雷同。比较有代表性的一个字是“为”，原始字形是“爲”，后来出现简化写法“為”，唐代以前者为正体，而后者仍有所使用。另外值得说明的是，汉字简化写法的出现和运用，是由书写工具和运笔习惯带来，一切以便于书写为先。③墓志相比官史本传，多出的记载是上官婉儿反对立安乐公主为皇太女，中宗不许，婉儿以死相谏。墓志如此记述，很可能与唐隆政变后开始清理女主政治有关，强调女主政治的“危害”作为一种宣传。④北朝隋唐的女性墓志很令人感慨，即便是女主政治背景下呼风唤雨的女性，仍然被和机杼锦绣绑定在一起，并且这篇墓志和北周须蜜多的一样，最多的笔墨是在写墓主所出身的士族，而不是她本人。大唐故婕妤上官氏墓誌銘并序夫道之妙者，乹（乾）坤得之而爲形質；氣之精者，造化取之而爲識用。埏埴陶鑄，合散消息，不可備之於人；備之於人矣，則光前絕後，千載其一。婕妤姓上官，隴西上邽人也，其先高陽氏之後。子爲楚上官大夫，因生得姓之相繼；女爲漢昭帝皇后，富貴勲庸之不絕。曾祖弘，隨（隋）藤（滕）王府記室叅（参）軍、襄州揔（总）管府属、華州長史、會稽郡賛（赞）持尚書、比部郎中；與穀城公吐萬緒平江南，授通議大夫。學備五車，文窮三變。曳裾入仕，載清長坂之衣冠；投劔出征，一掃平江之氛祲。祖儀，皇朝晉府叅軍、東閤（阁）祭酒、弘文館學士、給事中、太子洗馬、中書舍人、祕（秘）書少監、銀青光禄大夫、行中書侍郎、同中書門下三品，贈中書令、秦州都督、上柱國、楚國公，食邑三千戶。波濤海運，崖岸山高；爲木則揉作良弓，爲鐵則礪成利劔。採摭殫於糟粕，一令典籍困窮；錯綜極於煙霞，載使文章全盛。至於跨躡簪笏，謀猷廟堂；以石投水而高視，以梅和羹而獨步。宫寮府佐，問望相趨；麟閤龍樓，輝光逓（递）襲。富不期侈，貴不易交。生有令名，天書滿於華屋；沒有（殁）遺愛，璽誥及於窮泉。父庭芝，左千牛、周王府屬。人物夲（本）源，士流冠冕。宸極以侍奉爲重，道在腹心；王庭以吐納爲先，事資喉舌。落落萬尋之樹，方振國風；昂昂千里之駒，始光人望。属楚國公數竒（奇）運否，解印褰裳；近辤（辞）金闕之前，遠竄（窜）石門之外。並従流迸，同以憂卒。贈黃門侍郎、天水郡開國公，食邑三千戶。訪以荒陬，無復藤（滕）城之櫬；藏之祕府，空餘竹簡之書。婕妤懿淑天資，賢眀神助。詩書爲苑囿，捃拾得其菁華；翰墨爲機杼，組織成其錦繡。秊（年）十三爲才人，詼通備於龍虵（蛇），應卒逾於星火。先皇撥亂返正，除舊布新；救人疾苦，紹天眀命。神龍元年，冊爲昭容。以韋氏侮弄國權，摇動皇極。賊臣逓搆，欲立愛女爲儲；愛女潜謀，欲以賊臣爲黨。昭容泣血極諫，扣心竭誠；乞降綸言，將除㬅（蔓）草。先帝自存寬厚，爲掩瑕疵；昭容覺事不行，計無所出。上之請擿伏而理，言且莫従；中之請辤位而退，制未之許；次之請落髮而出，卒爲挫衂（衄）；下之請飲鴆而死，幾至㒹（颠）墜。先帝惜其才用，慜（悯）以堅貞；廣求入腠之醫，纔（才）救懸絲之命。屢移朏魄，始就痊平。表請退為婕妤，再三方許。暨宫車晏駕，土宇銜哀。政出後宫，思屠害黎庶；事連外戚，欲傾覆宗社。皇太子沖規叅聖，上智伐謀；既先天不違，亦後天斯應。拯皇基於傾覆，安帝道於艱虞。昭容居危以安，處險而泰。且陪清禁，委運於乹坤之閒（间）；遽冒銛鋒，亡身於倉卒之際。時春秋四十七。皇鑒昭臨，聖慈軫悼；爰迃（迂）制命，禮葬贈官。太平公主哀傷賻贈絹五百匹，遣使吊祭，詞旨綢繆。以大唐景雲元秊八月二十四日，窆於雍州咸陽縣茂道鄉洪瀆原，禮也。龜龍八卦，與紅顏而並銷；金石五聲，随白骨而俱葬。其詞曰：巨閥鴻勲，長源遠系。冠冕交襲，公侯相繼。爰誔（诞）賢眀，是光鋒銳。宫闈以得，若合符契。其一瀟湘水斷，宛委山傾。珠沉圎（圆）折，玉碎連城。甫瞻松槚，靜聽墳塋。千年萬歲，椒花頌聲。其二
#先生一词#这才是正解！杨紫每部剧真的都在传承文化，“先生”的含义就是先知者生，指代有学识、值得尊敬的人，没有性别属性。当代引进西方那些糟粕，越来越封建迂腐，越发地压迫女性，当代男权连曾经的中性词都要掠夺，而有些女性自个被驯化得以为这个词就是男性的，自以为觉醒，觉得污名化这个词就是反抗，那请问过去那些被称为“先生”的女性先贤该情何以堪？污名化这个词难道不是对他们的亵渎吗？难道不是应该拨乱反正，让词回归本来意义！而且凭什么就得把这个词让给男的，凭什么不是“先生和男士”指代女性和男性！有些人总说女性才应该是第一性，那为什么遇到男性抢夺这些的时候又是退让？又有人想说争不过男权是吗？请问自古以来革命抗争有哪一次是容易的？不抗争永远都是被压迫！还有某些人把那什么周有光出的那篇文章奉为经典，也不看看他本就是男的，当然是站在男性的角度考虑问题才会说女性不宜称先生，他本就是既得利益者，当然会继续为男权抢夺，女性如果一再忍让，男性要什么就让什么，只会是更失权！比如生育权冠姓权宅基地权以及封建男权嫁娶，几千年来女性就是被这样压迫着！越退让男性就越贪婪，就会被掠夺得越多！到现在连中性词都要抢走！“他，儿子，少年，学长”诸如此类词都是不具性别属性，《红楼梦》里面统一用他，儿子是统一指代女儿男儿的中性词，少年是和中年老年一样都是表示年龄阶段，学校描述女孩男孩就是少女少男，学长是表示学龄比自己年长的人，区分性别是师姐师哥，当代某些影视或网文作品一直在误导观众，越发地封建男权！L雪婼欢的微博视频
我每次做策划案都想用黑体和喜欢用宋体的同学胡扯半天感觉在争孩子冠姓权
说到女性争夺自己对孩子的冠姓权的时候就一直有人跳出来说这也是你爸爸的姓氏，确实如此。但这个姓氏也是这位女性从出生以来一直在使用的，到孕育下一代的时候给孩子使用自己的姓氏也意味着从这一代开始孩子有跟着母亲姓的权利和可能性，无论以前这个姓是谁的，从新一个孩子开始这个姓就是母亲的，她/他冠的是母姓。
C11以音乐的形式，在餐馆兼酒馆里展开。由一个从正章裁切的片段拼成的序曲开篇。褐色金色首先登场（她们藏在上一章）。作为酒吧女侍的一面，到了他人对布鲁姆的看法。侍役齐备，王公进场（古尔丁吹着牛说这家店真是招待贵族的）。对比组：1.博伊兰和利内翰；2.西蒙、考利、本；3.金褐帕特利德维尔；4.古尔丁；5.布鲁姆。15：LB看见博更加刺激了他对《偷情的快乐》的情绪，以至于他不少时候心里都会冒出辚辚的车轮声，莫莉的话，博伊兰可能的行动。反过来他自己的青鱼也在上涨，对肚丝、继女、玛莎的性情绪都在上涨。而也引出了一些布鲁姆对自己家庭生活的看法，如再要个孩子，自己是最后一个这类看法（米莉没有冠姓权）。布鲁姆心底里一直隐隐希望和莫莉回到过去的幸福，但又对其可能性不抱希望。而利内翰如同是穆里根之外的另一个“小丑”角色，利内翰显得更愚蠢，而也更接近普通人的生活。他爱议论别人，有欲望，甚至有点点不知廉耻。这和布鲁姆形成对照。虽然布鲁姆有欲望，但是除了肚丝和肯尼迪二位小姐，似乎到现在没有任何一部分表明他会随意表现自己的欲望。25：西蒙对布鲁姆的态度有点模棱两可，似乎更接近否定的，但我看不清楚，西蒙一直没有明确的表述，不知原因。多拉德则早在回忆莫莉之语的部分就呈现为下贱的桶音持有者，第十章初登场后，这一章在唱推平头的小伙子时大放异彩。他曾和布鲁姆借礼服。几人的谈话中透露出关于布鲁姆与茉莉的一些信息。第二组也是本章的音乐担当，唱了两曲好歌，布鲁姆的情感在迪达勒斯的歌声中逐渐被引导出来，而得到了释放。他真挚的感情由而略显一二。而即便如此，作为一个反对转文，反对谈音调谈1+2+6=2的人，他抵抗住了塞壬的诱惑，成为了唯一一个逃脱音乐那欢愉之海的人。35：3组更多独立的显现，更多地呈现出工具性，而对金褐略微有些深入的展现。杜思小姐对于布鲁姆有诱惑力，但是布鲁姆也识别了杜思小姐对他无意的事实而并未向利内翰般涎皮赖脸的拱上前去。45：古尔丁展现了西蒙。而其对布鲁姆的友好态度让人有些迷惑。最后布鲁姆先走掉，他尴尬地一个人坐着留在桌上的描述来看，或许古尔丁是想混布鲁姆的饭？形式上，赋格曲。布鲁姆最后放屁的部分也略可知他一二：十分重视体面。所以不难理解第八章他逃离伯顿餐馆了。布鲁姆是文明的，一头文明的动物。他的文明性，德性在所有人物当中都是突出的，而他的动物性也十分明显。以及他的议论，各行各业的音乐。他也总是会了解各种各样的东西，就算是旁门左道的东西也会有所涉猎。完了。
xhs刷到一对情侣吵架男的把女的鼻子咬掉了……恋爱和婚姻真的是稳赔不赚的赌博你要押上一切去赌自己选择的男人是不是个好人输的代价向来十分惨重赢的更是没见过毕竟赢在我这里的基础是：1子宫自由2冠姓权3夫妻双方育儿责任平等4互相尊重彼此忠诚……总之本人誓死不上赌桌
很偶尔有几个女网友，会说她随母姓，或者她的女儿随母姓。（父母同姓就不要说随母姓了）我估计，这样的情况，基本发生在至少二胎，而且女方家财产资源社会地位胜过男方的家庭。（也就是男方的本质是上门女婿）如果有儿有女，则是女儿随母姓，儿子随爹姓。在这种情况下，男人愿意女儿跟妈姓，根本原因也只是因为“反正以后女儿要嫁人生外姓孩子，传不了姓。“至于儿子必须随父姓，当然是因为男人知道，儿子能用免费结婚证，钓上门代孕驴，生跟他姓的孩子。儿子不能生后代，但能通过婚姻抢婚女子宫和冠姓权，从而抢到家庭家族财产和社会地位，获得真正的权力。这就是男人”传宗接代“的本质。儿子随母姓，也不能说没有，但罕见程度，大概和彩民中五百万差不多吧。我国婚女十月怀胎、开膛破肚、承受一辈子生育损伤生下来的孩子，比例上大概99.9%随爹姓，0.1%女儿随母姓，十万个儿子，可能有一个随母姓（吧？）。以前上门女婿不能传姓，找上门女婿的婚女，生的孩子都随母姓，这也是千年来的传统。但现在，婚女倒贴已经到了令人发指的程度，赘婿又吃岳父母财产资源，又吃老婆的子宫冠姓权，已经是非常普遍的现象。赘婿网文，赘婿短剧，赘婿影视，都在肆无忌惮地宣传，底层男怎么吃上层女。下嫁婚女，说女儿随自己姓（儿子随上门女婿姓），从某方面来说，并不是时代进步，而是她们在婚女和婚女全家对婚男全方位无底线倒贴的当今社会，为下嫁婚女争取的最后的尊严和面子。
