//@樊振东:有些话藏在心里很久， 只想说给真正热爱体育、尊重竞技的人听。  一路走来，我始终把热爱当作信仰，也努力守护自己的人生。 但那些以“爱”之名做出伤害的人， 他们伤害的，从来不只是运动员本人， 甚至殃及我们的队伍、队友、朋友、家人。  直至今日，我依然无法释怀， 也依然认为，他们不 ...展开
我投给了“奔跑吧”~
//@-请我吃提拉米苏-:#樊振东微博之夜# 老公！//@趁东风不予:@-请我吃提拉米苏- #樊振东微博之夜# //@0元希0:#樊振东微博之夜# 啊啊啊啊啊啊啊啊
我投给了“樊振东”~
我投给了“樊振东”~
我投给了“@樊振东”~
我投给了“樊振东逆风翻盘奥运夺冠”~
我投给了“樊振东”~
我投给了“@樊振东”~
我投给了“樊振东”~
//@共祝东风:首页来📣//@镜湖咚雪:竞技体育爱好者是我们樊振东吧？那就期待巴黎奥运会一人独守全区拿下男单冠军🏅手握113块大金牌🏅的超级全满贯🏆当之无愧的世乒一🔝乒坛巨星🌟中国之壁樊振东啦💙
我投给了“杨紫、李现国色芳华”~
//@Moldybutter:对比好明显啊 我哥哥真乒颜1️⃣//@重返月球_:给我舔
我投给了“男单1/4决赛，樊振东4-3战胜日本选手张本智和”~
//@洛杉矶旅游局:🏓当乒乓球奥运冠军遇上⚾棒球？这可是体育界的梦幻联动！恭喜@樊振东 成为 @MLB美职棒大联盟 中国区冠军荣耀大使，以勇于挑战、不断突破自我的精神，携手推广棒球文化。也期待樊振东有机会来洛杉矶道奇体育场打卡，体验这座传奇球场和冠军球队的独特魅力！🏆樊星闪耀FZD超话 ...展开
//@凯迪拉克:莫问前路，尽是坦途！☝️
//@樊振东球迷会-天际樊星:樊星闪耀FZD超话 所有的伟大，源于一个勇敢的开始。恭喜@樊振东 成为凯迪拉克品牌代言人，共享沿途风光！
我投给了“樊振东”~
//@樊振东球迷会-天际樊星:樊星闪耀FZD超话 人生不设边界，也不止于此。恭喜@樊振东 成为MLB中国区冠军荣耀大使，期待解锁更多可能！
//@共祝东风:很喜欢这种破裂感怎么办
。
新年快乐！樊振东2025一定会更好！！
//@樊振东球迷会-天际樊星:樊星闪耀FZD超话//@樊振东:刚仔细阅读了WTT的声明，本着严谨的原则和对国际组织的尊重，简单补充几句。 查看图片
//@带个小饼饼:他用自己的影响力或者说职业生涯去为运动员争取人性化的对待#樊振东发文说不会远离乒乓球#
我投给了“抗议不合理的规定，挺好的”~
我投给了“樊振东4比3张本智和逆风翻盘”~
我投给了“樊振东逆转夺金成就“超级全满贯””~
我投给了“咚咚”~
#体育大赏# #微博年度体育荣耀时刻# 我心中的年度体育荣耀时刻是【樊振东成就乒乓球大满贯】，和我一起参与吧~ ​​​
#体育大赏# #微博年度关注男运动员# 我已为@樊振东  助力，和我一起参与吧~ ​​​
//@樊振东球迷会-天际樊星:第二盘，樊振东 3-1 林诗栋（10-12，12-10，11-5，12-10）。〓上海地产 1-1 黄石基地//@樊振东球迷会-天际樊星:第一盘，许昕/周恺 1-3 向鹏/薛飞（9-11，11-7，8-11，8-11）。
#2024乒超联赛# 东哥几号台新浪体育的微博直播 ​​​
//@FanDomiNation丨樊振东星光簿:樊星闪耀FZD超话 🏓#樊振东# 【20241213】#2024乒超联赛#第一阶段第二轮【视频】
#2024乒超联赛# 樊振东打完了又不卡了新浪体育的微博直播 ​​​
我投给了“樊振东”~
我投给了“虞书欣”~
我投给了“樊振东（乒乓球）”~
//@雷军:当红不让！
//@雷军://@王腾Thomas:很开心振东现场参加#k80# 发布会，祝振东未来比赛一路长红、当红不让！
。
当红不让
我投给了“李现”~
快来支持我最喜爱的樊振东@樊振东 为#微博网友喜爱运动员#吧！坚毅的性格和超强的实力是TA的代名词！快来微博年度竞燃评选为TA打call，参与就可以抽奖哦！#微博竞燃之夜# ​​​
我最喜爱的#微博网友喜爱运动员#是樊振东@樊振东 ，赛场上的TA光芒四射，快和我一起为闪耀的TA打call！来微博年度竞燃评选分享，还能赢惊喜周边和现金福利哦~#微博竞燃之夜# ​​​
我最pick的#微博网友喜爱运动员#是樊振东@樊振东 ，竞技场上挥洒汗水的TA如同意气风发的少年将军！快来微博年度竞燃评选分享为TA打call，参与能赢惊喜周边和现金福利哦！#微博竞燃之夜# ​​​
我投给了“期待”~
我投给了“非常期待！必看”~
我投给了“挑着看了一点”~
我参与了@澎湃新闻 发起的投票【你最期待谁的表演？】，我投给了“樊振东”这个选项，你也快来表态吧~  ​​​
//@樊振东球迷会-天际樊星:樊星闪耀FZD超话 和喜茶冠军大使樊振东一起，畅饮金秋的第一杯喜茶，成为自己的冠军！[金牌]
我投给了“实力如此”~
我投给了“庆余年2”~
我投给了“《从21世纪安全撤离》”~
我投给了“一般吧，不好也不差”~
我投给了“范闲/张若昀”~
我投给了“竞选对手”~
我投给了“张若昀”~
我投给了“《庆余年2》张若昀 李沁”~
我投给了“《庆余年2》”~
我投给了“都适合”~
我投给了“庆余年2”~
我投给了“3.张若昀 范闲 庆余年2”~
我投给了“《庆余年2》张若昀”~
我投给了“《庆余年2》”~
