//@樊振东:有些话藏在心里很久， 只想说给真正热爱体育、尊重竞技的人听。  一路走来，我始终把热爱当作信仰，也努力守护自己的人生。 但那些以“爱”之名做出伤害的人， 他们伤害的，从来不只是运动员本人， 甚至殃及我们的队伍、队友、朋友、家人。  直至今日，我依然无法释怀， 也依然认为，他们不 ...展开
我投给了“奔跑吧”~
我投给了“张凌赫”~
我投给了“我期待张若昀剧中的发展线”~
//@张若昀:#庆余年第三季# #庆余年3首发概念海报# 安之，待之。
我投给了“张若昀《庆余年3》”~
我投给了“张若昀”~
我投给了“庆余年”~
我投给了“张若昀”~
我投给了“樊振东”~
我投给了“张凌赫”~
我投给了“《庆余年第二季》”~
我投给了“张若昀《庆余年 第二季》”~
我投给了“张若昀”~
我投给了“@张若昀《庆余年》”~
我投给了“Angelababy”~
我投给了“《庆余年2》”~
我投给了“《庆余年》”~
和雅漾一起感受修护力，和东哥一起拥抱皮肤健康#雅漾专研敏感肌#
我投给了“樊振东”~
//@雷军:生日快乐！#turbo4#
//@郭郭郭2024:  #樊振东0122生日快乐# 今天是被爱包围着的孩子
#金蛇添福迎新年# 福运至！我收到了@微博开新年 送我的#添安康#卡集齐6种添福卡，除夕夜20:25准点开红包，最高2025元！速戳&gt;&gt;金蛇添福迎新年 加入集卡，喜迎蛇年开门红！ ​​​
//@·TinyflasH·:#樊振东参加米兰时装周#
我投给了“樊振东”~
#樊振东0122生日快乐# ​​​
我投给了“樊振东 vs 张本智和”~
//@灵龙LingLoong:这位叫樊振东的超级金满贯得主怎么这么厉害是谁家代言人啊？
//@笋寸:红路当道，坦途不让。
莫问前路，尽是坦途//@凯迪拉克:2025，有实力更自由 。年度最佳燃油车凯迪拉克，携手年度最佳运动员@樊振东 最佳拍档。 为热爱发光 。莫问前路，尽是坦途！！！
//@·TinyflasH·:受不了了
这妥妥男大//@·TinyflasH·:帅亖我得了
//@共祝东风:#樊振东微博年度最佳运动员# 好看
这不是妥妥的男大嘛//@共祝东风:#樊振东上海瑞银活动# 帅气
樊振东 太帅了
我投给了“樊振东”~
//@安踏:恭喜安踏品牌代言人@樊振东 获得微博年度最佳运动员、微博年度卓越体育人物👏2024年的夏天，对踏子来说也是非常难忘的😊未来，安踏将陪伴樊振东一起为中国体育事业贡献力量🏆#樊振东微博年度卓越体育人物# #樊振东微博年度最佳运动员#  #樊振东#
我投给了“樊振东”~
