动起来[奋斗]
我也//@__Kek444:我也！
//@__Kek444:我已经不再这样了。
//@斯诺依花姑娘:嘲是一种很弱的防御。
//@崔庆龙_:我所理解的爱自己，并非是一种激荡的情感，而是带着醒悟的坚决，不再屈从于廉价的诱惑，在认清自己过去失去过什么后不再将就和沦落，从幻想中醒来，感知到真正的自我与周遭，敢舍弃如同能争取，在余生的每一天，都致力于建构一个自己乐于栖居的新世界。//@阿尾酱0309:现在很流行说什么「好
"//@硅谷王川:绝大多数人并不是缺乏力量，而是缺乏对于力量运用机制的理解力，缺乏突破自身觉知局限性的主动性。  可以把自己想象成电影 interstellar 里的男主角，在片尾他进入到一个所谓超立方体 （tesseract), 可以观察到过去的自己和家人的生活，他拼命的捶打着超立方体的墙壁，试图和过去的自己沟"
//@胡缠 :这个可以这么理解：你在为用行动带来的反馈给自己的大脑喂数据。这个过程可以重塑大脑的神经回路，建立起新的行为和认识模式，也就是我们所说的新习惯。you are what you repeatedly do.
//@__Kek444 ://@洞姐donuts ://@CyberZhiqi ://@透明人間的蒸气 :“晚期资本主义的娱乐是劳动的延伸”--阿多诺。
//@__Kek444 :是的！
//@马达的加斯加 :好运请降临在我手心🤲🏻//@亭林镇无业青年 :我接🤲🏻//@·快乐小辛· :接🤲🏻🤲🏻🤲🏻
//@亭林镇无业青年 :「我决定只忠于自己」//@用户7953204056 :每一句都很好，我要熟读一万遍。
接//@透明人間的蒸气 :接麻六记倒闭//@这个芝士不太冷 ://@夏树 :希望是永封//@长谷川细作 :感谢各位(-🙏-)//@二毛坨子 :谢谢大家！
张兰汪小菲太恶心了 ​​​
//@推拿熊 :还是要对自己诚实，诚实才能不压抑自我
//@推拿熊 :真好，我们都做到了//@好哭bread :2024年的经验证明确实是这样，稳住自己的生活秩序才有办法让身心不往下滑，至少是不下滑得太剧烈。
//@推拿熊 :好嘞//@宋十一Sean :按时出摊，不下牌桌，用按时出摊的方式努力做到不下牌桌。
//@出版人周筠 ://@美国创业者 :原来吃糖竟对人体的伤害如此之大
//@推拿熊 :还好有一点点甜//@兜个甜甜圈 :真的，人生就是一个人的苦旅。
//@出版人周筠 ://@tertio :建立模型—&gt;根据模型预测—&gt;根据反馈调整模型
//@推拿熊 ://@船长请下令 :我最近也意识到一个筛选身边人的技巧，就是对自己的感受忠诚一点，越忠诚越能选到舒服的人，要是压抑自己，就会一直压抑
//@开心胡萝卜食品店 :我们不要再用10岁的自己接收到的错误认知去精神霸凌30岁的自己了。这样的话对一路辛苦走来的自己真是很不公平
转发
//@__Kek444:人生一定会在你知道自己真正喜欢什么想要什么的时候变好。
转发
//@胡缠:嗯
转发
转发
//@胡缠:嗯
转发
转发
转发
转发
//@MrMoii:
转发
//@李小呼噜://@庄无邪:I am Groot.
//@胡缠:有研究表明，人一天如果进行的是高认知水平的脑力劳动（创造性的，问题解决性的），一般也就三四个小时。这样效率和效果更好，且可持续。剩下时间，可以安心摸鱼//@一罐茶子:工作三四个小时//@胡缠:看着简单，能都做到的不多。新的一年，朋友们加油
转发
转发
转发
转发
