😮‍💨 ​​​
薛之谦超话 #薛之谦天外来物巡回演唱会# //@谦谦洁_:#薛之谦天外来物巡回演唱会# 薛之谦超话
薛之谦超话 啊啊啊好萌
薛之谦超话 嫩薛🥰 ​​​
薛之谦超话  若现实不是童话 ​​​
薛之谦超话  今年有384天 我会多爱你19天 ​​​
眉目
可爱宝宝薛之谦超话
薛之谦超话  来了hu～ ​​​
可爱宝宝🍼//@总会有人来拯救世界:可爱薛之谦超话
薛之谦超话
薛之谦超话  梦想是拥有全部 ​​​
薛之谦超话#薛之谦唱功# ​​​
什么叫合理的解决方式？半个月时间你们这么大个节目组想不出来一个合理的解决方式吗？门口排着这么多粉丝，这么冷的天他们等了多久你们没看到吗？不放粉丝进去反倒放大学生进，做样子给谁看啊用这种方法来报复粉丝火星可真有你的没有xzq粉丝你们屁都不是赶紧倒闭吧@火星情报局 ​​​
薛之谦超话#微博之夜成就中心#【谦友战队】怎么能少了我从今天起并肩作战，共同助力@薛之谦  赢得#微博之夜# 年度荣耀！参与微博之夜线上互动，解锁战队成就，更有机会亲临盛典现场！ ​​​
薛之谦超话  差点断签hu ​​​
薛之谦超话  我的薛宝宝啊 我卡卡卡卡住了v的微博视频 ​​​
薛之谦超话  说了健康第一啊宝宝，千万千万注意好身体，我们可以等你的@薛之谦 ​​​
薛之谦超话
薛之谦超话 “今天过完不要再搭大小帐篷等我咯 天越来越冷咯，再下次就是明年好不好，所以把你们的生活过好、过兴，勇敢、坚韧，好吗。”“其实时间过得真的很快，希望你们珍惜自己生命中的每一步，珍惜你们生命中的每一次选择，享受生活 不要把太多时间花我身上，那是不应该的。”我们明年见！ ​​​
薛之谦超话#超话大赏##年度十大星动超话# 2024超话大赏 ​​​
薛之谦超话  我也不是非要去那座城堡记得在15、16年的时候第一次听到《演员》，那时候三年级的我听不懂里面的歌词，只知道这个旋律好好听。小时候的我从来没想过能去看演唱会、音乐节，甚至去录节目，那时候觉得这些都是遥不可及的梦想。后来慢慢长大，只是觉得能远远的见上你一面就足够了，初中 ​​​ ...展开
分享图片 ​​​
薛之谦超话  今天也特别想🍂 ​​​
北辰要不是你我现在正在音乐节第一排等我老公出场🖕🏻 ​​​
我正在参与2024#微博音乐盛典五大推荐启动# #微博音乐盛典线上启动#线上荣誉推荐活动，我的年度歌曲是【AI】，快来一起分享你的年度音乐回忆吧！点击直达→2024微博年度音乐演出推荐
0717 下巡见
十八而志 成年亦乘风🍃 ​​​
至若春和景明🌿 ​​​
