俺讨厌冬天 ​​​
剪了短发每天360度欣赏我的脸庞 ​​​
吃多了 只想吃塔斯汀漱嘴 ​​​
几块钱的穿戴甲立大功 ​​​
#白月梵星#好看爱看快更快开超点 ​​​
十五的月亮十五圆！ ​​​
我想吃馒头、生煎包 ​​​
感觉他真的稳定的可怕 甚至我可以猜到他的日常 然后每年五月份、十月份会因为长假而旅游 日复一日 年复一年 如何做到的 ​​​
感觉油头仍然头发蓬松… 感觉新买的洗发水一套功不可没 ​​​
世界是一场巨大的狼人杀 ​​​
美妙的周日 这个年终奖我十分满意 ​​​
老子想去日本玩 ​​​
该死的电钻 等我回家了这个楼塌了吧 天天装修 ​​​
和领导说话就想扇他这种想法一辈子都不会衰退了 ​​​
讨厌所有人如呼吸一样简单 ​​​
我这么厌男为啥要来干土木呢🤔 但是去了女生多的地方我会不会又厌女呢🤔 ​​​
市政停水维修………快点修好 没有水的日子如此难熬 ​​​
受不了男的在我旁边抽烟了 我左勾拳右勾拳 ​​​
起床去上班 💼 ​​​
翻了翻发现自己上大学花了爸妈好多钱 ​​​
受不了天天特把自己当回事的人了 ​​​
我是真饿了 我等会到餐厅要大吃特吃 ​​​
回去上班了吧吧吧吧吧吧 ​​​
我大学生身份验证又通过了 去吃海底捞 ​​​
我受不了了该死的郑州 为什么航空港站不在机场里面 ​​​
陷入人生低谷期了 只有看到美女照片人才会觉得世界美好 ​​​
打麻将 对面的嬢嬢开始抽烟 ​​​
美丽都焦作 ​​​
上班已经让我回家称体重发现已瘦到98斤 ​​​
凭什么我回家的一周几乎都是阴天！！！？ ​​​
美美嘟
老天 赐我一个香香软软一米八的男朋友吧 ​​​
虽然没过年 但老子现在就要许愿新年愿望 今年我就不说了 明年我必须顺顺利利的 ​​​
不能明白朋友圈的理发师每天都劲劲的营业 感觉从早到晚在营销 睁开眼就是在发朋友圈和剪发、卖洗发水 这份工作他一定赚大发或者成就感满满吧 ​​​
嘿嘿 过几天回家休息 嘿嘿 马上又要坐飞机在等待 嘿嘿 高兴！！！ ​​​
请根据我的微博测试一下我的mbti@MBTI小行家 ​​​
看到天天大晴天就高兴 ​​​
美好的清晨 ​​​
我是真的讨厌上班 也不是非要和领导为难或者挑衅 是真的来上班就烦 人一烦看谁都不爽 最近脾性稍微好点不怎么和领导吵架了 那又咋 感觉每天还是不想上班是真的讨厌上班 上午十一点来上班下午四点下班是现在的极限了 上学都没有这么努力过我不能明白之前实习看到的正式员工同事们 可能已经上了十 ​​​ ...展开
有点明白“粗中有细”的人和“看着就细发”的人的区别了 以后必须离“看起来就细发”的人远一点（虽然偏激但此处尤其代指我领导） 事是多多的 人是又当又立的 ​​​
太可爱了 ​​​
觉得自己因为上班脾气暴躁 有点虐待老人了 上至领导下至老专监 得理不饶人… 没理也有理… 但不知道为什么一上班就是脾气暴躁 嗯 换到日常生活中 我是尽量不会与人发生冲突的 是个非常和善的小女孩 ​​​
翻自己的日记发现自己心情不好的时候攻击自己力度也很强… 沉默 ​​​
好想出去度假…好想去惠州的双月湾… 好想去 好想去 下周一广东你必须全省好天气 不能一直下雨 ​​​
下雨天不开灯吹着外面窗户透过来的凉风！！！窝在房间着看书和动漫怎么就不是最好的搭配呢？！（图文无关版） ​​​
受不了下雨天 不要再下雨了 这个月的度假都取消了… 湿气发霉 我也不是那么爱穿湿衣服 蛮喜欢出门的 但下雨天出门溜达也太多水坑了我拒绝 ​​​
大早上在小区转角处被老年妇女养的邪恶摇粒绒吓到 我通宵的小心脏… 去吃饭自己点的饭被吃了 看了一下是个和我差不多年纪大的戴眼镜的女生 还理直气壮 好了 别让我知道她职位和我讨厌坏狗 今天厌男不是100% 分40%给厌女 ​​​
…我脸好像过敏了 谁来给我解释突然长的红痘和犯痒 晚上就给我消失！ ​​​
我举小哑铃练的腰痛 想申请工伤 ​​​
有一种讨厌的同事就叫做 远隔百里线上沟通 就一件事 仍然给人带来极大的不适感和震撼 能三天觉得对方令人作呕 ​​​
虽然同事很讨厌 但是我真的很喜欢这个办公室 每天坐在这里感觉人又活过来了… ​​​
一睁眼就花了8块钱 游戏我恨你 ​​​
老子比谁都烦 ​​​
深深的意识到我是做不了服务业的 我看到空姐轻声细语和我附近的叼毛讲道理 我的暴脾气就要上来了 ​​​
半夜机场打电话给我说时间改延期 我现在祈求 机场不要取消了。。。我恳切祈求 因为我有四段航班 穷人是受不了任何一个航班取消带来的连锁效应的 ​​​
觉得香港人很友好除了今天有点太晒了以及旁边还有个话唠且拍照丑的玩伴 ​​​
来深圳了 感觉被华强北包围了 ​​​
希望全世界抽烟、乱扔烟头的男的今天被鸟屎淋到 ​​​
哪天开心的不得了和满足的不得了给自己买个12寸的水果蛋糕 看着就甜丝丝馋死我了 ​​​
十点的会八点催我 生气了真的 鞋都没穿好 趁哪天去吃饭都喝多了都扇了 ​​​
我想要清净几天 老天 纯假期清净 ​​​
真的有点憋 我受不了。 ​​​
让我薅点资本家的羊毛 我就会高兴😊 ​​​
学了几天粤语就学烦了 立刻马上通灵让我会 别让我学了 ​​​
真气着了 这时候除非有个大帅哥陪我我才可能会开心 ​​​
我现在心情不错 我希望我今早起床是美好的清晨 ​​​
我想吃炒土豆丝或者辣椒肥肉爆炒土豆片。 ​​​
想吃鱿鱼 ​​​
去办理港澳通行证被插队 还没预约 气晕了 回去也热 晕了 回办公室再看到叼毛同事以及和叼毛同学聊天 杀人的心都有了 ​​​
我想吃蛋炒饭 ​​​
午饭香香的。 半个月以来唯一一次早起 今天早上七点半。起床气维持到现在。仍然很暴躁。无由来的勇气想要摧毁一切。 ​​​
清早起床 骂骂领导骂骂同事 再骂骂大领导 一天就快乐的过去了 ​​​
谁老翻我微博我鄙视你今天被鸟屎到临头和摔大跤 ​​​
有没有帅哥给我谈啊 老天你降下来一个给我啊 不要渣男啊 帅的高的白的额头好看的啊 ​​​
陶喆你歌唱得太好了我爱你啊 ​​​
今天兜里有50块 却比我兜里有5000还自在像是美妙的周六日又喝了蜜雪冰城的棒打鲜橙 但我已决定 再也不走那条破路 我的鞋都要走坏了今天的月亮也很美 快到中秋🥮 ​​​
真的要大动干戈了 我要收拾办公室里面的一堆贱货了 ​​​
我想喝冰水🧊想吃水果 ​​​
[锦鲤附体][锦鲤附体] ​​​
 ​​​
[锦鲤附体][锦鲤附体] ​​​
[锦鲤附体][锦鲤附体] ​​​
 ​​​
 ​​​
悲伤了 发一沓照片 ​​​
怒了一下又一下 最后打算不做人 ​​​
早起好难 我恨晚上睡不着和反复无常的闹钟 ​​​
突然有点奇怪 我的屋子里面有了一格wifi信号 平时我都是连不上的 ​​​
怎么我看每个人都又瘦又高又美又立体 ​​​
我为什么会做满世界找厕所的梦？！为什么？为什么？！找的我很郁闷 找到的厕所都很恶心 没心情上 在一个小学校-规矩森严似乎还有当特务的情节 谁啊 谁让我做这个梦！我本来打算一觉睡到下午三四点的 ​​​
我再也不要吃外卖了 我再也不要吃不是厨房现做出来的饭了 我宁愿吃自己做的清水面 ​​​
刚回来就又想出去玩想去香港玩中秋国庆怎么还不到怎么才月初工资怎么还不到账 ​​​
命运毫无疑问每次都会眷顾我 ​​​
上班每天要么容易暴怒要么容易“开启省电模式因为领导太虚伪了 ​​​
好困 果然上班就是困得快 挺好的 ​​​
老子要累昏头了 培训比上班还累 ​​​
被内向的人折磨够了 现在又被外向的人折磨 ​​​
一大早起来 要被闷坏且干裂了 ​​​
老子想吃和喝抹茶和椰青 ​​​
我再也不玩抽象了 中午把最近想吃的全给吃了 下午感觉自己的骨盆（？）都要被压坏了 ​​​
