理解老师，维护孩子
Repost
Repost
Repost
Repost
Repost
Repost
Repost
Repost
Repost
Repost
Repost
Repost
Repost
Repost
Repost
Repost
Repost
Repost
正能量职场上，有时候可能对错那么重要（非原则性），重要的是领导想要什么，即使自己受委屈也只能忍着
//@加油打工人:离职前一定要带走这7大证明  #新年快乐漫游指南#
