呵呵
好米
恶心
狗好
//@写不出稿苏见祈:我说的假期不够，尤其说的就是医护。我有两个朋友之前都是护士，现在都辞职了，就是因为一直无休，假期太少。现在就业环境这么差，为什么不能多招人呢，如果医护都因为休息不了离职了，谁给我们看病呢？说到底还是社会财富分配的问题，财富要向医疗系统的基层倾斜（不是领导），多雇 ...展开
//@写不出稿苏见祈:这就是大象隐形了啊。//@硠硠芸熙里:我当时点开视频评论区，以为医护人员都会支持改进调休政策，毕竟看他们说的如果有人要调班，另一个人得上完自己的12小时➕她的12小时，本来12小时就比较长了，这个调休制度看起来就不正常啊，结果那么多医护人员没有去说这个调休制度，全是骂这个 ...展开
可怕
不得不说//@罗淼_吐槽用:不得不说女侠一身正气
哈哈哈哈哈
天呐
//@我见青山多可笑:【24000+26000＝50000】张偷拍照，『已经全部删除』就完事儿啦！谁看了不夸一句中国人民隐私保护的真好啊！公民权益享受得真到位！真棒！～
哈哈哈哈笑死我了//@一起捕捉海黄瓜猫:最好是在说韩国
//@eciews:我的检察官爸爸
//@小妮子77的日记:这也是原因之一。 查看图片 //@滑雪的江鱼儿:中国有互联网以来从未见过如此严重和明显的撕裂现象。为什么意见会如此撕裂呢？因为真正的新闻媒体差不多都死了，取而代之的是海量的虚假信息，信息源被严重污染。一个普通人，所能接触的信息源决定他的认知和判断。一个极端 ...展开
//@萝贝贝:几年？？？他强奸了两个未满14岁的未成年女孩啊！！
//@正宗爹味酱:阴沟里的蛆//@嘤嘤嘤哭泣的小绵羊:私密树洞就发自己的，天天一提到屎尿屁下三路就开始狂欢的臭蛆//@姐很难追:这不是散场～//@众泽妇女法律中心----千千律师所:公开叫嚣、伺机回归，毫无悔意！请有关部门立即介入，深度溯源，彻查到底，依法追责！
//@雪球补充道:至今也没个动作//@莉莉安说道:层出不穷//@_该起啥名呢_:23年的新闻，【#记者卧底偷拍群#：获取视频如同“网购”，每个女性都可能成受害者】 【#线上偷拍产业调查#：“大师”、中间商与运营者#偷拍女性视频会员群有上万人# 针对女性隐私的偷拍已经形成一条黑色产业链】
唉
//@陈折折:系统自动转发//@是否和明明的太阳12138:麦Mako的主页存档//@小陈拼命减肥中://@李不敢知道主见:maskpark注册人扒出来了，名字叫麦梓豪  犯罪团伙:麦梓豪，潘雪连，麦梓峰，麦德荣，刘恒冲//@李不敢知道主见:麦梓豪  maskpark创始人，2011年大学毕业，曾任酷狗音乐产品经理
//@烟波人长安://@_Reno_挚爱FF://@不厌读书中48615://@维司塔 ://@azzo驾到统统跪下 :五仓农牧 李健超//@鞋带总开的蓝色 : 查看图片 //@想发财的炎虎 :先前那个胖猫影响那么大，为什么没几个人注意到这个女孩？
//@烟波人长安:一群畜生
//@透明人間的蒸气://@皮拉得斯酣醉:人的基本的同情心不应当被归罪为问题的根本，无论那些自认掌握了更高级真理的人怎样说。“见其生，不忍见其死”的道理连两千多年前不懂动物保护的古人都明白。//@电吉他也成了杀人凶器:这就是一种道德错位啊把责任推给了最底层的好心人其实责任在谁？这些人敢说吗？ ...展开
哎//@白鱼Fiasili://@Lyn-Dawn:甚至包括了母亲
//@烟波人长安:真恶心//@堂前萱草开:贵台真是人才济济啊//@透明人間的蒸气://@麦卡PU10P:贵台有一个叫薛松的编导想要偷拍资源 @济南广播电视台 是准备放到贵台上当素材吗？//@赵姥姥曰:薛松薛松，想要资源
//@我见青山多可笑:这个是我看到的，隔空猥亵判的最重的一个。这男的估计是个了不得的超级变态。
啊啊啊//@Super滚筒:鼠定了捏//@巴甫洛夫青年:鼠：救救我救救我//@颜文字君:鼠鼠我要鼠了_(:з」∠)_//@真十内:鼠鼠我啊//@famfamfam://@萨尔茨堡的鱼:带鱼：生命的意义不在于长度而是宽度...我是说我再长宽一点就不容易被抓起来了 查看图片
好美的小黄花
哈哈哈//@既生瑜何弃疗:毕业要不要归还小狗//@干姜美式厨://@真空球状狗:🥺🥺🥺//@球球大师喵 :如果我小时候知道有这种专业一定会努力读书的😭//@EnHikari :我不行了//@何必何必说何必 :凭什么啊！法医专业大二都没发尸体！这不公平
//@珍爱RJ的小羊毛:男人犯罪的时候也会火速把锅甩给老婆/女友/前妻/前女友/无中生女
//@烟波人长安:一个全世界人人喊打的垃圾，他用来侮辱中国女性的话能被人喜滋滋地传播，也是种奇观了
6//@透明人間的蒸气:买越南女人 等于花钱搞越南的国格 怎么不光荣？//@刀卜卜:我真的服了，毫无逻辑的这些人//@逍遥是个捅刀手:一方要面对私人空间无止境的道德批判，另一方涉嫌人口贩卖都被无限纵容//@樱桃小Maruko:耀祖们拐卖越南女人都成产业链了，不以为耻反以为荣呢，光明正大的满世界宣传
//@烟波人长安:这是以前互联网的日常，就是这么糟烂恶心//@顽强的打工入:我不会怀念以前网络环境的原因：
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
//@罐头辰://@废话达人://@快递员吴彦祖://@逍遥神剑_用爱发电用生命产粮://@KIRIN壹番榨://@·好耶·://@做不了水仙就蒜了://@鹅手撕鸡案件://@倒斗神瓶:扰民、没礼貌没素质、抽烟、丑、随地大小便都可以叫男子气概
可怕
笑死我了
哈哈哈//@Super滚筒://@酷爽套餐麻辣冰激凌:？//@薄荷包蛋派:有怪兽啊😱 查看图片 //@找不到熊熊嘞:好威严哈哈哈哈//@此人名曰狗血:养狗好啊，养狗还能体验洗牦牛//@柒条鱼-T64:哈哈哈哈哈哈哈哈哈//@真十内:山神//@Lynx黑貓愛:山妖//@nickel拟科:？//@写作昕子读铃酱:？// ...展开
可爱//@Super滚筒:棒诶//@琉琉塔-OyongyongO:太棒了吧//@firenstone_221C:猫猫也可以用吗//@青厌君:可爱诶//@亚尼大帝:好狗勾//@逆转的桥_Bridge:可爱//@铁酱酱酱酱:可爱小狗//@已经太驰了://@龙宫箱:好//@南橘北枳绵绵:好可爱🥰//@M大王叫我来巡山:这个好唉而且还好看// ...展开
哈哈哈哈
//@乞力马扎罗山上的企鹅:《欢愉的艺术》，《杀死伊芙》，《着魔》，《珀尔》
//@反射弧超长星人影九:笑死，道理难道不是谁有所图谁花钱？女的追星追主播追帅哥追二次元纸片男花的钱海了去了。谁有所图谁花钱，请领导请同事，都是这个道理//@BradleyLee03:看评论就知道，反驳的评论基本都是1我看不上你，2没人看得上你。可是没人反驳基本上是男人在给女人花钱这几个事情，可见这是 ...展开
哈哈哈哈哈哈哈哈//@以防你今天还没看小动物:笑的不行了//@我都磕骨科了你让让我怎么了://@小小小小磕学家:我真服了//@绝情绝爱的代餐机器:。？//@我上网就是来代餐的:干啥阿啊啊啊啊啊阿啊啊啊啊//@地狱笑厕厕厕厕:啊啊啊啊啊// ...展开
//@Creamy蕉:这个赛道热起来了以后附带的必然现象，妖魔鬼怪都会涌现，一点点试探底线在哪。//@新西兰冷百科孙小社:可以把游戏开发者从人间抹除吗？//@给茂师傅来杯拿铁://@Lee苍狼://@寒蟾夏螟://@无中生友仔:太恶心了，还有脸搞众筹//@一领淡鹅黄: 查看图片 游戏开发者回 ...展开
//@止痛胶囊成吨吃:学校和辅导员确定要包庇这样的人？？？//@l鱼苗I://@M大王叫我来巡山://@苏无力://@石头断情绝爱版:辅导员很贴心哦那我就再转一遍//@Boom八8:虐猫犯崔奕恒的辅导员告诉他没事，等热度过去就行。学校有学生拉横幅求公正，横幅二十分钟就被撤下去了。 查看图片
哈哈哈哈哈哈哈//@烟波人长安:怎么敢的。。。//@TohtoriKissa:这个 查看图片
//@止痛胶囊成吨吃:发声有用但只行拘三天（性骚扰两年开盒信息根本没人管，所有人一起发声终于被处理结果算主动投案从轻处罚，别太幽默）  查看图片
警方“要求”，除了要求以外，能做点实事吗
//@透明人間的蒸气:由于我们的主流娱乐已经足够厌女了，导致专门为厌女而生的游戏都平平无奇，淹没在千千万万的厌女故事中…
哇塞
可爱
真好，我也想吃//@人间奇趣记录仪://@野生戏戏子://@风期限在凌晨:“不甜”是中国人对澳洲甜品的最高评价//@大头和他的朋友们:已经被中国人占领了原本一周卖150，现在一天卖150个而且下午去已经没了//@三吼君:哈哈哈就喜欢看他们不渴望疯狂赚钱的人被逼着干活哈哈哈哈真可爱// ...展开
哈哈哈哈哈哈哈哈哈哈哈//@尔暮:就像我单位的同事说我不结婚是在害人，害一个男人少了一个老婆
//@大燕国的慕容付:19世纪下半叶，美国打完南北战争后，把大量原本南方的奴隶送回了非洲，帮助他们建立了一个自己叫利比里亚的国家，并长期给了大量援助。然后这些奴隶们二话不说的选择了当初南方的邦联制度，自己当起了庄园主，奴役了本地居民一百多年，直到上世纪80年代才被起义推翻。
//@透明人間的蒸气:看看能不能比海棠作者判更久
唉
都是被“逼”的//@Dean_z_z_z:重新定义“性格温和”
有点牛了
哈哈哈//@宇宙剧星小五郎:我就这样//@话多专家周树人:我表情管理//@小别出心菜:嘿嘿//@小狗斯特:我就这样//@婉司姬:我就这样//@矮周迅:我也这样//@嗑宝:谁本人//@优家小花茶:我就这样
//@sorry我上课没听:卖了八年现在想提纯 门都没有
//@鲁迪肖象://@连目怎么你了:想法如图，这件事情发展到后来简直是一场文化霸凌。很多人生长在说普通话的环境里，不知道藏语有独立的语法文字，是独立的语言，不是方言，不是汉语分支。丁真说汉语不流利，也不是因为他口音重，而是根本语言不通。“说藏话”和“馕言文”一样，是大汉沙文主义的表现  ...展开
//@杳然非人间:被骂死的追星族和粉圈算是  反正女性的爱好是原罪。  钓鱼佬也默认男，不做饭不着家也不会挨骂
