暗恋日记Day10今天生病了 没有收到安慰 不嘻嘻 但是你还是回我了好多话 今天不太舒服。明天补上吧 爱你哥 ​​​
暗恋日记Day9嗨哥，晚上好 今天依旧很想你依旧给你发的特别特别多消息 依旧很想跟你每天聊天 今天早上我看到了你给我的留言 6:00迷迷糊糊醒了，以后第件事情就是给你发消息，我好困，我要回去再补觉，发消息的目的，你知道我醒了后第一时间给你发消息了，但是我回去补觉了，睡过了 醒来之后看到你给 ​​​ ...展开
暗恋日记Day8hi哥 想你了 今天的暗恋日记是在抽烟的时候写的 刚刚一直入迷的想你结果烟燃尽了 直到烫到了指尖才意识到 今天过得好梦幻 我感觉我第一次听你夸我 第一次感受了你对我的一丝丝喜欢 我有点不太敢确定是不是真的 感觉好梦幻 昨天凌晨的时候给你点喝的，其实那个是我谋划了很久的一件事情  ​​​ ...展开
暗恋日记Day7今天你好忙啊，哥都没怎么跟你说话我还是像往常一样，每天给你不停报备发信息呀～其实有点傻 他们都说我很舔狗 其实我才不是 我知道你真的特别特别忙，我特别特别心疼你这个时间的辛苦啊 觉得你真的是最厉害的人 如果我在那么累的情况下，是绝对不想看到别人的微信的，尤其是那种一长串 ​​​ ...展开
暗恋日记Day6hi 哥 开学喽 又重新忙起来了吗 辛苦了哦 今天我心情实在是不太好也不知道写什么 说说喜欢你这个事情吧 一开始吃通过小猫认识你，我就觉得你人特别好，特别喜欢你知道你的MBTI是INFG，所以一直不敢给你发特别特别的消息，虽然现在已经发到很多了，但是其实我一直挺害怕打扰到你的生活的 ​​​ ...展开
暗恋日记Day5今天简直是人生中最开心的一天 我第一次觉得熬一整晚的夜不是浪费时间因为可以跟你聊天 从4点聊到9点 五个小时 一直和你在一起 说话 聊了好多好多 你说我们又聊跑偏了 嘿嘿 我没意识到 可能是和你聊天的时候注意力都在你身上了 聊得虽然跑偏了 但是如果跟你聊天的话 聊什么都会很开心了  ​​​ ...展开
暗恋日记day4 hi 哥 这一次是专门写给你看的 我突然有点后悔和你聊这么多 就是这么一下子的想法让我翻来覆去想了好久 我一直在听暗恋这张ep 我和你还没开始却已经在吃醋了 我好像透过歌词看到你喜欢一个人的样子 对比起来反而就先我的喜欢很蠢 我找不到好的话题 我想让你开心让你和我聊天 我可能太小 ​​​ ...展开
暗恋日记day·3今天是19号 认识你的第四天 也是给你发消息发的最最最多的一天 昨天一如往常一样你挑着我的信息回复 但是今天早上 你一下子给我发了三条微信我当时甚至不敢点开 早上一睁眼就在期待你的信息 看到微信里的那些消息的一瞬间整个人都是愣住的 其实我一直想方设法的想让你知道我是郑州的 我 ​​​ ...展开
暗恋日记·Day2其实已经很想他了 这是认识他的第三天 也是加上微信的第三天 你真的好温柔对我好好 不回微信的时候虽然我回觉得不开心 但是一旦你回给我之后就会觉得特别幸福 像雨滴一样的人 感觉很圆滑很温润 真的很喜欢你啊 在这么忙的情况下看我的讯息 看我拍的树叶 听我碎碎念 我觉得很幸福我希 ​​​ ...展开
暗恋日记day1从今天开始记录一下每天的暗恋？（我也不知道今天是加到他的微信的第二天 其实我从没想过可以加到他的微信 更没有想过能和他聊天 我感觉我们两个之间的交集就像两条平行线一样 直到今天突然就相交在了一起 所以直到现在我还是愣神的第一次注意到他是在电视上 很奇怪吧 他是一个rapper ​​​ ...展开
