分享图片 ​​​
分享图片 ​​​
分享图片 ​​​
什么是情商 1. 情商就是——遇到不喜欢的人，既不生气，也不翻脸，做到心里有数，面上有礼。2. 情商就是——别人吹牛时，咱不附和，也不拆台，安静听就好。3. 情商就是——邻居炫耀孩子考上名校时，不说“我儿子当年也是”，而是真诚地说：“真替你高兴！4. 情商就是——朋友哭诉时，不着急给建议 ​​​ ...展开
分享图片 ​​​
ya生活中，人与人之间的交往，语言是媒介。表达得当，则沟通顺利，节约精力；表达不到位，却往往事倍功半，消耗感情，甚至种下芥蒂。学会把话说在点子上、说到对方心里去，是人际交往的必修课。【有话不敢说，是自我限制太多】因为太过在意别人的目光，所以总想让说出口的每句话都显得恰如其分，于 ​​​ ...展开
yue永远不要抱怨任何人对不起你，任何人都对得起你！因为一切错误，根儿上是你眼光的问题、判断力的问题、认知的问题、见识的问题，最终是你自己选择的问题。你选的人、你信的事、你做的决定，最后结果不如意，凡事从自己身上找原因，你才能‘通’。思路就打开了，下次就知道怎么避坑了。凡事从别人身 ​​​ ...展开
wen第一，你得真正“经历过”。你的见识和阅历必须够深，尤其是对女性从底层一路向上所经历的痛苦、压抑、孤独，要有切肤之感。你得在深夜里真正痛哭过、怀疑过、撕裂过，你的内容才能刺穿人心，你的服务才能真正托住那些还在路上的女性。第二，你身边不能只有女性。哪怕你的客户全部是女性 ​​​ ...展开
Yue我们要有强者心态。在生活里，我们时常会遇到各种难题，有人选择用气愤来宣泄情绪，可这往往无济于事。真正的强者，他们的目光始终聚焦在解决问题上，深知情绪的发泄只是徒劳，唯有行动才能推动事情向前。面对工作中的项目难题，与其抱怨任务艰巨、同事配合不力，不如冷静思考应对策略，尝试换一 ​​​ ...展开
Ya与人相处中，我们总看重付出，却往往忽略别人的回馈。不知唯有互相滋养，才能筑牢情感的桥梁。适时接受对方的好意，亦是一种经营关系的智慧。【只付出不接受会把别人推走】我们总以为，维系一段关系是真心付出不求回报。事实上越是不要任何回报，越容易推走朋友。因为那些无法回报的压力并不会 ​​​ ...展开
分享图片 ​​​
wen隐性资本1. 时间的掌控权顶级成功者能让自己的日程服务于战略，而非琐碎事务。他们懂得剔除低杠杆活动，把注意力集中在少数决定长期优势的动作上。2. 高质量信息流信息不是越多越好，而是越早越准。他们能接触到一手资讯，洞察趋势的萌芽期，提前卡位。别人还在追逐热点时，他们已收获先手红 ​​​ ...展开
yue我们要远离无效社交。曾经热衷于推杯换盏、广结人脉，以为朋友多就路好走，实则不然。那些没有实质利益、仅靠酒肉维系的关系，在关键时刻往往不堪一击。真正的成长是远离无效社交，将精力聚焦于提升自我价值。当自身强大，手中有了 “筹码”，才能开启优质人脉的大门，吸引志同道合、相互需要的朋 ​​​ ...展开
ya焦虑程度越高、时间越长的人，就越有可能形成扭曲的思维模式，对现实的评估和解读往往不切实际。过度焦虑的人，通常以下面五种模式看世界：【非黑即白的思维模式】非黑即白的思维模式就是：他们深信不是好的，那就是坏的；不能成功，那就是完全的失败，走两个极端。他们认为事情不是全坏，就是全 ​​​ ...展开
分享图片 ​​​
分享图片 ​​​
乐当你开始习惯“取悦自己”——尊重自己的感受，坚持自己的原则，为自己的目标而努力，活出真实的、有力量的状态—神奇的事情就会发生。得之坦然，失之淡然，争其必然，顺其自然。对“得到”会有配得感，明白是努力或机缘应得的；对“失去”能放下执念，知道当下拥有的就是最好的，珍惜眼前人、做 ​​​ ...展开
文第一，低级的善良，不如高级的冷漠。无论何种关系，如果你的热情、真诚、奉献获得不了相对的回应，要懂得适可而止，不亏待每一份热情，也不讨好任何一份冷漠，人与人本质关系就是价值交换互换的，当你超脱不了凡夫的心态必须遵循人性规律。你所容忍的，便是你所纵容的每一次你默许违背自身价值 ​​​ ...展开
分享图片 ​​​
分享图片 ​​​
交浅言深，往往是关系崩盘的开始。一开始就把利益讲得明明白白、清清楚楚，然后再谈感情的人，才是真君子。学会识别低调的关怀，你会收获真正高质量的人际关系。看一个人的朋友圈、或者他公开介绍自己是什么样，那不代表他的真实模样，只能代表他想成为的样子，别被表象迷惑了。人设可以打造，但细节 ​​​ ...展开
阅读阳明先生主要讲“天地气质”和“变化气质”，什么是天地气质？就是人与天地万物为一体的气质，就是与“道”同频的气质，他的特点1.无私利他，比如水利万物而不争，比如天、地、。2.一视同仁，道德经讲：天地不仁以万物为刍狗。3.损有余而奉不足。道德经讲：天道：损有余而奉不足，人道：损不足 ​​​ ...展开
