虚空济超话 很感恩这个平台，可以诉说我的心事，你们不会嘲笑我，。今年发生了很多事，对老公也是没有信心跟希望了，我自己时不时也痛苦，走不出来，觉得他不该这样对我，我对家付出了这么多，没得到你们善待，一次次欺负我。所以我现在不理他们了，随他们了。爱咋咋的。 ​​​
虚空济超话 好久没来打卡了，今年是我最糟糕的一年，差点结个破婚把命搭上，自己一直很努力的生活，一直在很努力赚钱，却到最后被别人说逼他的钱，用他的钱，那明明是我自己努力结果啊，结婚难道不是互相帮助，互相包容，结果到我们家就是他连合他爸他妈他弟他朋友一家人来欺负我。处处给我脸色， ​​​ ...展开
虚空济超话 我来打卡了，最近头晕晕的，明天开始轻断食一个礼拜。 ​​​
虚空济超话 昨天生气了，一天中，好在还是有点进步，后来止损了，出去溜了一圈。回来就好多了，哎，那感觉无法体会，本来我是没有情绪的，我老公硬是跟我争对错，越争远远，我就越来越发火。脾气一上来我连生意都不想做了，哎，那感觉真是越说越离谱。冷静下来哎一言难尽。 ​​​
虚空济超话 大家好，来唠嗑了啊，最近情绪稳定，感觉自己内心平和，不焦躁，不知道是不是年纪的问题还是学习的问题，反正现在情绪稳定多了，发脾气次数少了，而且我也能看到自己的优点，自己缺点，比如我老公今天对我吼，我也不生气，因为我知道他就是那个脾气性格，我还帮他解决事情。心里挺开心 ​​​ ...展开
虚空济超话 大家好，来唠嗑了，最近这段时间我好像没有那么急躁了，就是可以慢下来的，比如说我老公出去了我也不那么在意了，因为好像没有波澜，还有我跟我老公关系，我也觉得，我也不知道要不要结束，记得老师说过，没有解决问题的方法，就往前走走着走着就会有答案了。所以我内心就坚定的往前走 ​​​ ...展开
虚空济超话 老师，你要知道这个东西用处，比如这个玻璃杯他就是透明，不能保温，所以你用他的这个就好了，而你又想保温，拿自己不是会陷入痛苦中吗？由于这个我就想起来了我老公，他好吃懒做，游手好闲，对未来没有规划，浑浑噩噩的。然后没有看到他的长处，他就是这个样子的，现在已经这样了，我 ​​​ ...展开
虚空济超话 老公离家出走了，昨天晚骂了几句，因为他整体出去喝酒，有活不去干，还动不动就巧言善变，说的跟做的根本不一致，所以昨天我骂他了，说他好吃懒做，赶出家门了，然后他就拎着两件衣走了，打电话也拉黑了，所以我也不想找他了，这一刻我没奔溃，也没有说啥，因为我知道，这样反反复复不 ​​​ ...展开
虚空济超话 来唠嗑了。今天发生了一件事，我老公我菜买回来了，我说你去辅导孩子写作业，然后他是做了，但是还有很多没有做，我内心有点起情绪了，后来就是吃饭，我饭做好了我就端下来自己吃，我没有帮他们拿碗筷，我就没有拿，我拿了自己的在吃，后来他们也自己拿了。记得老师说过，不想做可以不 ​​​ ...展开
虚空济超话 今日反省，前几天我弟媳妇送来了一箱牛奶，一挂香蕉，然后我内心第一反应是太便宜了，我们都不买这个吃的，后来过了一会才发现自己的分别心在做碎，是自己的问题，我看到的是人家给你的这份心，而不是东西贵贱。 ​​​
虚空济超话 我来打卡了，我现在觉得微博就是我的亲人一样，我可以无线述说我的生活。让他听我的心里话。今天继续来打卡:早上起来闹钟想了，7点，我看到你老公在哪里睡觉还故意装睡，实话当时有点生气的，后来过了一会我就忙别的了，也没有说什么自己弄好就出门了，最近发现我发生事情我不爱说了， ​​​ ...展开
虚空济超话 我来唠嗑了，今天就是刚刚我老公打个电话过来，刚好我女儿接听了，还开了扬声器，他就在那里说她呢，抱怨一大批过来，我没有哼声，任由他说，我也不知道为什么，我不想说话，我的行为就是让他说，说完他就自己挂了。我记得老师说过，情绪大的让他一点点慢慢降下来，就会化为无，如果我 ​​​ ...展开
虚空济超话 一直以来我就是负能量满满，满嘴抱怨跟指责，现在一点点积累，就像我姐说的是不积跬步无以至千里，一点点积累也能走很远，所以现在是一天一天慢慢过，少生气，少抱怨，多做少说，因为我感觉现在这个阶段比较适合的。 ​​​
虚空济超话 此刻想发火了，打开了虚空济听听老师的声音，转移下注意力，老公时不时内耗我，自己好吃懒做，还动不动就说我不行，有事情根本不知道佛么解决，除了声音大别的能力没有，有种想伤他两个大嘴巴，忍住了，这些什么事情搞不定，还没理还胡搅蛮惨，我知道都是我吸引来的。我刚刚想着想着我 ​​​ ...展开
虚空济超话 一大早就被虚空济小住的朋友圈灌溉了，他说只有爱别人才能爱自己，可是以前呢，我的在乎我老公导致失去自我，所以生活过的一团乱麻，所以我想说的事是想要得到爱，就必须先付出，是不错的，前提是有自我的前提下，比如我要做一件事情，就比如做家务吧，我明明不想干，但是如果为了老公 ​​​ ...展开
今天来聊两句，以前不理解放生是什么？意义是什么？就觉得是做好事，直到今天我才明白，以前就是简单的做善事，但是就是简单做好事，仅仅只是表面上的，今天我才明白，其实做好事，并不一定要去放生，就是身边的一点一滴都可以，比如说讲话面对微笑，比如说对我老公老公说一句辛苦的话都是在做好事，而 ​​​ ...展开
对不起，我抑制不住内心的喜悦！我在虚空济超话等级达到LV.5，获得学而第一头衔，快来恭喜我吧~ 传送门&gt;&gt;虚空济超话 ​​​
