所以关系
Repost
Repost
Repost
Repost
//@斯诺依花姑娘:望周知。
//@灰大Miu:“成事不说，遂事不谏，既往不咎” （翻篇不快，翻身无望）
//@灰大Miu:活在缘分里，而非关系里（心态上会轻松许多的）//@阿胖万事屋:人和人就是一些瞬间
//@灰大Miu:拉长时间维度，曾经的高山、神坛、关卡、执念，终将变得渺小或消散；当下的千斤重担，终成过眼云烟。时间好强大，化执念，轻当下
Repost
Repost
//@在也门钓鲑鱼:我只是很痛苦的觉得这种人不在少数。没有进行过生命教育，爱的教育，也没有这种朴素的感情，这种人像伪人一样大量存在我们的生活里面。让我感觉像鬼片
//@斯诺依花姑娘:祝大家：//@斯诺依花姑娘:而且很多时候，所谓的整个人活开了，也常常是因为这样持续不断的肯定和暗示。想去的地方都能去，想做的事情都可以完成。像一个终于松弛下来的人找到了最柔软的靠枕。
Repost
//@灰大Miu:旧人无需知我近况，新人不必问我过往。各有归舟，各有渡口，各自安好//@Vam_小阿晨-3-:一直记得灰大那句“旧人无需知我近况，新人无需知我过往”，当时和12年的朋友突然不联系了，不知道为什么，看到这句话一下就通透了。
Repost
Repost
Repost
Repost
Repost
Repost
Repost
//@灰大Miu:人生如梦，一樽还酹江月//@咖啡布偶猫:“大众须知，悟了遇人者，向十字街头与人相逢，却在千峰顶上握手；向千峰顶上相逢，却在十字街头握手。”  ——《五灯会元》 ​
评论哈哈哈哈
Repost
Repost
Repost
Repost
//@灰大Miu:“只是去体验，允许万物穿过自己”//@视觉志://@穆凌-Shinogu://@同时和八个美女结婚://@桃味酷少女:我真诚又勇敢 这段关系里该遗憾的人不是我
Repost
