 ​​​
讨厌social 吃顿饭直接能量耗尽 ​​​
加完班报复性吃喝了一天 ​​​
努力即正义 ​​​
学生问我玩不玩游戏的时候 真的不知道怎么回答既想为人师表 但是又怕自己太过说教难免扫兴 ​​​
如果看会书 十点出头就开始头点点狂打瞌睡😪想说休息会儿吧 玩手机能玩到一点半 ​​​
極限廈門逛玩4小時跟好朋友在一起時間真的過得飛常飛常快意猶未盡 ​​​
景德镇吃的还是蛮香蛮香的啦就是很热 跟在空调外机旁边走一样 ​​​
被挂念是有福的～@卡扎困叻  ​​​
//@五月之后_:当街撒尿已经满足不了他们了，现在要的是当街噜管自由
两个土象星人朴素庆祝了一下领证四周年 ​​​
爱吃的蛋黄派君剩最后一个了默默铭记它的美味 ​​（价格让人高攀不起惹） ​​​
烦死了！！！！ ​​​
今天早上想来还是想笑的程度昨天晚上让家属给我听写 冷不丁冒出一个“旁晚”我顿时脑子宕机了 这是哪个词看我一脸呆滞某人瞬间就反应过来自己念错了 在旁边狂笑我反应了5秒才明白 原来是“傍晚”瞬间笑得想鼠是语文老师想开除家属籍的程度 ​​​
没想到居然有反馈信诶 感觉好奇妙 ​​​
開心仍有餘震 ​​​
今天煮的米饭居然不够我们两个人吃（我表示很怀疑）然后王某一个晚上都在企图叫外卖被我屡次制止以后真的没点哈哈哈哈小肚腩有在乖乖听话 ​​​
#电影南京照相馆# 很难想象 在79年前 你有这样一张满目疮痍的脸  如此沉痛如刀剜肉 深可见骨 血流如注 哀鸿遍野然中国人的筋骨最有韧劲头可断 肉可剜 血可流 唯独筋骨不曾断绝 ​​​
这世界上有不臭的男性滴滴车吗 ​​​
出门玩的时候 有个全心全意依靠的人真的很棒他会做好攻略然后告诉你你想吃的烧鹅饭哪家好吃 他会接过你沉甸甸的袋子 他会规划好路线他会牵着你穿过人群去往那一个地铁口他不会扫兴 因为他会尽可能答应你的要求然后你又会发现其实他背上的包很重 里面背着两个人有很大可能会用到的充电宝 小风扇 ​​​ ...展开
～ ​​​
～ ​​​
#istp# 我想钻应该会很喜欢西西弗斯 一个愚弄众神的男人 一个囚禁死神欺骗冥神的男人即便被罚推石上山又如何呢 巨石的每次滚落都是对众神的嘲讽 ​​​
我的干包榴莲宝宝 买过最好吃的榴莲 ​​​
就像约伯与上帝 我是我自己的最大信仰 ​​​
体重居然下110了 很意外哈哈哈 ​​​
今天的番茄胡萝卜排骨汤很成功 ​​​
平常但充实 ​​​
终于上了宗师不玩了 ​​​
任何超越关系的好意都是不怀好意 ​​​
英雄联盟手游超话 十颗星半个月了还在25颗⭐ 天天匹配垃圾队友 ​​​
英雄联盟手游超话 这种垃圾队友到底是谁在玩 ​​​
夏天🏃🏻‍♀️ ​​​
#istp# istp宣言 ​​​
一年级结束啦这一年太累太累了 每天蹲守在教室里 给我那些不开窍的徒弟讲最基础的知识点不想扫兴 所以对他们事事有回应为了登顶 反而不得不忽视很多东西再努努力就能够上的教招 孩子们日益疲倦的脸不夸张 期末复习的某一天 我看到考卷突然生理性地想呕吐人总是贪心 总觉得我付出了就渴望收获更多 ​​​ ...展开
一家赢三家结束战局 ​​​
期末考有种喘不上来气的濒死感一道题目讲了十遍了！我确信有十遍了！还是不会 ​​​
哈哈哈哈小王跑出去健身了 早上问我要不要吃他做的牛肉饼 当然不要啦！因为我现在要点麦当劳啦！！！ ​​​
最近喜欢吃的水果都好上火 ​​​
开心啦🍻 ​​​
又被王某喂得饱饱的 ​​​
三金倒➕1 ​​​
头一次学生回来看我们我泪目了 自己带的第一届学生不管怎样都是会想念想念的是当时 不是如今 ​​​
半夜想来 甚是爱你 ​​​
小朋友的世界里 需要小心的是多音字哈哈哈上周只休息了一天 直接导致emo➕暴躁了一周周末终于活过来了 ​​​
今天也是被萌到的一天 ​​​
好气 梦到一个帅哥在冷战（虽然也不记得长什么样了）想说待会儿再破冰结果闹钟响了 ​​​
 ​​​
我期待我自己 越来越好 ​​​
喜欢在春风和煦的日子里出门散步 然后再配一杯柠檬茶 ​​​
英雄联盟手游超话 最近匹配机制是不是有毒 赢一场输一场 赢两场再输两场 难道是在控制胜率吗 ​​​
不会做饭但是喜欢朋友来家里吃饭吃完饭逛个小超市消食哇咔咔 美好的一天就过去了 ​​​
一家子吵架大王随他们去了 ​​​
胖得不冤 ​​​
太困了 然后默默发胖 ​​​
迷茫 特别是环顾四周后 ​​​
原本只需要再凑4块钱打完电话直接蹭蹭蹭多花了16扣（其实只打算让他喝纯茶的）附上炫耀自己吸管插得很准的不受宠小王手指头一根 ​​​
我收到啦 晚安 ​​​
我爱周末图4 只有istp人士知道有多舒服 ​​​
蒂普提克无花果好闻！有点奶的柔软香味 有点像话梅糖的感觉 ​​​
对春天撤回一个喜欢了 各种过敏过敏性鼻炎 过敏性结膜炎 脸过敏 ​​​
希望人生时不时有“三金倒”的惊喜 ​​​
任何感情 只要需要努力 便是开始失去了 ​​​
我越来越觉得好好说话真的特别重要昨天一个小小的场景给了我很多思考我站到凳子上板书的时候 奕晗小朋友第一时间问我：老师 你不怕摔下来吗然后他的同桌马上很不爽地回他：你不要乌鸦嘴接着好几个同学默默附和：你不要乌鸦嘴我觉得小朋友真的很可爱hhh然后我想了一会儿 对奕晗说：奕晗 其实你明 ​​​ ...展开
不知道为什么 梦到故人了 那段友情在梦里依然生动只是刻舟求剑 即便一次次想要折回 可终究是不能了 ​​​
来洗车车偶遇一只芋头边牧 好喜欢 ​​​
开心 ​​​
终于可以开始过周末啦 ​​​
困到睡着然后这个点爬起来备课 ​​​
不想开学 ​​​
今天是下雨天噜出去玩计划终结 ​​​
值班day“天生孤僻所以更爱你”好动人的情话special one special day ​​​
话说 今天好冷又挖掘到好喝的奶茶🧋抹茶白兰跟黑糖粉圆生酪红茶少少糖（留个屁股 下次继续点）明天也少少冷吧 ​​​
王某人的健身硕果：胖了7斤哈哈哈哈天塌了 ​​​
很幸福◍˃ᵕ˂◍ ​​​
哈哈哈三金倒一把 金雀两把 ​​​
有时候惬意只是在车上一首歌的事情 OLGAPIG的微博视频 ​​​
乡下人家 ​​​
浅记小王麻将赢了一千扣 ​​​
哈哈哈收红包🧧可以月入过万的一年 ​​​
