对不起，我又失约了
草粉今晚一整个爆哭 ​​​
今天是我们大明星泰国演唱会日，顺利开心🥳！我在4月7号看见他跟她十指紧扣在青龙哥岗扫墓，我每每想到，我就不舒服。怎么办 ​​​
今天有期待许久的包包收喔，谢谢某文，然后看见新鲜的峰哥，祝愿12号的绿海顺顺利利大家开开心心。 ​​​
眼泪是夜空中最亮的星，提醒我们方向。以后的日子，咱就优雅转身，不再主动，让别人来感受我们的魅力吧！想想人家怎么冷酷无情的对你，熬过去，向前看，一切都会好起来。 ​​​
时刻牢记那些夜里掉的眼泪，不要再主动了。 ​​​
记录一起坐两个钟横州……班车…🙈 ​​​
//@许清然-:卧槽卧槽卧槽卧槽
//@是你茶_:啊啊啊啊啊啊啊啊我嘞个雨中仙草//@陪希宇长大的小鱼:我日我好爽
一年断签七次 ​​​
真好看
#SVIP体验卡免费领# 我已成功领取3天SVIP体验卡。快来点击卡片领取，主页访客、留言、去机型小尾巴、动态头像、评论气泡等超多尊贵权益等你来体验!   ​​​
嫉妒让人发疯，我替我自己感到不值 ​​​
这个月断签三次，我是猪脑吗？@李易峰 ​​​
//@kill-pleasure:好生动哈哈哈哈哈//@是暖暖捏-:哇 超长语音repo 先转等会听！！！@李易峰
又断签了……我对不起@李易峰 ​​​
真好//@疯疯爱峰峰已疯疯:刻在骨子里的温柔和教养 在他看来就是他的日常和习惯 但其实社会中很少有这样的人了@李易峰
猫届颜值代表Fat4来啦，快来围观呐！我正在使用“Fat4”#微博个性皮肤#，你也赶紧试试个性皮肤，让软萌的Fat4陪着你吧~ ​​​
断签了，立马补签 ​​​
//@只要一轮月-:🥹
不离不弃
是全剧终了吗？ ​​​
鲜花配帅哥绝了
生日快乐
又要一年了，好想回到过去
//@天使beauty丹儿:存厦门同款打卡合集
//@天使beauty丹儿://@天使beauty丹儿:重温颁奖全程
李易峰，你知道吗？你真的人间值得，大家都还在，一直在，一直爱，你不离，我们不弃@李易峰 ​​​
我哭好好哭
去见他必须跑的
解禁了开心呀
欢迎
笑
笑
//@dreamvisit_c:原来是live！！！//@芝士莓莓·超大杯:p2 哦莫哦莫这大长腿！！！！
转不完
卧槽
卧槽
卧槽
卧槽
卧槽，爱了
保护我方李易峰，@李易峰 ​​​
卧槽
//@奶香烧仙草_:[发芽][发芽][发芽]//@心随峰飞侠:存[发芽][发芽][发芽]
河池超话 真心换不来真心 ​​​
//@是你茶_:我靠？？？啊啊啊啊啊
一直都是大明星，值得被尊重。
人家四月天值得
绝了
//@只要一轮月-:这组也太绝了吧//@只要一轮月-://@Mortimer嶙峋:他站在哪里哪里就会有光芒//@dreamvisit_c:“手里丢失的风算什么 星辰又算什么”
爱李易峰的每一天都是倍棒的@李易峰 ​​​
壁纸墙
我操，爱了爱了，好会
好好哭，好用心草粉何德何能能拥有你的偏爱
//@疯疯爱峰峰已疯疯:【李易峰通过社交媒体为他的儿子送上了生日祝福】 求你了 给我看看李易峰
//@海边雾漫漫-://@周末不生气:哈哈哈哈//@母子温馨时刻记录:章节：工具人 观众：等苏苏
//@睡睡猪0504://@易返峰顺:每一个表情和动作都那么引人入胜，让人看不够也爱不够@李易峰全世界最好的李易峰超话
//@天使beauty丹儿:
不管，先转，重复爱着
卧槽，这是开春的喜悦呀
卧槽
翘鼻，爱了爱了
祝你（李易峰），祝我，天天开心 ​​​
//@dreamvisit_c:这组好像第一次见哎//@海边雾漫漫-://@喋喋不吃榴莲:啊啊啊啊啊我好喜欢这个质感！！！
//@琴魔小龙虾:哈哈，别狙了，万一哪天你担也想吃这碗饭呢，别让你担上不了桌//@棉棉的游乐场:笑死，开心//@是你茶_:208粉:jz搞我担 瓣女：李草集你担❔//@母子温馨时刻记录:因为她是宇宙中心了啦
活草 //@是你茶_:本命魔咒刷不到一点🚬//@小裴不睡觉://@绿海中的星星点点://@周末不生气:[汪洋海蓝比心]本粉丝一个抖刷不到就是说
//@又见青草:捂嘴时间是910啊，通报还没有呢就急着捂嘴
努力成为更好的自己，跟李易峰一样优秀 ​​​
哈哈，那就互相伤害互相恩爱一辈子吧
//@睡睡猪0504:从你开始申请微博开始 一直都在 最爱你@李易峰 //@天使beauty丹儿:一直在//@天使beauty丹儿:两年前今天六千万粉丝达成，会一直在//@天使beauty丹儿:2021.03.01六千万粉丝已达成👏，@李易峰 可以安排了
断L第二天，我难受 ​​​
//@是你茶_:谁不喜欢帅帅香香的大明星啊//@你才是我的月亮阿:明星中的大明星//@是暖暖捏-:天生民选大明星//@adnega可:帅得人移不开眼是这样
无能为力，心态崩塌 ​​​
//@Tiffany就是我:可爱剪刀手 比耶✌🏻
你值得拥有，一直爱你，李易峰
//@是你茶_:啊啊啊啊啊//@adnega可:又有合影
//@是你茶_:好用心的男币姐
宝宝
哈哈，压力大了//@-繁星坠落人间-:@ 百京人//@奶酪味的汤圆儿:百京人学着点//@温妤懿-:百京人给力点//@-伍亿个小铃铛-:压力给到白金人//@周末不生气:下次也要拍好哦//@致远LemonTea:百京人下次努力一点！//@后山挖草草:百京人都是座机//@海边雾漫漫-:这里艾特百京银
//@是你茶_:“好帅好香好温柔”“违章都不怕了”//@小狗月令:“没敢打扰”  “我可能当场就昏过去了哈哈”
爱了
卧槽，卧槽，//@Yina-桃:卧槽卧槽！我就知道还有
卧槽…卧槽……卧槽，…爱了爱了
下了班要去卸指甲了@李易峰 ​​​
我好迷茫……好懒散 ​​​
我也是哭死
//@是暖暖捏-:等新角度//@dreamvisit_c:下一个正脸！！！！//@是你茶_:我大孤山有人//@爆炒甜辣草贝:再接再厉//@惜草-重生版:哈哈哈哈哈哈//@也会心酸:谢谢🙏
//@天使beauty丹儿:又有新角度//@Joy_mising:路人发评论里的，好像是会有抖的水印 查看图片 //@深居简出摹摹鱼:原图有吗
//@心随峰飞侠://@铃ease的喋喋fong:原来是这样 长知识了
//@许清然-:啊啊啊啊啊啊啊啊啊啊啊啊
//@Carol_峰景:好帅啊，啊啊啊啊//@adnega可:啊啊又来了！
//@峰吹过RUIY:🐱🪷//@草鹅不甜不要盐:哈哈哈哈好！//@周末不生气:[送福][送福][送福]//@爱埃文的小杰瑞:李易峰一定得偿所愿
李易峰是懂得浪漫的
卧槽，李易峰，情人节你给的礼物，太棒了，爱你@李易峰 ​​​
卧槽，帅得，🤩😍我软了，祝我们峰哥越来越好，发发发
//@adnega可://@爆炒甜辣草贝://@小狗月令:路人：这你要是搬出李易峰 那我可就没话说了🤤//@Sllaborat:“李易峰长得那确实”🤤//@Kill-Pleasure://@只要快乐的猹://@草家蜂蜜味萝卜:你们怀念的也不是cw，怀念的只是我姐的美貌
我们还有未来
十天假期，就回家几天～都不舍得多陪陪父母也就我了 ​​​
卧槽
调皮可爱
