#樊振东巴黎奥运会夺冠一周年#圆梦一周年了，愿你未来越来越好  ​​​
//@叽叽喳喳jili:坚决抵制饭圈文化！尊重比赛，尊重运动员！
 ​​​
生日快乐🎂世间五彩，你执纯白，未来一切更好
#樊振东即将出发米兰时装周#哇。期待 ​​​
帅麻了
#樊振东比耶照#@樊振东 虽然爱看，但是小胖 别老熬夜啊 ​​​
#体育大赏# #微博年度关注男运动员# 我已为@樊振东  助力，和我一起参与吧~ ​​​
#体育大赏# #微博年度体育荣耀时刻# 我心中的年度体育荣耀时刻是【樊振东成就乒乓球大满贯】，和我一起参与吧~ ​​​
曼昱宝宝真牛
#国乒怎么了#几个绝对主力不在，小将还是扛不住，倪萍回去紧急召开会议，议题就是：绝对主力不可同时退赛 ​​​
说得真好
我投给了“看过好多次，经典永流传”~
#樊振东说未来不一定是乒乓球了#还没有看够打球的你，可能永远看不够，但尊重你的一切决定，也希望你在我们看不到的地方健康快乐平安，最好让球迷也能偶尔看到你的消息啊 ​​​
他是真可爱☺️
//@谢谢你保护了我的阿降_:恭喜27岁的樊振东拿下巴黎奥运会金牌🥇！！！成为继邓亚萍、马龙之后第三位超级全满贯的乒乓球运动员！！！！！
我投给了“樊振东”~
@樊振东 逐梦巴黎，中国骄傲，加油，超越自我！
@樊振东 今晚加油！大满贯！ ​​​
就知道你可以@樊振东 ​​​
#抓猫猫运动会# 我获得一张@围观体坛   送出的体操猫，参与集猫卡活动，领现金红包，百万奖池等你瓜分！ ​​​
加油！
我围观了@吴敬平教练 的回答，该问题价值66.00元，围观仅1元，快来一起围观~  ​​​
#樊振东4比0雨果#东哥明天健康完赛就好，注意手腕 ​​​
@樊振东
不知道能不能请年假，能去现场的姐妹，决赛一定要大声打call啊啊啊啊
我围观了@吴敬平教练 的回答，该问题价值66.00元，围观仅1元，快来一起围观~  ​​​
#孙颖莎对战王曼昱#曼昱在3-1领先后那一局，孙颖莎有好几个擦网，曼昱自己在那一局也没有把握住，哎曼昱啊好心疼 ​​​
大梅沙  壮壮是灯芯的微博视频 ​​​
广州  ​​​
被马龙感动
樊星闪耀FZD超话 加油，永不言弃，能帮你自己的只有自己 ​​​
成“人”的基本条件就是保持善良，这种善良体现在善待包括小动物在内的一切生命。一个不善良的人无论在哪里，都会带来潜在危险。虽然徐某某在学业上达到了标准，但在个人品德上，留下了污点，学习再好也难称优秀。 大快人心啊，我看看哪敢录取他
樊星闪耀FZD超话我成为樊星闪耀FZD超话 超FUN啦 发帖纪念一下~ ​​​
#孙颖莎vs王曼昱#曼昱加油！不过莎莎赢了也可以，但是希望曼昱积分往上再赶一赶 ​​​
@王楚钦___ 我觉得运动员有义务管好自己的粉丝，在合适的时候发声，管理引导好自己的粉丝，特别是对一些过分的行为！ ​​​
支持维权，整顿饭圈脑残粉，还给体育圈一个清亮的环境
#樊振东黄牌#胖儿被给黄牌之后真的好可怜     一边示意对手等等一边还要小心翼翼的观察裁判 @樊振东 #樊振东超话# 还好老实孩子顶住了 ​​​
实至名归
#马琳#这套排阵你有脑子吗，人家比赛都变阵你不变阵，王曼昱打早田不是手拿把攥吗 ​​​
@樊振东 #樊振东超话# 小胖铁血一单关键时刻还得是樊振东呜呜呜
团体王曼昱就没掉过链子越来越喜欢她了//@天上能不能掉个大馅饼:王曼昱你牛！一人得两分
曼途长风超话 鳗鱼加油！你是我们的神！ ​​​
#国乒女团两度落后两度扳平#王曼昱，牛！巴黎必须上！ ​​​
加油呀
"新的一年新的一岁，愿望一定都要实现啊，stronger//@樊振东:Another year wiser When I get older, I will be stronger They’ll call me freedom, just like a waving flag"
生日快乐小胖，新的一年愿望都实现
