wow
不打算看珍珑但好喜欢故国千里梦……😭感觉以后去当留子之后就听不得这首了估计会一听就哭 ​​​
🤮
支持全国统一！双皮奶就是双皮奶牛奶果冻不配伪装双皮奶！
不宣的话出定妆照也行兰境我求你了//@木子Stacyyy:搞快点
搞快点
地铁老人手机.jpg
//@表白冰呪龙九次终成眷属:对于没办法说话的人来说，表达愤怒是一件比自己的生命更重要的事情，愤怒是一种视觉、是一个出口、是花费所有力气的呼喊。
😲第一次知道蘑菇有2300种！//@Lyra_在托爾希姆凌彈琴://@鸿鹄夜奔:母鸡也是真的会性转换成公鸡//@塔斯马尼亚暴雪:很多鱼就有性别转换，鸭嘴兽理论上有25种性别，除人类以外的动物也有同性恋行为，不要暴露自己还不如小朋友看科普绘本的学识好吗//@母母母母母母母母母地獄:说这话的人应该不知 ...展开
有些侄女写的bl同人一看就侄女味很重 不知道为什么🤔就是能感觉到很浓重的异性恋幻想的味道在里面🤔 ​​​
Repost
看了一眼校历 南京大学你疯了吗 ​​​
ygfsd快宣二轮开票 急死了。！ ​​​
感觉剧女真的是一个很神奇的群体 三分之一说话像二次元 三分之一说话像追星女 还有三分之一二者兼而有之 ​​​
其实我有时候内心真的特别刻薄 具体表现在不想跟不熟的人进行任何深层次一点的交流因为会潜意识地觉得ta们是空心人 或者说会觉得这些人根本没有价值让我和ta们产生除了聊八卦之外的链接 belike我们很熟吗？你谁啊我为什么要听你怎么想？关我屁事 你谁啊我为什么要告诉你我怎么想？关你屁事感觉自己真 ​​​ ...展开
我可以理解有人不喜欢莎罗朱但我很难接受有人说学生们的呐喊是空洞而虚浮的。某种意义上这些人也足够幸运因为他们从未体会过这种痛苦。 ​​​
你们early modern人真要笑死我了。。。。 ​​​
//@蔻蔻梁:嗯，我的看法是这世界上那么多山，都有植被，都有昆虫，都有鸟。哪怕炸深圳的笔架山都是不对的。神山不神山的，也是以人本位主义去分个三六九等。//@司馬追燕Joyce:哎，请对神山有起码的敬畏吧，世上那么多山，为嘛非要选喜马拉雅，好在没选梅里，没选冈仁波齐，要不然就真的，无语
sealook也太好看了圆滚滚软软的小海豹太萌了……好喜欢031啊 特别聪明勇敢机智的宝宝🥰 ​​​
今天是不是弗兰肯就要出官摄了！期待期待期待 ​​​
老师：现在学界的共识是目前的麦克白不是完整的版本 中间肯定有丢失的部分我：啊啊啊啊啊啊啊啊能不能把摇晃长矛挖出来让他写完。。。。 ​​​
淘宝咋给我首页推恁多500+1k+的衣服 短袖衬衫都要给我推300+你看我像是买得起的样子吗 ​​​
//@通犀小箱:在这个世界上希望别人获得真正的幸福是一件让人悲伤的事情。希望别人获得成就是美好的祝愿，但希望他人获得幸福几乎是在向这个世界宣战。
今天跟ly一中午聊下来感觉虽然国内莎学（以及整个early modern研究）虽然凋零但（或许）又其实挺有搞头🤔🤔🤔 ​​​
我操我是史盲原来苏格兰那个时候真的是选举制//@木子Stacyyy:大半夜的突然想起上节莎剧课老师给讲的，如果好好看看苏格兰史就会发现Macbeth其实在位期间管国家管得还挺好的，但是最后仍然因为弑君上位而以暴君的身份被铭记。所以在当时的人们眼中是否tyrant的定义也许并不全是通过执政表现，还要更多通 ...展开
谁来管管！寝室洗衣房完全是喂蚊地 ​​​
别的同学可以做queer就我不能甚至任何性别议题都不给我做 ​​​
被hcz萌晕简直是易如反掌 ​​​
总有一天我要给巴兹尔约个手书……总有一天…… ​​​
Repost
？
为什么偌大一个班没有人做premodern呢 premodern多好玩啊！ ​​​
我草剧场史好有意思 ​​​
//@終南畫坊_Evangeline:作为读文科毕业后自学进入stem领域的人 我还是觉得——大学阶段不断裁减文科只重视stem教育的话 社会迟早要完
想起来大一的时候就讨论过patriarchy is self-destructive这一点也就是说无论男性女性都会受到父权制的伤害和压迫，但是感觉很多男的根本意识不到这点，看到女的说两句话就开始乱叫了😗//@chicheng-:激进女性主义者（我拒绝让这个名词被“激女”夺走）是最能看到“父权制既压迫女性也压迫男性”的， ...展开
鸡蛋里挑骨头地碎碎念一下……这轮lm比上轮和首轮已经好了太多太多了真的很惊喜 但如果还有四轮（最好有🙏）的话希望哥们可以再好好扣一下英语词 不要再paradox每句都是- - ^ -这个语调了 也不要再出现UNder my roof he died这种逻辑重音奇怪的句子了好吧但其实我也应该调理一下 真的不要再用这么苛 ​​​ ...展开
希望我也能有这种心态！//@互联网真精彩呢:竹篮打水一场空最起码篮子也干净了
想看kerrykarl…… ​​​
悲哉悲哉 ​​​
又品了一遍lm的歌词还是感觉全剧最重要的一首歌其实是nothing ever truly dies，创伤，选择，生命，传承，这部剧所有想说的主题都融在这首歌里了 ​​​
毕业论文写什么…… ​​​
？
//@阿猎木星初转腾:自己动脑好吗不要偷懒……//@MistakenPoint:真的很恶心//@鸿鹄夜奔://@锯嘴扇贝再世为人://@神猫罗尼休://@angel1802:百度百科都比它强点……因为人修改百科是带有动机的，是可以捕捉和批评的，你可以推测到这些坏点是怎么来的。但ai那是真的从一片混沌中给你按需定制了个混沌造物， ...展开
在反刍讲戏视频 还是觉得有些人能不能不要把自己对角色的理解强加到演员身上啊 你都问他自己的理解了就不能给他一点自我表达的空间吗？真没礼貌 ​​​
11111 which is why 我很讨厌一些嘲弄受害者的地狱笑话（嘲弄加害者毫无问题
睡不着 当hcz的观众真的是一件超级幸福的事 ​​​
好喜欢旗袍好喜欢旗袍🥰 ​​​
好吧但我现在更喜欢听我担belt因为一听他+legit就只能想到咕。。。
幸好本轮就看两场这lm真是收刀票都看不起了…… ​​​
醒了又想说 二轮感觉Tom有点木昨天也演得很好 特别是还魂那里 鬼鬼的好喜欢 ​​​
感觉要爱hcz一辈子了 ​​​
此狗今天感觉完全有分离焦虑需要一刻不停地被姐姐摸 ​​​
HE’S ABSOLUTELY JEALOUS ​​​
真好
我真笑得不行了 你们组里绝对有人在剧场里提到原作的时候说了Macbeth而不是the Scottish play ​​​
烙铁我们看的是同一个麦克白吗 ​​​
虽然视觉年龄不符合声部也不符合但是我突然觉得hcz很适合演马吕斯。（？ ​​​
哦呵呵呵呵大碗归来了快哉快哉 ​​​
哦不这轮看不上hch的伤兵了 sad 我真的很喜欢他的伤兵 ​​​
