 ​​​
于是我恍惚 好像一切 都不应该开始 ​​​
如果我说我需要你 你能一直不走吗 ​​​
失望最可怕，比发脾气还可怕，发脾气还可以哄，失望不行，失望说不出来什么感觉，但是永远都会有隔阂 ​​​
随便吧 ​​​
不重要了 ​​​
一天没吃饭准备修仙了 ​​​
家不是家 我没有家 ​​​
随便了 ​​​
我们都变了 我再也不能说出引起我们共鸣的话了 ​​​
😄 ​​​
我们好像不该这样 不止这样 但只能这样了 ​​​
唉 不想再唉了 ​​​
放过自己吧 ​​​
幸福就像豆腐脑 有甜有咸 反正都是稀碎 ​​​
如果什么都会变 那我不会再抱怨 ​​​
说不上来 但不开心 失落 落差感 一下子又觉得你从未懂过我 ​​​
想说的话越来越少 留在心里的话越来越多 ​​​
一就说一，如果绕过了二三四五六再回头说一，我也确实没耐心 ​​​
我难过的时候拜托你不要沉默 ​​​
意识到自己不重要的时候 我会悄悄后退一万步 ​​​
抓不住就放手 ​​​
嘴上说了无所谓 心里不要流眼泪 ​​​
除了不开心 还挺开心的 ​​​
从未认识过就好了 ​​​
失去的时候我也想从未拥有 ​​​
哈哈 ​​​
我好不开心哦 ​​​
没意思 我最没意思 ​​​
唉 不想再唉了 ​​​
爱情是流动的 不由人的 ​​​
突然就不怨了 我这样破碎的人 爱我的人要一片一片捡来爱我 实在是辛苦 ​​​
亲爱的 擦干眼泪大步往前走 ​​​
没有什么比你开心更重要的了 ​​​
如果不开心的话，抱抱会不会好一些… ​​​
“那一天你走进了我的生命…”再来一次的话我大概不会选择要向你靠近 因为我现在也看不明白自己的心 感觉好难过好难过 但是又舍不得放不下 难舍难分最讨厌了 ​​​
很喜欢五月天的一首歌《我不愿让你一个人》好浪漫啊… ​​​
想时刻被爱的人记录 想停下来慢慢感受爱与被爱 可是好难啊 怎么会这样呢 好像我想要的都不能顺我意 于是我开心一阵 沉默一阵 又匆匆收拾好自己的情绪过新的一天 ​​​
遇见是福 不遇见也是 ​​​
如果可以 我宁愿一切都没有开始 ​​​
好累啊 ​​​
人生海海 祝你有帆也有岸 祝你越来越好 事事顺意 祝你的未来没有我 ​​​
我摊开手 允许一切溜走 ​​​
有时候 什么都不说就已经是答案了 ​​​
我不开心 ​​​
睡醒了… ​​​
今天一整天都糟糕透了 ​​​
好难过啊 ​​​
想睡一个很长的觉 不要醒来最好 ​​​
… ​​​
睡不着呜呜呜 不想补课 ​​​
丢了就丢了 别总想着找回来 ​​​
有人认真听我说话 我就很幸福了 ​​​
某天开始 失去也只是在心里轻轻叹气 ​​​
在所有失去的人中 我最想念我自己 ​​​
怎么办啊 我连走向爱的勇气都没有 ​​​
我真的是胆小鬼 ​​​
怎么办啊 我连走向爱的勇气都没有 ​​​
怎么办啊 连走向爱的勇气都没有 ​​​
不开心不开心不开心 ​​​
