//@劳东燕2004:天生聪明抵不过信息差别。恰好看到理想国译丛序中的一段话：“此刻的中国与一个世纪前不同，但她仍面临诸多崭新的挑战。我们迫切需要他人的经验来帮助我们应对难题，保持思想的开放性是面对复杂与高速变化的时代的唯一方案。但更重要的是，我们希望保持一种非功利的兴趣：对世界的丰富性 ...展开
分享图片 ​​​
继续复盘，炒股累计收益4w+1.  7月8号买入生益科技32，在7月底又卖了，目前54，涨幅77%，没能坚持到最后，最近接回来涨势不错。2.  7月8号买入立讯精密，32元左右，37的时候卖掉了，目前52元涨幅高达48%。3. 买入中兴，但是心急没能等到回调企稳时候买入，价格有点追高，逢低加仓降低成本，目前静等 ​​​ ...展开
我喜欢有生命力的女生，积极，活力，热爱生活，独立有思考。顺便说一下药明在最高点已经清仓，累计收益58%最近A股大回调，没有急着卖出，静静持有现在又开始反弹，德业表现强劲一直在涨并且今天涨停。真开心#独立思考##永远喜欢大自然的生命力# ​​​
选股操作心得7.8号开户当天选股，至今股价1.药明康德70.28买入100股，现价97块，中间最高涨到101块，期间收益率36%，目前持有2.凯莱英，创新药，88.38买入100股，现价103，期间最高125，已卖出3.新亚电子，21.38买入100股，现价25.61，期间最高32，已卖出4.中国巨石，12.36买入100股，现价15.61 ​​​ ...展开
炒股心得，目前持仓盈利1w7，收益率20%1.炒长线，看好基本面和技术护城河，找市值低估的公司逢低买入或者加仓，静等上涨，例如德业股份和歌尔。2.牛市不要频繁操作，认准之后buy&amp;hold.3.相信自己的眼光，回调期拿住不动摇。吸取经验教训，凯莱英88买入，现在105，但没坚持到高点，歌尔股份22.9买入 ​​​ ...展开
期待😊
//@菜菜_HP:祝你🙏//@安澜堂懒猫:在迷信的大路上又前进一步祝八月好运
妈呀来点好运吧 ​​​
相对温和哈哈哈
//@锦鲤大王:#锦鲤还原#【第11482只小金鱼】//@不然你以为呢啧：@锦鲤大王 面试过啦，谢谢保佑，希望接下来的事情顺利呀 ​        【第11483只小金鱼】//@Amber米豆：@锦鲤大王 谢谢您的庇佑 宝宝目前一切都好～我的身体也在恢复 感恩 ​
@MBTI小行家 根据我的微博判断我的MBTI ​​​
