微博正文
翻着去年的微博朋友圈开始感叹读研后很多事情都不纯粹科研关系扭曲忍耐这是我观察到的人性之前认识不到随着认知的深入我本身的变化也显而易见思想深入考虑周全看待问题的全面性都有很大提高这是教育的意义还是自然而然的成长再读下去会收获什么选择考研的那天起我就做好了未来的规划这种规划慢慢的由于某些特定的理由模糊起来周围人会宣扬工科本专业就业有多困难这些非正面的情绪确实带给了我或多或少的影响我不认同深造是为了就业对科研有追求才能继续坚持跨进这个圈子才知道有多难之前的我单纯的看待很多东西好傻今天居然萌生出西部支教的想法我想应该只有今天但想了好多发现我确实少了那种魄力应该冲动的去做某件事结果好坏都自己承担错了也无妨还年轻还有犯错的机会我的一切都会越来越好不害怕不担忧相信自己自己的决定都是对的我可以接受一切结果
终于在七点半离开公司了，回到家里瘫在沙发上和朋友打电话计划六月份去哪里玩，我们还有那么多地方没去过，却要被固定在叫做岗位的地方，还那么年轻拥有活力满满的身体，在最适合观察世界感受生活的时候，把时间用来工作，消化时代和社会喂给我们的焦虑。电话期间客户和设计的消息弹出来，客户要明天一早给一版，设计说能不能不改，我心口突然就被一块大石头堵上了。最近总有一种胸闷气短的感觉，终于结束了倒计时，在早上非常客观也很清楚地列了自己离职的三个理由。但他们试图挽留，一一给我的理由找解决办法，但是找实习生并不能减少多少工作量，客户的需求还是那么多，我还是会天天加班把晚餐当成夜宵吃；我也知道工作就是没有意义的，每一份工作都很烦，但我就想换个屎坑蹲，我实在受够每一个人了；领导需求不明确是他们能感受到的问题，建议我换沟通方式，我实在不知道怎么推动和融入这样有毒的关系。他们让我学会从工作中抽离出来，那么多次了我哪一次发过脾气，哪一次说过我不干了，不都是说服自己反正事情迟早会干完的，哪怕是到凌晨两三点，实在是太可笑了，就像后悔吵架没有发挥好一样，我想当时为什么不说点什么扭转局势，明明我的需求是离开这个不适合我的环境，而不是改变我自己融入这个环境。早上和朋友说到尽早放弃紧张的关系，发现自己一直在逃离，离开家里离开工作，以前想过是不是应该直面困难找办法解决，甚至开始怀疑自己的能力，直到现在承认逃避就是我解决问题的一种方式。打开朋友圈发现高中同学做了我在大学时最想做的事，看了酷玩乐队的演唱会，这半年她都在朋友圈当旅行博主，在三亚跳伞，穿波西米亚风走在喀什古城，分享自己沙漠越野的心情，爬上冰川，去日本韩国马来西亚……高中时就很羡慕她有一个幸福的家庭，现在发现人之间的差距越来越大，嫉妒心发作，为什么我没有这种人生。世界上有那么多人，也不是一定要全都活成某一种样子，不努力不精彩的生活也是一种选择，xl说事情可大可小，前段时间焦虑就业市场不好担心找不到工作，小红书上全都是月入过万的同龄人，谁又半年找不到工作了，后来想想世界就是一个围城，有工作的人想裸辞，没有工作的人想随便找个班上，在什么状态里都想换一种处境。可能几个月后我还会因为找不到工作焦虑，下一次想辞职的时候又后悔这一次辞职，但至少现在的决定是对的，人应该拥有对生活的信心和对世界的好奇，不能让精神世界暗淡。
#冬云读报#【关键时刻的这场座谈会透露重磅信号：根据形势需要及时推出新的增量政策】面对国内外形势的新变化，做好二季度和下一步经济工作尤为重要，各项工作都要持续加力、更加给力。要实施好更加积极有为的宏观政策，靠前发力推动既定政策尽快落地见效，根据形势需要及时推出新的增量政策，以有力有效的政策应对外部环境的不确定性。要做大做强国内大循环，把扩大内需作为长期战略，加大力度稳就业促增收，在抓好消费品以旧换新的同时加快释放服务消费潜力，推动科技创新和产业创新融合发展，以高质量供给引领需求、创造需求。要充分激发各类经营主体活力，深入落实各项支持性政策，着力规范涉企执法，进一步解决账款拖欠、融资难融资贵等问题，实打实帮助企业解决发展中的困难，努力为企业提供更好的发展环境和政策服务。O关键时刻的这场座谈会透露重磅信号：根据形势需要及时推出新的增量政策
突然想到奥巴马当年说过：“你们需要在数理科学课程上学习知识和技能，去治疗癌症、艾滋那样的疾病，和解决我们面临的能源问题与环境问题；你们需要在历史社科课程上培养出观察力与判断力，来减轻和消除无家可归与贫困、犯罪问题和各种歧视，让这个国家变得更加公平和自由；你们需要在各类课程中逐渐累积和发展出来创新意识和思维，去创业和建立新的公司与企业，来制造就业机会和推动经济的增长。”“我们需要你们中的每一个人都培养和发展自己的天赋、技能和才智，来解决我们所面对的最困难的问题。假如你不这么做——假如你放弃学习——那么你不仅是放弃了自己，也是放弃了你的国家。”
【应对美国关税战，中国如何进一步支持企业和稳经济？】外经贸大学中国世界贸易组织研究院院长屠新泉：面对这样一个关税高起的短期冲击，我觉得确实需要政府给予企业强有力的支持，而且这些支持措施也应该要在规模上，包括速度上尽可能满足市场预期，来稳定大家的信心。从政策储备来看，我们还是非常丰富的，无论在货币政策还是在财政政策上，我们其实都还有相当丰富的政策空间和政策储备。另外从政策手段上来看，我们也要探索一些新的政策工具，特别是在贸易战的情况下，对于一些面临困难的出口企业，包括相应的就业人员，应该要提供一些直接的、相应的补贴，或者说财政支持的措施。另外，在扩大国内需求方面，也有很多新的手段还可以继续去探索。无论是借鉴其他国家的经验，还是从我们国家过去这些年中已经探索过的手段来看，增加居民收入，增加相应的产品供给等等，都可以更好的、更快的推动我们国内需求的快速发展，来弥补外部需求、外部冲击所带来的相应的负面影响。L新闻一加一的微博视频
【李强：根据形势需要及时推出新的增量政策要做大做强国内大循环把扩大内需作为长期战略】中共中央政治局常委、国务院总理李强4月9日下午主持召开经济形势专家和企业家座谈会，听取对当前经济形势和下一步经济工作的意见建议。李强强调，面对国内外形势的新变化，做好二季度和下一步经济工作尤为重要，各项工作都要持续加力、更加给力。要实施好更加积极有为的宏观政策，靠前发力推动既定政策尽快落地见效，根据形势需要及时推出新的增量政策，以有力有效的政策应对外部环境的不确定性。要做大做强国内大循环，把扩大内需作为长期战略，加大力度稳就业促增收，在抓好消费品以旧换新的同时加快释放服务消费潜力，推动科技创新和产业创新融合发展，以高质量供给引领需求、创造需求。要充分激发各类经营主体活力，深入落实各项支持性政策，着力规范涉企执法，进一步解决账款拖欠、融资难融资贵等问题，实打实帮助企业解决发展中的困难，努力为企业提供更好的发展环境和政策服务。（央视新闻）
其实就业困难只是我不想工作的借口....
#残疾人事业#【第一期完美收官！#新一轮促进残疾人就业行动方案有望出炉#】程序员、按摩师、快递员、律师、老师、网店老板……随着残疾人就业创业体系的不断完善，越来越多的残疾人成为你我身边的职场人。2024年是落实第一期促进残疾人就业三年行动方案的收官之年，经过三年的实施，我国残疾人的就业数量和质量均实现了显著提升，开创了残疾人就业的新局面。三年行动方案就像一簇火种，烧穿了偏见之障，融化了冷漠之冰，照亮了残疾人就业之路，同时，它形成了燎原之势。方案实施期间，党中央、国务院围绕就业工作做了一系列重要部署，政策措施密集出台，各类活动推陈出新，残疾人作为就业困难群体重要群体被一体纳入予以强调；“加强对残疾人等就业困难人员帮扶”被列入2024年政府工作任务；党中央、国务院印发《关于实施就业优先战略促进高质量充分就业的意见》，对完善包括残疾人在内的困难人员就业援助制度，完善残疾人按比例就业、集中就业、自主就业促进机制，发挥好残疾人就业保障金促进就业作用等工作提出要求。O第一期完美收官！新一轮促进残疾人就业行动方案有望出炉
李强主持召开经济形势专家和企业家座谈会中国政府网2025年04月09日21:03北京来源：新华社中共中央政治局常委、国务院总理李强4月9日下午主持召开经济形势专家和企业家座谈会，听取对当前经济形势和下一步经济工作的意见建议。4月9日下午，中共中央政治局常委、国务院总理李强主持召开经济形势专家和企业家座谈会，听取对当前经济形势和下一步经济工作的意见建议。新华社记者王晔摄座谈会上，张斌、李迅雷、沈建光、万敏、郑津、彭志辉、王钻等先后发言。大家认为，今年以来，我国经济运行总体平稳、向新向好，发展新动能加快壮大。虽然外部环境变化带来不少困难，但我国经济优势多、韧性强、潜能大，发展前景长期看好。大家还就应对外部冲击、推动经济持续向好提出意见建议。在认真听取专家和企业家发言后，李强说，今年的形势比较特殊，在以习近平同志为核心的党中央坚强领导下，我们沉着冷静应对各种风险挑战，一季度经济运行延续回升向好态势。同时要清醒看到，外部冲击对我国经济平稳运行造成一定压力。我们对此已经作了充分估计，做好了应对各种不确定因素的准备。我国的发展从来都是在克服困难挑战中前进的，只要我们坚定信心、团结奋斗，坚定不移办好自己的事，就一定能够化危为机，推动中国经济行稳致远。李强强调，面对国内外形势的新变化，做好二季度和下一步经济工作尤为重要，各项工作都要持续加力、更加给力。要实施好更加积极有为的宏观政策，靠前发力推动既定政策尽快落地见效，根据形势需要及时推出新的增量政策，以有力有效的政策应对外部环境的不确定性。要做大做强国内大循环，把扩大内需作为长期战略，加大力度稳就业促增收，在抓好消费品以旧换新的同时加快释放服务消费潜力，推动科技创新和产业创新融合发展，以高质量供给引领需求、创造需求。要充分激发各类经营主体活力，深入落实各项支持性政策，着力规范涉企执法，进一步解决账款拖欠、融资难融资贵等问题，实打实帮助企业解决发展中的困难，努力为企业提供更好的发展环境和政策服务。李强希望广大企业家厚植家国情怀，积极应变局促发展，做强做优做大企业，为国家发展大局多作贡献。希望专家学者发挥专业优势，围绕经济运行中的新情况新问题多提前瞻性、建设性意见。吴政隆参加座谈会
就业方向在本科以上的教育里，是文科还是理科还是工科发展得更好，都不要紧，因为女性能选择任何一个学科学习。从没有哪个学科是女人的专属，曾经它们都只属于男性。所以，重点从来不是这些学科的鄙视链。而是，一旦一个学科里女性多了起来，这个学科就像女性会被职业歧视那样开始被鄙视和污名化。甚至一旦女性在一个专业人数多了，这个专业就会被说成是“简单的”。而但凡男性多的专业，就会被说成是“困难的”。女性少代表着这个专业难度高，女性多代表着这个专业简单，甚至在互联网上，一个专业女性多这个专业就是文科专业——这种沙雕言论在互联网上特别普遍，但也不奇怪，毕竟整个互联网的学历水平在那里。重点从来不是讨论哪个学科更重要，因为在不同的发展阶段，侧重点就是不一样的。重点是对女性的贬低和污名化。
面对关税战，川普可能低估了一件重要的事情即中国动起手来是雷厉风行万众一心的VS而川普想让美联储降个息，都办不到相比之下，美国则更像是一盘散沙，利益群体之间相互矛盾冲突，各有各的目标国务院总理李强4月9日下午主持召开经济形势专家和企业家座谈会，听取对当前经济形势和下一步经济工作的意见建议。李强说，今年的形势比较特殊，在以习近平同志为核心的党中央坚强领导下，我们沉着冷静应对各种风险挑战，一季度经济运行延续回升向好态势。同时【要清醒看到，外部冲击对我国经济平稳运行造成一定压力】。我们对此【已经作了充分估计，做好了应对各种不确定因素的准备】。我国的发展从来都是在克服困难挑战中前进的，只要我们坚定信心、团结奋斗，坚定不移办好自己的事，就一定能够化危为机，推动中国经济行稳致远。李强强调，面对国内外形势的新变化，做好二季度和下一步经济工作尤为重要，【各项工作都要持续加力、更加给力】。要实施好更加积极有为的宏观政策，【靠前发力推动既定政策尽快落地见效】，【根据形势需要及时】推出新的增量政策，以【有力有效】的政策应对外部环境的不确定性。要做大做强国内大循环，把扩大内需作为【长期战略】，加大力度稳就业促增收，在抓好消费品以旧换新的同时【加快释放服务消费潜力】，推动科技创新和产业创新融合发展，以高质量供给引领需求、创造需求。要充分激发各类经营主体活力，深入落实各项支持性政策，着力规范涉企执法，进一步解决账款拖欠、融资难融资贵等问题，实打实帮助企业解决发展中的困难，努力为企业提供更好的发展环境和政策服务。李强希望广大企业家厚植【家国情怀】，积极应变局促发展，做强做优做大企业，为国家发展大局多作贡献。希望专家学者发挥专业优势，围绕经济运行中的新情况新问题多提前瞻性、建设性意见。#电车财经##对美所有进口商品加征84%关税#
