🎑 ​​​
嫡长女诞生虽然你的出身不好 但豹豹猫猫不会嫌弃你哒！！永远是我最棒的paper！ ​​​
魔鬼定律：不洗脸不洗头不收拾出门总会遇到熟人 ​​​
祝我的大大怪将军节日快乐#八一建军节# ​​​
真是命运戏弄大馋猪 外卖已经排到周四了 #外卖商战# ​​​
这几天的收获就是 永远不要相信男人的嘴 一次都刀不对 ​​​
 ​​​
我选择好朋友作为我疲惫生活的解药 ​​​
男朋友说我的工位是零食仓➕玩具店 ​​​
我是最幸运以及最幸福的小孩 我遇到很好的室友 很好的同门 还有一个外向开朗的未来室友！ ​​​
希望下次见面可以陪我吃完一顿午餐好吗#短暂的相聚是奖励还是惩罚 ​​​
👩🏼‍❤️‍👨🏻 ​​​
苦苦求了师兄一秒钟 师兄终于同意把衣服给我们 ​​​
仿真一个月 不如ChatGPT三分钟 上交硕博连读的微博视频 ​​​
你身上什么味道 瞳孔的深浅 怀抱的温度 我马上就要知道了 ​​​
人怎么能倒霉到把组会汇报、一审回复、仿真复现和大姨妈放到一周啊 ​​​
“人果然会在不同的时期爱上同一种风格的男人”“莞莞类卿罢了” ​​​
“最最最重要的就是 享受自己！” ​​​
#端午节##儿童节#  ​​​
一代人有一代人的破烂 ​​​
i人酷刑 为什么到我变成答辩现场了感谢我的小导为我花生 ​​​
我怎么能这么会买衣服！为了见男朋友一口气买八条裙子 到了五条每条都合适 选择困难症的福利到了 ​​​
耶！#凤凰传奇##凤凰传奇演唱会抢票# ​​​
你问我每天在抖音干什么被闺蜜催婚 ​​​
见面感觉是在兑奖 究竟要把多少次想你兑掉才能换一次见你老师出差的日子想去河南的心达到巅峰 ​​​
嘴上喊一万遍后悔 现在还是要老老实实报名#博士研究生##研究生#研究生超话 ​​​
俺不中嘞 上辈子是个闹钟吗 为什么隔一个小时醒一次 ​​​
谁能拒绝下班前拍一个dy低智手势舞#下班分享# 上交硕博连读的微博视频 ​​​
咱们大女人的执行力就是如此！ ​​​
分享图片 ​​​
忙和爱从来是不冲突的步履不停 也许同时赋予了我与你相互吸引的魅力 ​​​
2000天 真厉害 辛苦我了 ​​​
研究生染上这几样 算是完啦#研究生# ​​​
#苦尽甘来遇见你# 是浪漫极致的爱情与温暖细腻的亲情 ​​​
陆续在朋友们之间破防 ​​​
✌️ ​​​
一天去五趟财务 我建议研究生报账 毕业直接授予会计学士学位 ​​​
所以时间的参照物是什么呢 ​​​
晚上和妈妈打电话，提到清明节不回家时，她语气有些失落。想到自己总出去玩，而他们却一直在家，我心里有些愧疚，便说：“如果今年可以拿到奖学金，过年就带你们去北京！”妈妈听了，开心地分享起朋友去北京的故事，但嘴上却说：“去北京有什么好的？难道北京的土比家里的香？”我知道她总是有些可爱的 ​​​ ...展开
分享图片 ​​​
DS老师上班 我摸鱼“合照加一” ​​​
吐槽老师的话发给了老师我直接原地去世 祈祷老师没看见 ​​​
今天看#难哄# 看到的片段突然想到年前去给小朱过生日 我说我送给你三个礼物 最后一个是我 他说“不 第一个礼物是你” ​​​
亲爱的 有些人的心是开不出花的冻土 ​​​
真希望天降一个185博士生大帅哥 走到我身边 一把夺过我的鼠标帮我写论文 在我耳边轻声低语道 你的痛苦我心疼 你的烦恼我解决#论文# ​​​
我知道 爱 本质无异 ​​​
我的好闺闺结婚我做主桌 ​​​
男朋友去集训了 想他 ​​​
小狗找到了！要感谢帮助我找小狗的家人 感谢警察叔叔 更要感谢dy平台 让附近的人看到了我丢失的小狗 感谢这个世界上所有善良的人 ​​​
我的小狗丢了 妈妈说是因为我一直逗他 所以小狗变得粘人 才被人抱走了 好像真的是我错了 ​​​
由于我打电话一直说小朱以前的发型好帅好青春 他这次见面小心翼翼的买了一个假发还买了我喜欢的眼镜 说要给我看看重返大学时期其实怎么样我都喜欢 小平头也帅 附加两张精心准备的长发帅哥 ​​​
是什么会让人从infj变成isfj#mbti# ​​​
❄️ ​​​
中午想吃的烤鸭 晚上就吃到了（减肥失败版） ​​​
每天的工作就是逼问ChatGPT ​​​
五年前 模电课 黑色衣服 火锅 ​​​
丑媳妇终要见公婆宝宝，宝宝虽然他们都不看好你，否定你，但是我仍然会视你如珍宝，一遍一遍的粉饰你，使你重生。 ​​​
“重生之全球科研水平下降一百万倍而我却未受影响”“导师没发补助饿出幻想罢了” ​​​
今天跟小朱去市里往回走的时候路过一家炒酸奶买了一杯尝一尝，在等单的时候发现店家挂的风筝不错我说“不会是从潍坊带来的吧?”“我去给你问问”“？”说着他就要往店家那走，我连忙拉住他。救命这就是E人吗，果然I人就是E人的玩具。 ​​​
见面会得到拥抱 中秋快乐 ​​​
当我的表情包照进现实 ​​​
✈️ ​​​
仿佛踏入了一条长河，我曾多次尝试过河，但都被湍急的流水吓退，我需要一个可以引领我过河的人。但可惜，身边的人或已上岸或是观望。 ​​​
六月总结_本学期所有考试结束!! ​​​
读研真的需要调整好心态 此刻想上班的心达到顶峰 ​​​
致敬我忙碌的五月 ​​​
我总是患得患失 焦虑自卑 总在生活的角落里抠细节证明哥哥的爱 从第一次在部门例会上 发冬天的保暖物资 有一个很好看的耳罩 但是没有选到 其实就多看了一眼 晚上回去的时候你问我是不是想要那个 那时我就知道哥哥是一个很细心的人 后来也证明确实如此 今晚心情不好找了一个小的借口闹脾气 没想到哥哥 ​​​ ...展开
爱需要见面! ​​​
为什么知道马上要见面了 反而有点伤心呢 ​​​
工科女不允许爱情有波动 ​​​
军恋超话时间过得真的好快马上就有一批女孩子跟半年前的我一样哭唧唧送男朋友离开半年来我的变化好大 变得独立不再时时刻刻依赖我交到了新的好朋友 实验室的同学也比想象中的友好我开始健身 学习 充实自己我希望我们再次见面时都是更好更优秀的自己 ​​​
前几天出门买了一双高跟鞋 这是23年以来自己买的第一双高跟鞋 我穿上它有种奇怪的感觉 跟闺蜜说起来 这就是小时候以为的长大后的自己吧 好像快一点上班经济独立做一个大人 ​​​
我宣布床上的工作效率比实验室高一百倍 ​​​
