谢谢你这么爱我。 今年的生日愿望是希望所有人都健康，平安，平静。
转发
//@啊熊姨:视频里懵懵的小鸟太可怜了，更可怜的是直接撞死的，最近刷到太多被撞死的绣眼了
//@劳东燕2004:总有人通过公开的评论或是私信，以辱骂或是讽刺的方式，指望我不堪打击而离开公共领域。不知道这样只会强化我留在公共领域的决心么？
转发
//@尉迟燕窝窝://@鸿鹄夜奔://@我对撞向我们的流星许愿://@玛嘉烈出航记:我受不了了.//@豐饒海之子://@一棵甜熟往事:再看到这条只觉得心痛，并且知道此势已不可挡，历史没有找到善良的通道。
撒娇的尽头是睡着，然后是在梦中变换各种睡姿～ ​​​
分享图片 ​​​
夏日的黄昏，晚霞与微风。 腼腆的柚子的微博视频 ​​​
🐱：妈，你不爱练瑜伽吗，我这么不经意一坐，要你知道什么叫顶级柔韧性。 ​​​
今天说了好多丧气的话，在今天结束之前，我想说，即便如此，我仍旧幸运地找到了同频共振的人，如果说人生是连续的刹那，那我拥有着比痛苦破碎多很多很多的幸福平静的“此时此刻”。 ​​​
年度最讨厌词语：出片。
我对忽视特别敏感，常常觉得自己需要用完美的表现换取接纳，认可，需要努力争取爱和关注，我害怕被嫌弃，被抛弃，总是急于剖白我自己 ​​​
一大早做梦哭醒，在梦里，我声嘶力竭地在剖白自己，想要对方看见我、理解我，然而人家只是用一种看疯子傻子的眼神望着我，直到我彻底崩溃。这种场景，仿佛就是现实的复刻，我羡慕甚至嫉妒他人的成熟，理智，端庄，我常常想追问：为什么你们似乎什么都不在意，看起来总是那么幸福，为什么你们不害怕被 ​​​ ...展开
今天心情真差。 ​​​
记录一个突破性进展：学了3节课，今天蛙泳已经可以游到头了，明明前半节课还在纠结换气和手脚动作不协调、衔接不好的问题呢，后半节课莫名其妙就突然开窍了，游起来了。成功的体验让人信心倍增，想要再接再厉。 ​​​
这个视频我俩看了快一百遍了，脸都笑出褶子了。谁家小猫这么会嗲啊当然是我家的啦！ 腼腆的柚子的微博视频 ​​​
我发现自己现在很难被 PUA，也很难落入“先制造焦虑、再引导冲动消费”的陷阱。就拿健身来说吧——无论教练怎么说我“臀部不够翘，要多练臀，否则身材没有曲线感”，我心里都很难起波澜，也冒不出“我应该自卑”或“得赶紧花钱买几十节课程”的念头。一方面，是我还是读过不少书，这些书，不仅像一层 ​​​ ...展开
8月读了这两本，都好喜欢。 ​​​
分享图片 ​​​
分享图片 ​​​
如今，美和好身材已经成为了一种义务。统治阶级和富人通过将自己占优势地位的要素与审美标准关联，通过塑造仪式、服饰、品味、美的观念等，推广一套尽可能单一的范式，将美与困难挂钩，制造焦虑，引导人们确认一个“文明人”该有的样态，有意识地给人们灌输一种关于美的理想化模板，让人们自发与之相 ​​​ ...展开
对，与其面目模糊地把自己藏在各种主义之下，不如对自己和他人保持开放，去认识真实的个体，去爱具体的人。 //@找不着鹿:在自己具体的生活里，做具体的事，看到具体的人。虽然在更大的层面似乎巴别塔已经塌了，但是在具体的生活里和一个个具体的人建立联系仍然是完全可能的事。不要辜负自己的具体的生 ...展开
消极的抵抗就是积极的投降。 ​​​
转发
好想吐槽瑜伽馆的有些大姐们哦。这么热的天气，20多个人挤在一个不大的房间里做有氧运动，已经热的要中暑。结果她们先激动要求把唯一的一扇门关闭，再咋咋呼呼要关上几扇窗户，而她们立誓将整个房间搞得密不透风的理由是，出汗了毛孔会张开，不能吹风，否则寒气风邪会入体，老了以后引发各种虚寒湿热 ​​​ ...展开
满哥现在这个点了开始烧水煮泡面，关键这人还从来不健身，也从来没有身材焦虑，相比年轻的时候，肚子上长了一些肉，但人家压根毫不在意，当男人太容易了，这精神状态我真的羡慕。 ​​​
感觉现在的文化产品（不包括完全脱离现实的甜腻现偶，也不包括集全中国最封建于一身的古偶）即便是言情小说，更受大家欢迎和推崇的作品，也都不再相信爱，认可爱，承认爱，而是先有对有限资源的竞争，再有片刻的动情，期间，还要玩弄拙劣的把戏，在幽暗的心机中挣扎，进行非此即彼的较量。在以此建构 ​​​ ...展开
//@X40岁加女士的聊天: 图片评论 查看图片
转发
从我自己身边的圈子来看，确实如此，拥有很好的亲密关系的男人最好的朋友就是他们的爱人本人，反而没有什么同性“好兄弟”
朋友们，我只有一个微博账号，就是目前用的这个，昵称“腼腆的柚子”。另外，我不会在微博和任何朋友乱聊私信，也绝不会和任何互关借钱、进行任何涉及钱财的来往、以及类似于亚马逊购物等任何形式的扫码求助，请大家注意防范诈骗，警惕下图的恶意模仿账号，如有可能，请大家帮我投诉这个骗子！ ​​​
这一期节目看的人泪流满面，真实自有万钧之力！谢谢C J
每一条都赞同，我自己的一点补充是要尽可能地多参与线下生活，真实地去感受花开和风声，要和我们的身体和解，不管它是什么形态，它都很重要很珍贵独一无二，而不要被苛刻的审美范式裹挟，将自己的身体冷酷地切分成无数块段，去审判嫌弃它不够完美标准
我们老中人到底要努力避开多少坑、学会多少自保的知识，才能勉强度过这操蛋的一生
来首尔喝的第一瓶啤酒，盲选，竟然很不错。 ​​​
//@假苏更生:了不起//@麦卡PU10P:再转一个洗洗眼睛。饿了么骑手陈科达，徒手抢走罪犯的斧子//@麦卡PU10P:了不起。第一个上了才会有后面众人的跟进，@饿了么 请找到并重奖//@一只猫的背影://@pp倒:我靠 太勇了吧//@欢声笑语bot:这男的也懵逼了，TM的他直接上来抢？//@杰克波比 :直接拿？？这么勇我的发
如果我们敢于承认，那这一段所展示的，无论是赤裸裸的还是暗流涌动的，都一定并不局限于曼哈顿上东区的女人们。 ​​​
有时候，想想自己过去的生活和经历，会觉得人生总在错位。最穷的时候反而是自尊心最强最渴望轰轰烈烈的时候；最缺爱和不懂得自我爱护的时候，反而是最想要和外界展示自己拥有爱甚至被爱包围的时候；体力最丰沛活力最旺盛的时候最想做的事情最渴望向别人证明的，三十岁以后却要么兴致缺缺，要么一笑置之 ​​​ ...展开
非常推荐情绪写作，我之前焦虑情绪很严重，但自从我每天只要有情绪大波动就立刻尽可能诚实地写出来与gpt 交流，和它一起深挖探讨情绪的成因以后，我发现很多困扰我的情绪不知不觉间就消失了，它们不再是一个能够困住我的问题了，只是流经我，又悄然离去
今天拍到的动物云，夕阳，树冠，一颗独自在江面飘荡的红气球，桥架，还有高悬树梢的圆月亮。 ​​​
作者太辛辣了 ​​​
以前老想迎合规则，努力讨好他人，把别人的感受和需求看的重于自己的，非常在意别人怎么想怎么看，今年好像走到另一个极端了，每天除了淡淡的死感，就是提醒自己活着已经很不易了，别介意做一个烂人，一个低素质的人，一个粗糙的利己主义者，而且就现在这个社会，你再不济又能产生什么破坏力 ​​​
昨天，我、满哥和他爹，在他老家的商超转悠。他爹趁着家中有人帮忙，一口气买了两袋大米，还抱怨年纪大了，眼睛昏花，连药盒说明都看不清。我们随即决定给他配副老花镜。商超门口正好有一家眼镜店，我们提着大米，说说笑笑地走过去。接待我们的是一位五十来岁的阿姨，衣着朴素，鼻梁上却架着一副大墨 ​​​ ...展开
二人麻将玩到凌晨一点半，终于让我做成了饼一色和七对，哈哈哈哈 ​​​
Your future depends on your dreams ，so go to sleep ！ ​​​
有时候，我们不是被人伤害，而是被自己的期待击中。 ​​​
突然在想，十年后的我会对现在的我说些什么呢？想来想去，感觉她会痛心疾首地要求我：求求你照顾好自己的身心健康吧，少内耗，少熬夜，少吃垃圾食品，爱惜眼睛，毕竟你这幅破破烂烂的躯体十年后我还要用啊。 ​​​
我就是很在乎，我害怕被人误解、轻视、冷落、抛弃，我不喜欢独处，我无法享受孤独，我想要被爱、被喜欢、被认同，我渴望与人联结，真诚交流“深水区”体验和感受，我没有上进心，没有任何一定要拥有的东西，也无法真正躺平，安心做一个废物，我最想我能好好地充分地爱我自己，允许自己体验、犯错、不完 ​​​ ...展开
在大阪观看花火大会，原本说好七点四十结束，主办方却临时加时，直到将近八点才落幕。我们难掩兴奋，却又担心散场人潮太过拥挤，便提前原路返回。从海边观赏点到车站有一段距离，我们走走停停，时不时边走边仰头望天。偶尔，高大的建筑遮住了视线，只听得爆破声轰然传来，震动天际。有时，一簇簇烟火 ​​​ ...展开
随手一拍就很美 ​​​
分享图片 ​​​
分享视频 腼腆的柚子的微博视频 ​​​
今天在日本遇到一个超好超热情的老爷爷，他主动过来为我们提供帮助，虽然语言不通，我们彼此交流的并不顺畅，英语中文日语来回切换，但这种线下的人与人之间的联结总是让人感动，生发出一种幸福的眩晕感。 ​​​
允许自己被误解而不崩溃。我最近在练习这个 ​​​
