当你敏感多疑的时候恰恰是展现出自己对自己的不认可不自信 ​​​
“体质决定了未来所有的工具本质上都是增税”
//@董董Mercurio:感谢珍贵的分享！这个教育方式真的太棒了！不仅锻炼人的逻辑、思维，也培养人的感受、同理心、和他人的联结感。前些天写坏的教育摧毁人。好的教育则是培养人的（至少底线不能是摧毁人的）。
//@馬皢尙:表面上呼吁集体利益为重，内心里全是个人利益的小九九。
//@世怪螺像:非常同意，我觉得数学语言帮我打破了许多以前的刻板认知，第一次看到离散性这个概念时也产生了类似感受//@七百里三回曲:还有就是，如果强调个人努力，就会强调连续性，而如果强调环境和社会结构，就会强调离散性。因为离散节点很大程度上是社会制度制造的。我在接近二十年前第一次备考GRE ...展开
//@石头断情绝爱版://@麻薯粘街://@你到底要我啷个://@圣诞快乐劳荣枝女士_:没读好书就应该有这样的工作环境吗？把社会的结构性问题转嫁给个人，真的好恶毒
//@方出神:早就告诉你们了：微博正文
//@老出差的程序员:说的对
//@沈嘉柯:去安徽六安市金寨县，有梅山水库，风景一流。物价便宜，高铁通畅。//@也要楚天阔2019:快帮我推荐一下，国庆期间人少体验好的优质景点。其实根本就没有。我本来打算自驾去陕南玩，黄柏塬或紫柏山，但问了一下，去年这俩地方一路堵了几公里。只要稍微像样的景点，都是人满为患。
好牛逼…看完后觉得与时代脱节了…//@internet-garcon-pdf:WOW//@JoannaBlue:以为真的//@格兰芬多公共休息室://@Agent阿神:卧槽！//@无畏漫境://@颜文字君:卧槽好逼真Σ(゜゜)//@herry是苦逼的设计师:卧槽好牛逼，最左边那个龙最后 ...展开
//@石头断情绝爱版://@红蕾哥的404人生://@无辜钕://@puppiereallyluvsu://@豌豆冷萃://@江赫:报应之
想去加州 ​​​
码花洒
#户晨风#  人生只有安卓和苹果 ​​​
文笔村 ​​​
俺不中了//@石头断情绝爱版:要不起，过！//@矮周迅:服了//@你别说还真是这样:我真服了//@宸逸ES://@俗世共鸣i:卧槽笑死我了//@阴雨天睡大觉ooooo:我不行了
工装裤好好看
喜欢吴世勋啊啊啊
姥姥姥爷都是40 50 60那个年代的人，他们问候的方式像他们那个年代一样书信式的口吻老友间的问候，真好 ​​​
//@燃烧的雾港水手:性不压抑的地方是这样的。
//@墅姐:是的。还有，我以前会听“肯定句”（positive affirmations）的音频，然后自己写和金钱相关的肯定句，多次、重复、肯定，会改变大脑的思维方式。正面思考、肯定自己、鼓励他人，就是自己给自己改运。//@冰糖蓝莓_:每个人都需要很多来自别人的鼓励，这样的正循环多次重复以后可以改变大脑的思维 ...展开
//@镜子杂谈:确实//@郑峻:毫无常识和公德。
//@车库工程师:时间就是最大的优势，光是把从读大学，到毕业求职，到工作，甚至副业，投资整个过程记录下来，就是一部个人的成长史。做一个账号跟投资复利挺像的，前期很缓慢，后期增长很快，也算是复利的一个案例体现
//@劳东燕2004:天生聪明抵不过信息差别。恰好看到理想国译丛序中的一段话：“此刻的中国与一个世纪前不同，但她仍面临诸多崭新的挑战。我们迫切需要他人的经验来帮助我们应对难题，保持思想的开放性是面对复杂与高速变化的时代的唯一方案。但更重要的是，我们希望保持一种非功利的兴趣：对世界的丰富性 ...展开
大自然鬼斧神工
//@心与坟墓ll:怎么安装呀博主
‘当世界被打开的时候，人只能不停离开故乡，进入陌生的城邦。
想起了那时我总会在心里给你鼓劲，支持你，鼓舞你，哎不珍惜到最后什么都没有了…
哈哈哈哈爷青回
安井红糖馒头码//@庄时利和:有一说一，来总几年前安利的这个红糖馒头挺好吃的。 查看图片 //@蘸盐:这是被喊去喝茶时的谈话内容吧//@来去之间:这话俺都会背了——“你们企业少跟我谈法律，法律只是红线底线，老百姓的合理需求你做没做到，没做到就 ...展开
如果只是路过，那我就在终点等你。 ​​​
民主的人，也比较谦卑 ​​​
码纹眉毛
🌝不老女神？//@狗派天下第一:该领养老金的人是我吧//@薄荷包蛋派:健身动力//@守法周市民:建议老人卡发给我//@你的阿磊:这60？//@白桃乌龙冰冰茶:。。。这有60？//@颜文字君:哇( ᵒ̴̷͈ωᵒ̴̶̷͈ )//@林水妖:妈呀//@五五五五五5个五:巧笑倩兮，美目盼兮//@顾惜之:好美// ...展开
小勋。宝宝好帅
//@加州男大985:怎么去这里上班
//@推拿熊:牛油果+香蕉+豆浆粉也是很好的选择//@推拿熊:大家可以试试紫甘蓝+香蕉+蓝莓用破壁机打成蔬果汁，饱腹感很强而且喝下来整个人神清气爽的。今天我还试了买的so acai的羽衣甘蓝粉搭配奇亚籽粉再到一包20g豆浆粉加水打成奶昔，又方便又好喝
最讨厌等了，可我一直在等… ​​​
"On one of Olivia's jubilees, Twain wrote her a letter that included these lines: &quot;Each day spent together convinces me more and more that we will never regret for a moment that we have joined our destinies. Every year, my love for you, my dear, grows stronger. Let us look ahead— ​​​ ...展开"
//@无忧无虑uu:用初中数学吃透大模型：直接打开这个链接，跳转到知乎，再点击右上角听的按钮，就可以边走路边听了。我现在在一边健身一边听，真的觉得讲的非常好，文理科生，非 it 工作者都可以理解的程度。一些权重和数学计算看不懂的就跳过，听第一遍觉得有点难的打开看看文字，一下就理解了。最重要 ...展开
河西走廊第二集，讲述了本出身平凡的霍去病后成为贵族，但他并没有享受贵族的享乐生活而是沉迷于武功的锻炼。他的叔叔为卫青。汉武帝派卫青和霍去病等人攻打匈奴，年仅17岁的霍去病率领的军队大获胜，而其他兵队则损失惨重。之后霍去病获得汉武帝的赏识，先后三次出征河西走廊，屡战屡胜。且在内蒙一带 ​​​ ...展开
那就和好呗 ​​​
今天看了河西走廊的第一集。河西走廊因在黄河以西，有形似走廊，得名为河西走廊。汉武帝刘彻19岁，派正值27岁的张骞出使西域。因中原长期以来受匈奴的侵略和干扰，汉武帝派张骞出使西域联合大月氏，分别从东西联合夹击攻打匈奴，来维护国家的安全。扁都口是青海到西域的重要要道，祁连山在河西走廊起 ​​​ ...展开
漫山遍野你的脸庞 唯有遗憾最漫长 ​​​
有知者有畏，无知者无畏//@真诚的知识分享:除了近期调整外，这几年银行板块涨的好，但我认识的银行高管几乎没有敢重仓自己家股票的，因为看到净息差、看到不良率，心理会嘀咕；包括马化腾的腾讯高管当初也是不太看好腾讯发展，在腾讯上市初期，卖了很多腾讯股份，以致让南非人成了腾讯大股东// ...展开
//@加州男大985:蒽
你混社会混了两年，也是在底层。你读书读两年也可能还是在底层，也极有可能接触到中层。读书比混社会有更大的几率混入更好的圈层。 ​​​
//@大尾巴小白羊:真的。现在想起来的全是美好。所以要多留时间给家人。//@墅姐:那就是没走出来，时间还不够长，或者心态还不够成熟。比如，你20出头时可能会纠结一个人背叛你，但到了30或40岁，就无所谓了。也无风雨也无晴。//@Philo丨Sophy:有很多bad moments也会时常出现在脑子里。。
难道这就是痛苦焦虑恐惧失落的原因？
想在冬天和你戴同一条围巾 ​​​
一直是个奇奇怪怪的边缘人…
以后不要把玩放在第一位… ​​​
好图//@你不会在意的短吻鳄://@背诵九九乘法表://@Aaa口服液瓶盖收藏家:伞断了没关系，一起坐着就挺好。
有期待才有失望，无期待就是惊喜 ​​​
我适合一个人
