repost
这辈子不能让我谈到民机那我还有什么意义？
我需要一个怎么推也推不走的人 ​​​
这么善良美丽又强大的人，真的好可惜💧
看得我热火难耐的👅
觉得一个人可爱那便是完蛋的开始
突然想起个事 我双镜2呢？
敢不敢让我和李庚希上床？ ​​​
我真的好喜欢我朋友圈里的女孩子呀。每天打扮得美美的的出去玩拍漂亮的照片和手势舞，每个女孩都有属于自己的特点，嘴还超级甜，每次一发自拍她们总是第一个在我评论区底下夸我，真的好喜欢她们。最喜欢的事情就是在休息日的晚上看女孩子们发的朋友圈咯😚 ​​​
越素越爱🥰
我真的好烦呀，好讨厌我的性格，好像我天生就是一个没有脾气的人。
林子君好帅呀。。。。 ​​​
真几把贱啊
ok
有很多人和我说过不要活在过去，道理我都懂 可是我始终摆脱不掉，过去的朋友，过去的经历，甚至，过去的痛苦。许多朋友都会在分别后遇到新的朋友，或许他们正沉浸于新鲜的情谊之中，但我却总想时不时与他们联系。
想着想着就开始讨厌自己了
//@鱼珉怜:想象中和诡秘自拍:
嗯嗯//@至尊大祖师:没事 我会幻想所有人都是女同
气死我了 ​​​
我是不会放弃成为有村架纯那样的女人的 ​​​
顺直男死绝了👌
有人对我散发一点点善意我就开始幻想以后我们会变成朋友 ​​​
好不好？
面对我牢狱一般的高中三年生活我只祈求能够出现生命的快进键 最好是明天早上一睁眼我就高考完了^_^ 我只想知道三年后我会去哪里上学 毕业后我将会在哪里工作 我未来的伴侣会是怎么样的人 我将会在哪个地方生活 这些我都太想知道了 然而对于我明天要早起去的地方我一点也不想去， ​​​
以前总觉得自己是讨好型人格 实际上没有把任何人讨好上^_^ ​​​
不要参与任何一场对女性的集体讨伐//@东篱的星野铃音:反正我是不会为了任何男的冲锋陷阵的去骂任何女性。
到底要长到多大才能坦然接受自己很不会讨人喜欢这件事 ​​​
我出生了
转载了@嗑颜bot 的微博图片看见这张图的我可以原谅一切 ​​​
好爱看漂亮女人们幸福
//@蒸氣明治:玩以下梗的会被我拉黑
一口吃了//@浮色可乐:想你了
sjshyxhendoxojwnmskxkzhbavehdjshsnxkkzkfldn
啊啊啊呃//@脸上有只花蝴蝶:四个人晚上睡一起都容易扣错人
诶呦我太萌噜
宝宝们。
嘿银一个人扣太累了 让民机帮帮她
我没话说了//@淋痣蕶:笑黄子韬的时候网友们为什么都这么幽默，因为喜剧的最高境界是自嘲。//@豆你玩://@贴甲小包://@龙山高中教导主任://@煮润焚琴://@CanaryDiary_:确实是这样
太太太太美了…
爱上5️⃣萌物的第二年 ​​​
给女神跪下了
诶哟我滴可爱宝
柳智敏的粉丝真的觉得她没谈过恋爱吗… ​​​
我和我的俩个老公
码了//@今天喝橙汁了眉:码//@春川小池狗:码//@何鸠_:码//@夏至幽靈:好好玩//@fenewky:码了
我的妈呀萌翻了
这喷不了这真是一家人
我像twice里的谁@九型人格小行家 ​​​
不能。但是可以做我主人
找不到这一点老公我不活了//@NewJeans有姬就麦:找不到这样的老公我不活了
瞅这一大家子闹的…
我贱
宝宝姐姐
我像newjeans的谁@九型人格小行家 ​​​
我要笑死了
我//@汪崽流奶:我看到别人说我长得像我爸也这样
//@NA2CO3o22i:还是想再引用一下这段话：女性意识并非有着前卫的思想才叫女性意识，女性意识是把女人当做一个有血有肉的个体来看待，让我们看清楚她们的喜怒哀乐，并且接受她们的复杂性… ​
此女乃神
可爱
转载了@金智秀_KimJisooEcho 的微博图片 ​​​
劳尔你他妈下来//@文明养狗_:🙄我懒得喷
安权才是真正的狗姐…… ​​​
李娜恩超话生日快乐，我最美丽的娜恩 ​​​
motzu超话如此可爱的一对！！！怎么没有人嗑 ​​​
//@-阿酒吃茶:一个因为点破烂感情不想活了的男的不知道还特么以为给社会多大贡献呢   他是救死扶伤了还是见义勇为了  他烈士啊
平井桃是世界上最萌的人 ​​​
转载了@佑宥的小铺 的微博图片宝宝🥺 ​​​
请Kpop无偿归还李娜恩于我。 ​​​
我好想你老婆，等我中孝完好好疼你🤲
凑小子你
她们两个经常为了我打架来着
屋顶上吃西瓜，身上黏腻着夏天的气息，夜晚在凉席上敞开心扉，离别时藏在床头柜的信封，最后剩只留下记忆的民宿。
