苹果就是忘本b啊 我只用安卓
贤菲超话  有没有人懂第二季心凌那一集一菲靠在小贤身上 ​​​
当一秒风年鸡 ​​​
时代峰峻的狗屎运镜我忍你很久了 到底在运什么鸡毛？ ​​​
期待😚//@演员于垚:#入青云定档1008# 青云直上，共赴此约☁️在下二十七，恭候各位。#入青云全阵容官宣#
王者农药你坏事做尽
好想刘耀文 ​​​
我：
这个发色真好看的没边了 ​​​
六周年接长沙接贵阳接南宁接广州接武汉接南昌接衡阳 ​​​
你麻痹的t6t粉丝脑子有毛病 ​​​
芊夫和深夜打赏女主播37w那人的粉丝脑子是有毛病吗 ​​​
我找到家了。 ​​​
#刘耀文哭了#老公一滴泪 世界都毁灭 ​​​
#刘耀文哭了#宝宝你是我的小小fmvp ​​​
归途大妈 ​​​
嗓子好像又发炎了 ​​​
棒！
老子困成狗了感觉要在讲台上睡着了 ​​​
不要黄子韬啊 ​​​
#刘耀文外务#我哭了 ​​​
这是人话
救
追爱豆就要追同龄的 ，当你每个年龄阶段喜欢的类型都有变化时你就会发现他也一直在变成你喜欢的模样 ​​​
谁拍的？我不满意
转载了@弥觉十二 的微博图片这只小斗多少钱 ​​​
我哭初中的回忆
@时代少年团-刘耀文 小寿星你今天还没发九宫格 ​​​
不是诚心收物的麻烦别来打扰我了 ​​​
我但凡长得好看点我对这个世界的恶意都会少一半 ​​​
时代峰峻你死了
唱跳全废的死心机婊捞起，妄想超越小文文别再做梦了 ​​​
捞起一生黑 ​​​
这个活动我怎么没看到我家幺幺跟着我去了长沙西双版纳四川重庆沈阳长春哈尔滨延边
。。。。。。。。//@你的笑话有点不好消化:打死了
哈特ruanruan ​​​
全是神图
那些没卡点给刘耀文生日祝福的队友你们完了。卡点的也完了。 ​​​
我要缠刘耀文一辈子 ​​​
耀文你真是我的小福星 ​​​
老风竟然王者了 ooc了吧
syx你是傻逼吗 ​​​
刘耀文超话今天是我关注超话的第2000天，希望能继续伴你一路前行～ ​​​
你是我的小太阳啊@时代少年团-刘耀文 ​​​
好朋友们 你们认识刘耀文吗
生日快乐 我爱你@时代少年团-刘耀文 ​​​
耀文十九岁的最后一分钟 ​​​
我的天
走不出 看不破 ​​​
倒计时一天 ​​​
我本来要去的
#接力520爱刘耀文不停#请20岁的小文文喝奶茶 ​​​
#接力520爱刘耀文不停#谁敢点进这个词条看 ​​​
洪崖洞 解放碑 千厮门大桥 江滩公园 朝天门 鹅岭公园 鹅岭二厂 鲁能巴蜀中学 歌乐山 下浩里 豫丰里 巴蜀中学 观音桥 长江国际 黄葛晚渡 李子坝 光环购物广场 ​​​
妈妈。。
对啊
全世界都在给耀文过生日，只有我在上班
好看
可以不要失眠吗，我七点钟就要起床啊啊啊啊啊啊啊啊 ​​​
想吃重庆的火锅了 ​​​
想吃沈阳的鸡架了 ​​​
生日快乐🎂
卧槽。。。
#南派三叔十年复仇之作#复啥仇。。一开始还以为是吴三省要复仇 ​​​
倒计时三天 ​​​
卧槽。。我又可以了
第一次见你 你还是十五岁 ​​​
我不想上班了 我想去给耀文过生日啊 ​​​
呜呜呜呜呜呜
抖音不要再给我退阿勒泰了。。现在就想去草原看云卷云舒 看风吹牛羊见 ​​​
对不起 又想去重庆了 上次的教训还不够 ​​​
码
支持磁带
是我家小MVP
🐴
卧槽。。。。
烦了一天听到刘耀文的声音瞬间觉得好幸福 ​​​
我时常在想我到底造了什么孽能遇到这么多小人 ​​​
他妈的掏粪家族跟傻逼一样 ​​​
有点怀念初一暑假了，那时候在外公家，爸爸妈妈不管我，外公外婆也对我好，天天睡到自然醒，想玩手机就玩手机，没有人催我写作业，每天外公还变着花样给我做好吃的，炸鸡腿，粉丝扇贝，酸辣粉……好怀念啊怎么这么快就长大了 ​​​
想吃好吃的 ​​​
就是我怎么了//@Aprosei:我//@坏貓旋律://@我怎么li:张弛有度//@久奈野子:本人
有意思吗？//@GY_小助手一号:现在仍有七位数左右的欠款未追回，需要大家共同帮助。微店的钱款目前是冻结状态，即我们双方都无法取得这部分资金。
看久了仇人在社交软件上发的那些🍬的要命的东西其实也是别有一番风味 ​​​
我一直在上班//@TF家族-张桂源:嗯今天过得有点无聊，想看一看大家有没有什么有趣的事情想分享给我的呀
抖音峰峻妹和韩玉梅对打真的很好笑嘻嘻嘻嘻嘻嘻哈哈哈哈哈哈 ​​​
其实橹穆坤嗑的是橹和橹视角下的穆，橹的爱太浓烈，给穆加了太多太多滤镜 ​​​
是毒唯是妈粉是女友粉是梦女是嬷嬷是一体机 ​​​
肚子好痛
提问：爱情公寓里小黑第一次出现是那一集？回答：在第一季第四集四分四十秒 ​​​
当爱豆的凭什么能认为自己能控制粉丝？你只是一个商品而已 ​​​
我哭//@Aprosei:好心疼
天天艾特一些非关注不能评论的bot给我//@晚花遲眠:不要当我梦女我的饭不做给你们吃@1cup_Alice @想去兜风风风风 @Aprosei @我就喜欢草莓熊怎么你了 @lovelone_ @猫猫牌巡洋舰 @真真的喜欢吃火锅 @毛豆dddou @mmmmdd1
有没有上班bot ​​​
这个扁桃体我早晚要切掉 ​​​
嗓子这个鬼样子明天还有三节课要上 ​​​
想辞职摇奶茶去了 我对教师这个职业没有任何留恋了 ​​​
谁懂忙碌了一天回到家刚躺床上就睡着了，一闭眼就开始做梦 梦的内容是教小学生上课 ​​​
好萌谁给我买
傻逼吧我自己不知道起床啊隔十分钟就来叫叫叫一群神经 ​​​
