幸福幸福，请降临我和爱播身上 ​​​
义父就这样针对我家小孩 ​​​
#樱桃琥珀张凌赫戏份#谁来心疼这个张凌赫，辛辛苦苦拍戏，戏份跟配角一样多 ​​​
崔雨欣欣超话 中的同款项链到了，爱你欣姐！我亲亲亲亲～@崔雨欣欣 ​​​
期待吴俊霆
期待吴俊霆
#Lee品牌亚太区代言人张凌赫#时尚有型，自然自我，以天生「张」Lee绽放个性，在赫然声中攀至巅峰，享受舒适，感受力量，与Lee品牌亚太区代言人@张凌赫z 一起打破界限，闪耀全场。
老公，我好好好好好好好好好好想你啊啊啊啊啊@韩汶栩_H ​​​
老公，我想你了@韩汶栩_H ​​​
张凌赫超话老公，知道小猫影子怎么拍吗 ​​​
张凌赫超话 抽到了沙发赫（其实最想要网球赫啊啊啊啊啊啊啊） ​​​
张凌赫超话 哥哥，明天有新鲜的帅照看吗@张凌赫z ​​​
#张凌赫#宝宝，晚安喽，做个好梦@张凌赫z ​​​
张凌赫超话 我嘞个，香水椰子已经没了 ​​​
#张凌赫内场赢麻了#直接杀死比赛，帅的一骑绝尘 ​​​
期待金禧，期待吴俊霆，早日见面！
#韩汶栩#宝宝天天开心，永远爱你@韩汶栩_H ​​​
#杨肸子说杨紫在剧组从不拿剧本#我们肸子的意思是杨紫很很好的演员，实力很强，台词都记得很熟，是很欣赏的人，两位美女都很好 ​​​
宙草，帅的很权威
#杨肸子柯淳吻戏路透#敬业的两位演员，多多期待杨肸子在无限超越班的精彩表现吧#杨肸子# ​​​
杨肸子超话 宝宝宝宝宝宝，在干嘛呀@杨肸子的微博 ​​​
#杨肸子撕拉片#很美的小女孩 ​​​
我真受不了了，团队只会扎双边麻花辫吗，造型多样化要说几遍！！ ​​​
#绿植领养# 我正在参与第十五届全国青少年绿植领养！快来与我一起记录低碳日常，学科普知识，助力绿色生活吧~ ​​​
张凌赫超话 大家今天的笑声有没有吵到你@张凌赫z ​​​
红发我吃
张凌赫超话 不得不说，好难看的卡背…… ​​​
杨肸子超话 宝宝，晚安@杨肸子的微博 #杨肸子慕胥辞# ​​​
只知道推卸责任的工作室，能对艺人的事业发展上心吗?！你们是杨肸子工作室，不认真对待杨肸子就滚蛋！@杨肸子工作室 ​​​
张凌赫超话 支持老公#张凌赫潘婷品牌专研代言人# ​​​
杨肸子超话 宝宝！我今天体测了，好累……@杨肸子的微博 ​​​
感谢认领，期待杨肸子！
本来只打算买一版的，结果两版送的小卡拍立得都好好看啊，啊啊啊啊啊啊 ​​​
#肸有笔记# 
张凌赫超话 我要魂穿……我也是个小女孩 ​​​
张凌赫超话快去睡觉休息，我也要睡啦@张凌赫z ​​​
我的宝宝杀青大吉#张凌赫逐玉# #张凌赫谢征# 
张凌赫超话 我们以后一定会多见面的！@张凌赫z ​​​
主页留，谢征，杀青大吉！张凌赫，以后也要多见面！
#beatxl的朋友杨肸子#
期待杨肸子
#张凌赫和替身走戏#辛苦张凌赫为了替身不穿帮兢兢业业走戏拍戏，很棒演员#张凌赫##张凌赫谢征# ​​​
 宝宝好
张凌赫超话 今天是不是吃了好多土啊哈哈哈哈@张凌赫z ​​​
杨肸子超话 宝宝，这个点在干什么呀 ​​​
红衣婚服谢征
虽然有时候也会超级想见的我的担们，也会梦女，但是真的不能理解ss的变态行为，好极端，每次看到都超级生气，心疼我的宝宝们，工作室们都给点力，保护好艺人 ​​​
理智追星，追星不摘星，ss下次再这样试试呢
吴俊霆超话 哥也是拍上指尖生花了，以后网速都按这个来好吗 ​​​
杨肸子超话 全天下最好最真诚的肸子宝宝 ​​​
杨肸子超话 宝宝吃饭了没呀 ​​​
非常明媚的宝宝，像夏天！
张凌赫超话 笑死，别太幽默了老公 ​​​
张凌赫超话 请你看花！@张凌赫z ​​​
张凌赫超话 hihihi ​​​
吴俊霆超话 吃午饭了吗@吴俊霆 ​​​
吴俊霆超话 看到了自己的信！开心 ​​​
杨肸子超话 肸子是不是在等妈妈做饭吃@杨肸子的微博 ​​​
杨肸子超话大家都不要被骗了！谨慎
欢迎新站
杨肸子超话 宝宝，终于可以好好休息了，想你想你！ ​​​
#各家站姐拍的张凌赫#谢谢各位老师的分享～帅我一大跳！#张凌赫# ​​​
好萌的肸子宝宝！
张凌赫超话 哥哥，其实你坐那不说话就行 ​​​
张凌赫超话 抽查！现在在干嘛！ ​​​
张凌赫超话萌萌小凌豆 ​​​
#张凌赫百丽品牌代言人#简约轻盈风尚，点缀舒适日常。百变韵致随心美丽，和@张凌赫z 一起见证@BELLE_百丽 的多元潮流，灵感就此迈步，梦的彼岸无论多远终将踏足。
取个站子一样的名字就以为自己是个站子了，莫名其妙，早点销号滚蛋 ​​​
#杨肸子0318生日快乐# 肸子宝宝生日快乐，每天开心，越来越好！我们一起加油
我老公真是帅呆了
杨肸子超话 宝宝，今天吃了什么好吃的了吗?@杨肸子的微博 ​​​
张凌赫超话#何苏叶##电视剧爱你##张凌赫何苏叶# ​​​
"张凌赫超话 大风吹倒梧桐树，必要旁人议长沦短，何必在意他人言，做自己就好。𝓦𝓱𝓮𝓷 𝓽𝓱𝓮 𝔀𝓲𝓷𝓭 𝓫𝓵𝓸𝔀𝓼 𝓭𝓸𝔀𝓷 𝓽𝓱𝓮 𝓫𝓾𝓽𝓽𝓸𝓷𝔀𝓸𝓸𝓭 𝓽𝓻𝓮𝓮, 𝓲𝓽 𝓲𝓼 𝓷𝓮𝓬𝓮𝓼𝓼? ​​​ ...展开"
"吴俊霆超话 你就像黑夜，拥有寂寞与群星，你的沉默就是星星的沉默，遥远而明亮。𝓨𝓸𝓾 𝓪𝓻𝓮 𝓵𝓲𝓴𝓮 𝓽𝓱𝓮 𝓷𝓲𝓰𝓱𝓽, 𝔀𝓲𝓽𝓱 𝓵𝓸𝓷𝓮𝓵𝓲𝓷𝓮𝓼𝓼 𝓪𝓷𝓭 𝓼𝓽𝓪𝓻𝓼. 𝓨𝓸𝓾𝓻 𝓼𝓲𝓵 ​​​ ...展开"
张凌赫超话 眼睛怎么样啦@张凌赫z ​​​
#何苏叶回家吧回家吧好吗#哈哈哈哈哈没错啊x光片也是片，大家不要放过这个钓系男何苏叶#何苏叶# ​​​
杨肸子超话 看到肸子宝宝落泪我真的好感触啊，演员要走到大众的面前不容易，还好让我遇到了肸子，陈欢尔真的带给我了很多温暖和快乐，肸子也是，一个萌萌的，暖暖的宝宝，我们一定会越来越好的！@杨肸子的微博 爱你呦 ​​​
宝宝，妈妈等你等的好辛苦
张凌赫超话#张凌赫何苏叶# 我的天使宝宝，这个站姐好会拍！笑得我心软软  @张凌赫z ​​​
张凌赫超话 今天很开心呀老公 ​​​
太帅了老公
杨肸子超话 宝宝，我刚来你就走了，伤心！@杨肸子的微博 ​​​
张凌赫超话 老公，你……确定这是猫@张凌赫z ​​​
张凌赫超话 何医生也失眠吗 ​​​
#张凌赫说期待中医出海# 我来试试
#陈欢尔胶片回忆加载中##我的超话卡册# ​​​
@爱奇艺电视剧 把爱你第一集的锁V关掉！速速！ ​​​
#树下有片红房子#许愿许愿！
#杨肸子为红房子随地大小舞#可爱宝宝 ​​​
树下有片红房子超话#树下有片红房子# 很喜欢红房子里的欢尔，我们欢尔宝宝是一个热烈的小太阳，我每天学习完追剧看到欢尔的笑容就觉得超级开心，心里暖暖的，有刷到过有人说欢尔是蜡烛式的自燃式人格，我们欢尔总是把自己放在最后一位，但是好在我们欢尔身边都是很好很好的人，让她的付出得到了回 ...展开
#爱奇艺粉丝日# #张凌赫何苏叶# 期待张凌赫爱你～
杨肸子超话 老师，请检查作业！（有很认真在做） ​​​
大家不要放过这个何苏叶
#爱你OST阵容#大家都来看剧听歌啊#张凌赫何苏叶# ​​​
张凌赫超话 晒单，支持#张凌赫颐莲品牌喷雾全球代言人# ​​​
吴俊霆超话#吴俊霆子夜归##吴俊霆# ​​​
小吴新年快乐！
张凌赫超话 哥，你的两根须很酷哈哈@张凌赫z ​​​
张凌赫牛逼#张凌赫#
#柯淳 好一个乖乖女#真的好看，柯淳的演技蛮好的 ​​​
