期待……
在冰凉与火热之间找寻意外 享受犹疑 ​​​
接//@费加罗夫人:接//@罐头辰:接//@快递员吴彦祖:这不就来了吗//@真给别火:接//@努力当个漂亮欧尼:接🙏//@嘬一口小锦鲤:接//@小熊软糖炒鸡可爱:接//@七奶奶我反馈一下:接//@HeartsevenOOTT:接接接//@迈向港近海://@·清风年巷·:接//@Re_zhouuu:接
辛姐太棒了！
喜欢喜欢
怎么这么爽 这周好多新歌
还有坚挺的我 哦耶 ​​​
宠宠我吧爱你们爱你们爱你们
我们需要更多的女性写作！
是吗 ​​​
失去也是一种获得☁️好喜欢这段talking WanderingMySoul的微博视频 ​​​
我在！
谢谢你的回眸宇宙唯有爱证明活着
有幸在回眸和昊宇第一次见面  ​​​
无法戒断太好了 ​​​
求而不得未必是遗憾 ​​​
宠我宠我想你们了
陈粒我想你了。 ​​​
//@我尽量晚一点投降://@山巅帽子://@黑发断头男人厨://@升睛變月銀河落雨成星://@反射弧超长星人影九://@罐头辰://@莓次儿://@SEN09111://@TTXTT_賺錢ver://@常棣_在摸鱼的躺平废物://@朝乌可食://@狗奶直饮://@姐妹撒泼指北://@請笑著送我離去://@吟兔诗://@Electricotae://@寒鸦总是在睡觉:// ...展开
爬呀爬呀苦了自己 WanderingMySoul的微博视频 ​​​
关注四年来的第一次见面整体特别特别棒！下次一定不在山顶看了
北海 -陈婧霏  ​​​
是 完全没法忍受的//@姐妹撒泼指北://@有盐电影://@无边桃炎://@莉莉白的传说://@清於门下茶僮子://@画小眉://@龙猫自在:醒过来了就不会再退回去//@spark不夜城:对//@软0来了:对//@阿琦有点困:是这样的，就像对某些事物的认知，往前走了就没办法后退了
我终于把四月去石家庄看专场之前就该听完的节目听完了…【随机波动152】颜悦颜怡：我们双手空空地搅和一种叫作“希望”的东西网页链接 ​​​
无与伦比的美丽👄
🙏
霏包霏包我最最喜欢你
感谢妳们 我爱妳们 ​​​
无人应答只能继续流浪 ​​​
“新世界多宽广”🥹
我终于抢到啦 普也很好了
陈昊宇超话  陪跑一个月 这次终于轮我幸福了！ ​​​
我支持
好想现场看啊🥹
“我发誓要更努力 更有勇气”
杀青快乐
让月光带我回家…
笠害🥹🥹🥹好感动啊…其他人能学学吗
The Pitt ​​​
有机会一定现场见啊笠姐
呜呜笠姐好强
很喜欢… 查看图片
我们以后就讲这个了
前两天听了那集播客之后 看她表演实在是…🥹小帕真的走了好远的路才成为一个这样在台上发光的女人
呜呜呜呜呜呜太可爱 罚我再看一次
太棒了！173也要向你学习
你一定要看到花开你一定等燕子归来  WanderingMySoul的微博视频 ​​​
消亡史 ​​​
无法抵挡你的光芒 WanderingMySoul的微博视频 ​​​
真希望…
我爱我 A Love Letter To Oneself
都是细节怪…合体在？//@陈婧霏19:从几年前第一次见面就感受到昊昊同学对音乐和自我表达的热爱和初心，这也是我们之间的默契和连接；到去年冬天私下碰面时她聊起今年要发的个人专辑时既兴奋又紧张的状态；再到今天听到全专的惊喜——我想说， 时间真是个好东西，一切都发生得刚刚好。而现在，2025年5月 ...展开
也感谢他为俱乐部做的一切…
霉姐好状态啊 正好昨天听霏包的播客 她说自己的歌常让人觉得很哄睡 春宵苦短少女快前进就想让大家在现场舞动起来 就像霉霉说这首就是她那些不甚快乐的歌里一曲能毫无顾忌蹦跳的
狮子狗大帝你总得做成一件事情吧。 ​​​
好🥹
2025.6.15📍杭州草莓音乐节  WanderingMySoul的微博视频 ​​​
太好笑了点开孟姐置顶就看见这货 基本常识都没有还敢点评别人了 月经要是一年来一次还有谁能把你们这些出生生出来？
久仰也终于…🎙📖 ​​​
莫贪风月卧江湖，道日近，长安路远。 ​​​
你总是出现得恰到好处
很幸福的第一次见面！以后要在现场听到更多霏包的歌
神一般的现场…第一次见面 太特别太震撼太幸福！下次继续继续继续见！
半山腰上的人 她还好吗
庄达菲你该发歌了@庄达菲要一直努力 
又又一年 还是有很多女孩无缘无故地受到伤害//@WanderingMySoul:又一年🆙
谁三天
最近又想到你当时很激励我的那句“加油 加油才对得起” 下午在考场上耳边莫名响起“反正就这样吧 我知道我努力过” 现在这里风很大 祝我们一切都好 继续前行
事情都会很顺利的！
未来！
浸泡在绿色里吧
生日快乐
多睡两觉说不定起来就觉得世界变好了梦中人-王菲 ​​​
长大了也不会好
好的呀我们都快乐//@黄龄:祝我的妮妮妹妹节日快乐，祝妮妮妹妹的娟妹生日快乐，你这么发我有一种我就是娟妹的感觉
最最最最喜欢的一部作品//@潭潭潭石:居然！已经！六周年了！时间真快啊！六年前的现在我超级忐忑，想着这个故事完结能有一万收我就很开心了，没想到六年后会收获这么——多的喜欢！谢谢你们！爱你们！也爱小曹和小梁！
小天使会幸福的
恭喜🎉沾沾喜气给我好运！
恰似你的温柔
失序者的自述 ​​​
“别忧愁聚散 又何惧放胆”
时间 我允许你倒流…
Legend 查看图片
啊啊啊啊啊啊啊我爱
爱自己的全部💗深深拥抱，依然灿烂。 ​​​
我真服了 5.18已像上世纪的故事…//@WanderingMySoul:续约！
真的从来没看过以后也永远不会看…就是广告遇到都会静音起身让它自己放//@燃烧的雾港水手:完全看不下去任何短剧，总是女主被虐，男主被捧。男的赚钱太容易了……//@欢笑刀叉:【世界，你的上层建筑是一层精致的爱女糖衣，我舔开外壳，里面是密密麻麻的男宝妈】天哪这个比喻
一定要拿到第二十九座冠军！
绷不住了和宽拥抱 ​​​
世一教
伟大的作品
拉莫斯别投了 你几个干脆度假去吧 记得拍两张发出来让我们开心一下
#养成陈婧霏梦女的一百种方法# 第一天：拿瓶小酒 ​​​
祝好，我们最伟大的教练
谢谢你们
是我
我来了 给点好运让我开心一下吧
我们需要更多的奶制品！//@姐妹撒泼指北:我们先需要女性创作//@雪霏Sophia:自由自在就好//@四点打烊:量先起来//@安提戈涅_WhiteBlade:没错，在只有三根头发的时候，就别讲究发型了，首先得有头发。
"Gracias, Luka. ​​​"
霏包就这样看了一眼一眼又又又一眼
