时间和感受 幻想和决定 都是很美的事情
强大的 倔强的
叶子🍃生日快乐呜呜呜呜呜
Repost
Repost
男的会经常性的突然变成一根雕
Repost
Repost
Repost
支持
我一定要去 北京上海 读研要去 工作要去 我再也不会回去 我要做真正能让我开心的事 我要自己选择未来的生活 未来的朋友 未来的一切
特别好
Repost
Repost
Repost
祝贺 @孙颖莎
Repost
神经病啊//@纯欲逃犯牛小莉:喂 你这家伙 还真是有够机灵诶//@去麸刘子:不想被人扣 就去扣别人//@老公当二番上瘾没人管:？//@吻叡:？//@-小狗遇险记-:？//@泡芙有点腻呐:没事儿吧？//@魷村架纯:？//@娚宝妈:真让你们找到新的洗白方式了//@借肋骨给你:以后塌房就这样补救
Repost
Repost
//@黄腿肠:转发提醒自己
Repost
Repost
//@她的亿万种可能:飒！
Repost
Repost
？？？？？我靠。
#西南大学 外卖垄断#本来就被垄断了 只是这次换了新平台 学生更不方便了 ​​​
。//@DYNASTYWangChao:如果是真的请下地狱…..
Repost
Repost
我以为回到学校挣到钱就会开心 可是我还是我整个八月都沉浸在一些破事中好低沉 ​​​
完全支持
Repost
//@烟波人长安:这真是“你做了鬼我们也不会放过你”。。。//@林延初:好中恐//@喵喵困了-:比鬼故事可怕//@罗赛迩:这是literally丧事喜办呐……文艺作品这么编过不了审//@纽太普同学:搞笑的是两人如果活着的话算早恋，是要被老师家长拆散的//@萌萌子_Moeko:？//@狂人·日记:不能早恋但可以配阴婚？
以后我就这样
啥B
//@很缺睡眠://@无边桃炎:网传是女孩拒绝该人搭讪被刺，如属实，此「精神病患者」在实施犯罪时还会搭讪女生，被拒绝后恼羞成怒杀人，事后还能去自首以求减轻刑罚，不像意识混乱、无差别袭击、无法对自己行为负责啊。精神疾病不是用来给下流凶残的凶手背锅的。等待调查，希望下一份通报讲清楚这件事。
。
#19岁女大学生景区内遭捅多刀身亡#死刑 神经病留着他干什么 继续装傻危害社会吗 还有公告上再避重就轻呢 是性骚扰加持刀杀人 ​​​
Repost
//@咸鱼大王软软:才十九岁
我好累 我好烦 我一句话都不想和任何人说了 ​​​
Repost
卧槽。
//@静候节假日://@萝贝贝:揭发肖某某在高中就进女厕所的女生本人被开盒，但开盒结果确认了她就在那所高中上学。现在她和她的家人都被开盒与骚扰。我们会跟勇敢发声者站在一起。
Repost
女人还有活路吗
恋童癖都丝圈家了//@静候节假日:这种不捕捞？//@Hey是SuSu啊:这么多恋童癖在网上光明正大的评论，全世界应该找不到第二家了//@QueenTayEra:取丝//@夏莓兔:。。//@瑜之所欲第五章:。。撕了//@晕絨季-://@杏仁帐://@我们共生://@李虎韧:求尸首分离//@于凋零季节的我们:…//@金发癖:ltp死了// ...展开
。//@甘露寺也有狗郡王:嘿嘿
滚 是人吗
Repost
笑死我了h h h h h h h h h w
//@咸鱼大王软软://@纯欲逃犯牛小莉://@软0来了://@狗派天下第一://@我食汉尼拔://@失溫電子蝴蝶://@绝热圆白菜://@真空球状狗://@酷拨鼠://@君临城热心市民王负剑://@玻璃糖16278://@猫饼干全肯定bot://@與紅毛女子的再世情緣://@-風裡落花誰是主-://@李不敢知道主见:maskpark注册人扒出来了，名字叫 ...展开
//@卫星偏离人类轨道:帮转#中国n号房间事件##maskpart事件##n号房间# 查看图片
啊啊啊啊啊啊啊//@向著傍晚的街道消失不見:图片评论 查看2张图片
//@烟波人长安:我看小地瓜上很多人举报他，之前还不成功，昨天开始终于成功了，但这种人他换个号换个地方还能发//@莉莉安说道:境内的总能管吧？先从境内抓起呀//@豆豆酱_祛魅版:#境外论坛传大量中国女性私密照#境外的没法管，那境内的总能管吧
Repost
Repost
Repost
Repost
