//@牯岭街少女://@画世界的星船:太多似曾相识的女性故事叙事 感觉都是编排好的人生陷阱 以爱和需要为诱饵 可你爱你自己么 你需要什么 从此就被忽视了 转眼就是一辈子
//@水木丁:回复@_unrealphyllis:本来自己也都行，当然配合度也就非常高。而且主打一个玩啥都不扫兴，吃啥都高高兴兴的。//@_unrealphyllis:世另我，INFP是这样子，其他的P人也是如此吗？超随意也超好说话，随时改计划都没问题，享受的就是开盲盒未知的快乐
//@方出神:今天看到阿伦特的一段采访：我这一生中从来没有爱过任何一个民族、任何一个集体、任何一个阶级，我不爱这一切，我只爱我的朋友，我所知道的和所信仰的惟一的一种爱就是爱人。
//@牯岭街少女:柯姐：你才冷静一点！ 查看图片
//@JuliaD婷:因为规矩都是男的定的啊。他们只喜欢抽烟，不喜欢（或者不敢公开说喜欢）吃甜食。别说吃吃喝喝了，连女的中间出去喂个奶都不行，但抽烟可以。
//@在也门钓鲑鱼:想到三联这几天很火的那篇，恋爱十年，女的说，我也不是绝对不要小孩，但你总该为生孩子做点什么吧。（意思指大家计划一下育儿责任），结果男的说，我给你买瓶叶酸。呵呵，和隐形家务一样，男的是看不到的。就像文章里说的，拖地，男的只会想拿起拖把拖，女的就会想，拖把哪里购买最划 ...展开
//@啊熊姨:拍摄的阿姨喊的所有措施都是错的，幸好没听这群人的。//@纽太普同学:海姆立克记住“剪刀石头布”，肚脐以上两指是冲击点，一手握拳拳眼向内抵住冲击点，另一手张开包住拳头往里一下一下勒。本质是把人肚子当气球，快速用力压才有足够的力量顶开堵住气道的东西。
//@在也门钓鲑鱼:怎么这样//@小猫小胖小顾://@ieaber://@出版人周筠://@时光小七:眼见东南亚国家的月亮一个赛一个的圆，新加坡，马来西亚，现在连泰国月亮都这么圆了
//@严艺家:想知道为什么主流媒体在报道这类现象时更多采用“呼吸性碱中毒”而非“惊恐发作panic attack”的表达，这就是心理问题躯体化啊。
//@劳东燕2004:微博的生态，确实是肉眼可见地变得日益糟糕。谈任何话题都有人上来围攻。常见的话术无外乎三种：一是动辄说人家造谣，其实自己才真正以造谣为业；二是经常嘲笑别人智力低下，殊不知弱智的分明是自己；三是上来就无来由地骂人，以显示自己没什么家教。之前我还试图理性地对话，后来发现这 ...展开
//@小猫小胖小顾://@重生喜欢我是快乐冠军屁老师:我的天//@老Fin:荒唐。//@葉子先生酱:还没离啊？太离谱了
//@小猫小胖小顾://@重生喜欢我是快乐冠军屁老师:我的天//@老Fin:荒唐。//@葉子先生酱:还没离啊？太离谱了
//@劳东燕2004:正儿八经的控告没人理睬，莫名其妙的举报认真对待。
//@想发财的炎虎:这种天气军训一定是有病，建议校长军训一天试试。
//@雪球补充道:话糙理不糙。好玩的是养老责任通过⭐行为传播了，才华和财富没有（笑）//@绸缪18:哈哈，默认孝顺责任通过性行为传播//@你想啊那锦衣卫是何等人物:这就涉及到一个假设：如果儿子大龄未婚，就是个独居的光棍，老人丧偶后还会投奔过来等待“被照顾”吗？就是每天等着儿子烧饭洗衣服那种。因 ...展开
//@雪球补充道:学会反抗对于女性来说意义重大。//@乐乐嘻嘻乐:是啊 有反抗意识并且付诸行动代表她有主体性，这在现在的社会环境太重要了，起码被PUA和受欺负的概率低啊
//@加州荷风:呼兰这篇稿子真的太棒了
//@深海与黑夜:时代接不住的话，只靠自己坚强点是没什么用的。这时其实我想到的是雪莉和明明说过不喜欢被人物化的柳岩。//@angryanna://@草莓大福团子:我觉得女性主义非常有大乘佛法的风范，通过女性主义也能更好地理解大乘：光修自己，不去影响环境，就会到处卡壳。
