分享图片 ​​​
极致地坚定 极致地相信 极致地投入 ​​​
我不会破罐子破摔的我的人生就算是破罐子 我也要给它补好了继续装水 别人是漂亮精致青花瓷 那我就当个能装泥土的花盆好了 如果有一天裂开了我就去当瓦片 我也是有自己价值的 ​ ​​​
亲爱的 你是独立的 勇敢的 你拥有面对一切未知困难的勇气 ​​​
世界上有一条永恒不变的法则:当你不在乎，你就得到；当地变好，你才会遇到更好的；只有当你变强大，你才不会害怕孤单；当你不害怕孤单，你才能宁缺毋滥。人只要牟足劲往前走，就一定会有新的东西在前面，甚至是要比错过的、懊悔的还要好上万倍的东西。不要总想着去留住那些正在消散的或者沉溺在已经预 ​​​ ...展开
既然注定会分开 那么相遇的意义是什么？“被你改变的那部分我 将代替你永远陪伴在我身边” ​​​
我的名字叫胡图图，3岁。住在翻斗花园二号楼一零零一室，未成年。我在翻斗幼儿园上学。除了周末都要上完学再回家。我不说谎，吹牛也少。晚上8点睡，每天要睡足11个小时。睡前，我一定吃一串炸小肉丸，然后看20分钟的动画片，上了床，马上熟睡。一觉到天亮，决不把疲劳和压力，留到第二天。 ​​​
关关难过关关过 前路漫漫亦灿灿 ​​​
我们多多是一个很容易内耗的人 但幸运的是 我们多多又是个很会开解自己的人 ​​​
喜欢一个人无解，就好像一道惊雷劈开一切，从此火光中只能照出他一个人的影子。 ​​​
小树洞大成功！ ​​​
