来阿勒泰过周末  ​​​
#娸娸の生活# 济州岛的独自旅行结束了，当背着小包走出酒店大堂，在街头等计程车的时候，突然有一种感悟——我强烈迷恋着旅行带给自己的无社会标签感和对未来期待感。旅行就像是和原生活轨道进行了空间交换， 这里的我对未来充满着信心与期待，相信自己可以做成任何事，就像电影里的主角一样。在 ​​​ ...展开
决心减肥的第一个夜晚 ​​​
房子住得太难受了😣来上海后一直都不开心  ​​​
“人生很漫长 持续进步 顶峰相见” ​​​
每天起床都很暴躁 睡眠质量骤降 ​​​
新租的房子 装修不错 格局也不错  但住进来之后才发现了致命缺点 隔音太差了隔壁电视声音和说话声音像在耳边哎 在上海5k+月租也难租到顺心房子 ​​​
2024.11.2凌晨四点又把鬼怪重新看完啦～结局真美好 幸福生活做任何事都要问心无愧因为神会看着我们呢 ​​​
工作闲 想兼职搞钱 根本闲不住 ​​​
上海租房看得想直接买帐篷露营了公司附近能看上的下不去手 老破小住着又难受 ​​​
不健身 不学习新知识 就会很焦虑不安但确实又懒得运动  一学习就更焦虑 要怎么缓解啊 ​​​
每次一学习就会很焦虑，这到底是为什么 ​​​
这些天饭菜难吃得都想自己下厨了 ​​​
空气太干了得重新考虑未来要不要base北京了  ​​​
上周心情很down  就定了周末往返的机票算是送给自己的生日礼物-北海道一日游#娸娸の生活# ​​​
迈向新人生的第一天 ​​​
一个月没学托福=重新开始 ​​​
好神奇～往年今日仿佛还是昨天。gap一年后 从广告转行互联网，又回到了上海快要27岁啦！ 顺着性格的人生是命，逆着性格的人生是运。 我的命运会是什么样呢？去美国读研的生活会是我人生运的开始吗？
互联网大厂第一次“加班” 竟然是同事给我算八字 ​​​
当生活归于平淡 其实挺无聊的 ​​​
2023.7辞职 旅行竟然整整一年啦迄今解锁了40个国家和大半个中国 在世俗眼中正是拼搏年纪 却选择gap虽然用了一年和所有存款 但不后悔～自己能够勇敢地去探索世界 很棒der！接下来开始搬砖和继续学习咯（图片为2024.4.1-6.1 欧洲旅行记录） ​​​
姐妹聚会 皂片少不了@明年夏天见吗  ​​​
急需给大脑健身 ​​​
远离让自己情绪不对的人 toxic relationship ​​​
精神自由 生活自由 身体自由这样的感觉太好了！想干啥就干啥我愿意就酱紫单身到老！ ​​​
外甥想报考我之前读的大学，想让我给他提供点建议，被闺蜜友善提醒，才醒悟过来竟然是快十年前的事了？？？？@明年夏天见吗 ​​​
#娸娸の生活# 学习托福已经有两周了，一直都是断断续续没有节奏，导致进展非常缓慢。说实话，还蛮有挫败感的，苦恼自己不争气，不努力学，容易让自己沉迷不需要思考的舒适区。面对这个情绪，首先要认识到，自己从小就缺少专注力，而且毕业五年没有学习，所以在短时间内养成高强度学习习惯是很难的一 ​​​ ...展开
做这篇阅读正确率33%瞬间变抑郁 ​​​
今日份人生经验：吃饭只吃到七八分饱，高碳水会发饭晕。（中午老爸做的饭太好吃了，撑到12分饱腹，回到家准备学习来着，直接昏睡了过去） ​​​
学习让我感受到充实和平静 能享受这个过程就很快乐 结果很重要 但似乎也不是很重要 ​​​
感觉自己被拿出来受刑hhhh ​​​
复习时突然翻到这页 非常恍惚 立这个目标好像还是昨天的事怎么就已经是两年前了？2022年的目标一个都没有实现那年上海发生疫情 我被渣男骗时间啊时间 可以过得再慢点过吗？我还没准备好迎接现在年纪的自己 ​​​
想着改个美国签证面签时间结果就差了这么几个小时得重新按照最高汇率缴纳费用真的好气！血亏1400RMB！（收据号码有效期一年 不知道这个政策）最近真的是水逆啊 好烦 ​​​
一人勇闯高速180km！果断拒绝爸妈的帮忙 去程紧张地手心出汗回程就轻车熟路啦～ （还挺有成就感der）就是不知道有木有被扣分 ​​​
救命刚做了一套托福题 正确率40%从小就是学渣 再加上毕业五年没学习感觉考托福和GRE比我想象中难多了加油！为自己打气！一定能克服困难！ ​​​
#娸娸の生活# 史上最坎坷曲折的回家之路不到30小时飞得天昏地暗：【巴黎-巴塞罗那-伦敦-布鲁塞尔-北京-长沙】十几小时前还滞留在伦敦机场 凌晨拖着行李箱崩溃大哭😭 因携程bug错过直飞长沙航班 结果一咬牙也坎坷回国了好了 回家第一件事就是去买彩票～ ​​​
#娸娸の生活#  𝟐𝟎𝟐𝟒/𝟓/𝟐𝟗最近偶尔会有失落难过的情绪自己快27岁了 不算小的年纪没有事业 没有学历 没有面包当然这都是些社会外化的物质内容如果放在宇宙纬度里 是毫无意义的旅行是了解世界和探索自己的过程想了很久这就是现阶段自己想要的（事业 学历 面包）因为只 ​​​ ...展开
如果没有遇到能灵魂交流的TA那么，我宁愿一个人孤身终老  ​​​
想嗦粉的心达到了顶峰我就是一位难过的流浪汗  ​​​
好喜欢有故事感的城市：萨拉热窝-一半城池一半坟墓🪦享受一个人在陌生的城市，呼吸着他乡空气，与本地人交流，体验当地生活。世界原来这么大啊，生活风俗习惯文化历史长相语言，都非常不一样，却十分有意思。 ​​​
𝐋𝐨𝐯𝐞 𝐦𝐲𝐬𝐞𝐥𝐟🖤 #娸娸の生活# 早睡（12点之前）早起（7点之前）每天运动阅读学习看新闻 充实自己不要把时间浪费在感情的患得患失上把希望和快乐寄托在别人身上是不对的修身养性 快乐由己 爱自己才是终身浪漫 ​​​
喜欢波黑～遇到很多好心人  ​​​
修身养性 不让自己思绪被外物打扰快乐由己 于他人无关 精神引导自由  ​​​
如果思绪容易被别人干扰，说明近期书读少了或者太闲了，解决方案就是多阅读&amp;给自己制定生活目标。 ​​​
🆘已经完全不想工作了今年之后的计划：在家备考三个月（托福&amp;gre）再去西班牙学三个月西语然后从欧洲去南美洲玩儿一个月再到美国玩儿一圈肥国过年 ​​​
巴尔干半岛几个国家攻略做得头疼【交通不便 出入境不便 电话不便】这趟下来不敢想会折磨成啥样 ​​​
算上股票亏损 收入应该要倒贴#娸娸の生活# ​​​
被自己又给气笑了罚款50欧最近在波罗的海周边三国，都是很小的国家，某书没有交通攻略，全靠自己摸索。在爱沙尼亚首都塔林可以刷visa卡，国内visa没办法识别，但能现金买票。昨天在里拉脱维亚的首都里加，公交站台没有购票机器，visa刷不了，不能现金买票，司机就说算了，我观察本地人也有 ​​​ ...展开
小红书上说马卡略岛上打车20公里只要25欧，为啥我打车2.5km却花了16欧。（还是打表的价格）。特殊情况必须打车，但真的好心疼啊啊啊啊啊啊啊啊啊很容易因为浪费钱而心疼emo 归根结底还是钱赚的不够  ​​​
这趟旅行还有一个很大感悟：由“奢”入简难上一轮欧洲旅行大部分住青旅（能吃苦），这趟欧洲旅行基本一个人住，很难说服自己为了节省住青旅了 ，每次都可以遇到打呼噜的人、半夜蹦迪回来的人、早起收拾行李赶车的人，（沙发客更不敢尝试）欧洲青旅大概每晚250-450rmb区间，均值300左右。我的酒店预 ​​​ ...展开
【2024.5.3巴塞深夜记录】未来要努力赚钱 做到买机票不用看价格最近研究路线看机票真得心烦 合时宜航班单程都要1k+ 但其实普通价也就一百多 根本下不去手而且想去的地方基本都要去大城市转 又是过夜又是不同机场 看得都想直接买机票回国了 ​​​
想滑雪 想冲浪 ​​​
这几天旅行收获很大，虽然每天都很不顺利，但越发懂得了两个道理，1）没有任何人能在自己真正需要帮助的时候给予帮助，即使是父母有能力解决也不行，生活只能靠自己去解决问题，其实有时候当下某一刻挺绝望的，但这就是人生。2）没必要跟其他人抱怨自己遇到的困境，因为抱怨解决不了任何问题，反而会让 ​​​ ...展开
这辈子没见过这么多的顶级豪车和游艇 整座山都是城市 前边是一望无际的蔚蓝海洋 这真是魔幻版现实主义🥲这个世界就是一场游戏吧  ​​​
能勇敢来看世界真的很美好#娸娸の生活#  文贝拉的微博视频 ​​​
补发一张最爱#娸娸の生活# ​​​
冰岛碎片 ​​​
E人旅行的快乐🤣🤣 ​​​
真是奇怪 机票永远在我要出行的那段时间最贵 无论提前30天还是提前1周买 永远比其他时间贵得离谱（三倍+ ​​​
没忍住看了眼之前才赚3%就错误抛掉的港股科技ETF，现在已经涨了30%，错误买入套牢了A股芯片ETF现依旧亏损20%。#人生错误系列亏损的钱够我去两趟南美了，现实生活则是南美机票太贵舍不得去 ​​​
在巴黎的一周 住到了理想型大阳台公寓 每天墨迹到下午出门 一个人逛街逛展吃甜品中餐 开开心心无忧无欲 唯一遗憾就是古着店艺术展逛不完就得走了 下次多住一段时间 ​​​
巴黎vintage店太好逛了（一沙发总共才65欧！ ​​​
不会穿搭和抽烟 会被剔除巴黎籍吧巴黎人太会穿搭了 每天一万次感叹！本来安排了逛展和vintage店结果在古着店里挪不开腿～  ​​​
每天都很有意思 ​​​
小红书找了短租房公寓里有一个特别有意思的古董电梯还有一位很有好的黑人邻居大哥  ​​​
追日落有感🌄 ​​​
决定改变计划去葡萄牙海岛呆一周再从摩洛哥出发去西撒哈拉沙漠🏜️ ​​​
又又又再一次没赶上观鲸出海团滞留在市中心的第四天 佛出天际了不过在市中心体验本地人生活也蛮好  ​​​
要被冰岛的公交急死了4公里转两次 每次等30分钟公交车上没有提示 导致坐过站最大错误就是订远了酒店住在市中心三公里外这么冷的天气也不好走路下次来冰岛一定要租车10点出发 12点了还没到博物馆也就四公里#娸娸の生活#  ​​​
在冰岛住的二人间hostel，对方是一位瑞士的中年姐姐（看着有五十多岁了）。自驾游从瑞士到冰岛，在冰岛去了好多绝美的地方。瞬间对冰岛又充满了期待！收回之前冰岛像西藏新疆的话 ​​​
已抵达地球孤岛尽头  ​​​
#娸娸の生活# 都柏林-冰岛play航班4/10 13:00 近期复盘 过去的三天，与我而言是很艰难的。可以用非常糟糕来形容，发生了情绪失控的场面，最终自己独自消化了坏情绪恢复了正常。最影响情绪的是以下两大方面：在去哪儿订购的两张国际机票出了问题，以及家里边儿的房屋设计问题。导致旅行情绪被严 ​​​ ...展开
小动物们太治愈啦～心情马上变好了起来  文贝拉的微博视频 ​​​
雨天牛津漫步🌧️ ​​​
🏯𝐄𝐝𝐢𝐧𝐛𝐮𝐫𝐠𝐡 ​​​
𝐆𝐨 𝐢𝐧𝐭𝐨 𝐭𝐡𝐞 𝐝𝐚𝐫𝐤 ​​​
原本计划上午游市区 下午坐轮船看海洋生物结果又又又被@去哪儿网客服 battle和生气中午了还在躺在床上 收到了因天气原因取消的活动 真的好烦噢 又不得不面对和处理这些烦心事 有时候真的情绪难以平复 又得上演速度与激情系列篇  飞机前三小时都大概率可能座不了飞机和面临高额罚单的风险 ​​​
有点儿子浪漫～一个人拖着行李箱 淋着小雨 漫步在一个陌生新国度。沿途的街边有流浪汉 有情侣 有成群结伴的朋友 也有独行的人。旅行的意义在此刻好像有了答案，有那么一瞬间，清晰地看到了自己的成长。还记得19岁自己一个人去西雅图，晚上拖着行李箱找住宿，遇到流浪汉跟着狂吼被吓哭了。现在26 ​​​ ...展开
终于离开苏格兰了欧盟区莫名亲切感  ​​​
在异国被去哪儿app给折磨哭了@去哪儿网 两整天的时间就这样被折腾浪费。购买两个国际航班都出了问题：第一个擅自用第三方邮箱购买 导致我的账号被航司锁住 。没有办法提前值机和购买行李额 只能去现场接受罚款第二个反馈是出票商有问题。依旧没办法值机和购买行李额 只能去现场接受罚款。打电 ​​​ ...展开
复盘笔记：饿着肚子不要去逛超市！花了25磅 买了些不压肚子的东西都可以去外边吃两餐了 ​​​
睡到下午三点起来出门宛如隔世 恍惚现在在哪  ​​​
原本在某书写了个机场避雷攻略（删了直到登机排队看到一个妹妹拿出两个袋我才意识到原本不用被扔掉那么多行李！如果安检前把所有的膏体和液体都拿出来 用两个袋子放进两个检查篮子里 工作人员也不会意识到是一个人的行李额度复盘过后 发现我的行李原本不用扔掉 工作人员也说问了要不要重新 ​​​ ...展开
伦敦物价真是让人咂舌比北欧还贵1️⃣地铁起步价30人民币（3.5英镑）2️⃣机场到市区大巴200人民币（22英镑）3️⃣两菜不含饮料中餐600人民币（66英镑）4️⃣小胃都吃不饱的快餐100人民币（12英镑）纽约物价不过如此了吧挣人民币花英镑 堪称生活恐怖片 ​​​
大英博物馆逛得人难受不适国宝藏品就这样被凌乱展出国耻难忘 强大才能不被欺负  ​​​
分享图片  ​​​
清晨开始迎接一周阴雨天的旅行✈️ ​​​
长沙下暴雨 老爸开错车 我走错地铁口截止值机前两分钟才赶到机场 有惊无险 总之还是顺利到达伦敦了12小时飞行过得很快 感觉还在国内  ​​​
感叹音乐韵动的魔力🎵坐在时速208码的高铁上看着春雨过后刚发芽地万物耳机里突然切到了一首老歌暮光之城第一部主题曲decode仿佛时光回到了读初一时初夏无忧无欲 听着蝉鸣声 听着歌声原本身体十分困加焦虑不安立刻切换成期待未来的模式在生活中带点疼痛地感受快乐 保持清醒 感受快乐 知晓 ​​​ ...展开
欧洲小偷家族和廉航盈利家族让我不得不心生“敬畏” 即使半年去两次 也会很紧张 ​​​
距离上次化妆还是月初聚餐后临时拍了一张 ​​​
请根据我的微博判断我的mbti  @MBTI小行家 ​​​
个人感受：或许，感受痛苦是一件好事，能让人在短时间内自我反省且获得成长。人如果一直处于开心舒适的环境里，其实比较难进步，很难深入地探索自己，探索生活。 ​​​
如果未来科技这么发达的话，希望可以研究出狗狗猫咪语言，然后脖子上换成项圈电话，想他们了也可以随时见面还可以表达爱意 ​​​
突然感觉开车和滑雪一样，多体验几次黑道就熟练了又刺激又紧张又愉悦 ​​​
希望未来可以研制出一种对人体无害的疫苗或者药物，服用之后能消除女性体内的雌性激素，实现彻底的女性自由。已经在精神和生活中不需要男性，但每月生理上定时的雌性激素使然还是会有需求，其实蛮烦的蛮不自由的，大脑每月都要和这种激素作斗争。 ​​​
烦躁 冰岛往返机票刚买完一天 就都降价了 第三天看只要一半的钱股票也一直亏，家里修房子又不断超预算钱可以解决我生活中99%的烦恼怎么才能来我身边 ​​​
环球旅行后下一轮搞钱动力为了我娃以后的基因。买断一个常青藤本硕博/性格开朗/身高185+年轻男人精子，冻卵生宝宝～ ​​​
机票买出了股票的即视感买完就跌价 时间还更好 ​​​
粗发十天内行程都已订好冲刺32+国家【欧洲】英国/爱尔兰/冰岛/荷兰比利时/卢森堡/葡萄牙安道尔/摩纳哥【非洲】摩纳哥/埃及坦桑尼亚（tbd） ​​​
