Repost
"Looking out through the tears that blind meMy heart bleeds that you may find meOr at least that I canForget and be numbBut I, I just can't stop because the words still come网页链接 ​​​"
Repost
Repost
Repost
——普通人的个人主义和自我意识无限上升，普通人的无助和寂寞被投射到各种领域。一开始成功干掉了某些能不配位的精英，到后来就是混淆强弱乃至好坏美丑的评判标准。过分强调所有人都好都重要，那么就进入劣化和割裂的轨道。当强调“大众”的时候，其实人们心里想的只有“me，me，me！”某种意义上，这 ...展开
昨晚梦见一只七星瓢虫丶问我：“在这个压抑、分裂和瓦解无法逆转的时代，为什么还没有一个平台（也许是我还不知道），能帮大家排除法律与社会约束的后顾之忧从而自由地交友呢？这能不能算是现有约束下的一种帕累托改进？”//@包特_ExpEcon:关于这一点我比较悲观，客观来说。很可能是公共品越健全家庭越 ...展开
Repost
Repost
//@NickLirf:现在是这风气，你尝试弄清楚点儿门道，牠还嘲你是键教懂哥，还反问你能不能享受到乐趣 看着一个个情绪饱满嗞哇乱叫但毛信息量都没有，不然就是各种yy到高潮，能打字就该有手啊，满足下自己得了//@黑犬雨林:粉圈都是沙阿比
👏//@历史密探阿龙:别硬黑，波胖被裁正常，他可是把巴黎航母都能在法甲开翻的人，这不值得粉。切尔西老板哪里差了？这两年买的年轻人，其实都没买错，明年他们的能力就会兑现。
Repost
