#那些震耳发聩的道理#
同为故宫，台北故宫的温婉与趣味，是完全有别于北京的惊喜与感动。
年度最佳出现的很早。第三集封神的程度，小男孩的演技简直老天爷喂饭吃，那些情绪的瞬间变化，让人脊背阵阵发凉，好看！
推！
总有些研究结果你看了怎么都不愿意相信尤其纵向研究，连复现的机会都没有
//@许超医生://@折翼丛林:我就说刷微博能学到知识吧//@大师兄天道酬勤:卧铁是埋在水底做标记的。新一年的洪水带来大量泥沙，会把它越埋越深。到了枯水期，都江堰岁修，一大工作就是挖河床，人工清走一年来淤积的泥沙。一直往下挖，挖到卧铁重见天日，就说明挖到位了。// ...展开
//@严艺家://@银发的小卷子:我看过街边那个视频的！人情味浓可真好//@江南大野花:剪在一起更感人了//@爱酱在大阪:姨姨看得心底软软//@楚惜刀:小姑娘真棒//@本来老六://@春夏秋冬的时光:怎么回事，我看的老泪纵横//@我们1班王悦微:是梦想绽放的美好模样。//@老Fin:嚯哈！嚯哈！嚯哈！
和BNU的第一年就这样忙忙叨叨的在考试中过去啦！#考试季##读研日记##生活手记##北京师范大学##BNU##研究生# ​​​
笑死
//@见过世面:我学//@咖啡在吧台上:码住吓一下我的富贵包
//@严艺家://@老曲-LQ://@昵称不可用三:当有些药只能自己去买的时候我慌了，因为之后就有可能买不到。。。//@aliciaooalicia:当你觉得全世界都是敌人//@巴黎户口的猪2018:医疗这块，已经很可怕了。 //@西莫歌://@吕唯一说://@ngbh蒸:原博好像一个鬼故事//@芜公害://@钺人戈:麻醉剂很吓人，缝合线也很吓 ...展开
//@严锋:他们还有一个竞争优势，就是会抓住一切机会操控他人，精于此道，乐此不疲。但他们也有软档，那就是看不见自己。就这一个盲点，足以阻止这类人塞满地球。//@李天时:又是没良心、不要脸、赚大钱......
//@老马自奋蹄:很真实，人格完整，不卑不亢//@马少平THU://@震长://@裸枪://@饼干姐://@捕猹少年小闰土:我们政府养的孩子不比家庭里差！//@碎叫:所以说张老师根本不是别人想的那种苦哈哈的人，人家思想前卫，自己可以吃苦，绝不让孩子吃苦
选到了心仪的导师，进了心仪的实验室，猛猛肝大小作业，心满意足嘻嘻！ ​​​
你们说的都对，从此以后，人生都上坡路。神仙姐姐的路我先试试啦！#你好同学##我是女生# #北京师范大学#心理学 ​​​
//@崔庆龙_:地图被拓展时的欣喜//@耳帝:这种感觉真好啊，就像听音乐，某种之前一直难以欣赏的音乐类型在坚持听了一段时间后，突然间某天有种“豁然开朗”的通畅，那种感觉不仅是一种音乐类型被接纳，更是内心里某部分隐秘而沉睡的触觉被唤醒打开。
//@崔庆龙_:游戏版本更新了，游戏攻略还没跟上。
//@严艺家:Flirt是关系中的一种“活性liveliness”，是高级的心智能力（涉及到对于“默契”与“同频”的判断认知与把握），是两个成年人之间的“玩儿”，擅长Flirt的人里的确有一些是不真诚的职业捕猎者，但也有不少是善良+心智能力高的存在，退一万步说，AI时代谈恋爱总要整点AI提供不了的体验感吧
//@Ashleytutu://@史蒂夫说:非常精准的描述！健康的力量感不建立在对自身脆弱的逃避上，反而来自对不可避免的脆弱做出的负责任的选择。看上去强势嚣张但拒不承认自己脆弱面的人会在力量的滥用里逃避脆弱，接纳脆弱的人才有可能真的为了照顾自己和他人的脆弱而激发出英雄般的勇气
//@咸柠乐还是冻柠茶:我天！别说外型保养了，这把嗓都好稳！绝了！
十年前九型人格，现在mbti，给打工人一条活路叭
//@严艺家://@小奶球:再转个//@internet-garcon-pdf://@M大王叫我来巡山:真的是恶魔//@江南大野花:太变态残忍了……不敢想象猫猫最后有多折磨多痛苦//@武啦啦-nana:这种变态不能留在学校，太危险了…。 查看图片 //@KORYILI:你以为是虐猫其实是仇女//@37Lunaticstrawberries:……
