倒计时2️⃣天 ​​​
Repost
转发
"早上醒来先哭了一会,我喜欢的歌手泰勒丝女士要结婚啦！ ​​​"
[捂脸哭][捂脸哭]
💚🧡
昨日景德镇  ​​​
 ​​​
Taylor要发新专啦[噢耶] ​​​
晚上12点在日剧般的村庄里兜兜转转葛仙村不如想象中的好玩，但每次经历都值得  ​​​
某一首歌如果在特定的情境下反复听，那么后来每次听这首歌都会恍恍惚惚体味到当时反复循环的场景和心境。现在再听Treacherous 满脑子都是晚上八点多骑着共享单车在郑州某条车辆川流不息的马路上四处寻找打印店要打印准考证的画面，由于衣服没有口袋还要一只手拿着手机。可能是在某次车把未稳差点摔入车 ​​​ ...展开
我干了什么🤔 ​​​
我宣布2025年度diva是Gaga! ​​​
//@有效改善腋毛分叉:OMG
//@透明人間的蒸气:所以看夺嫡和宫斗，要从败者的角度去看才能看懂权力者的真面目。你从四爷那里看不懂康熙，只能从八爷和太子那里看懂康熙。您从令妃那里看不懂乾隆，只有从继后和永璜那里看懂乾隆。那么从杜建英的角度，看到了一个什么样的宗庆后呢。一个无背景有才华的年轻女人，有潜力而无威胁，最 ...展开
分享图片 ​​​
"So,门罗的亚孟森这篇短文到底讲了什么啊😧 ​​​"
最近一直在听Adele，每次听她的歌都要忍不住感叹：真是太会唱了 ​​​
//@推拿熊://@宋十一Sean:自己救自己吧//@推拿熊:你就品吧。今年还有网友问我怎么看待2025民法典婚姻编司法解释二（又称新21条），我能怎么看，法律保护有产者，婚姻法说到底是财产制度，谁有产谁出资保护谁，还能怎么看，热水都醍醐灌顶了还能怎么看//@Idjdj2937JsksJ:这篇写的太好了我天
//@2kays://@然石post:韩松落老师好文！//@韩松落:图片评论 查看图片 //@我是心灵河:说到臭味，想到阿城的《常识与通识》里写到一位作家的作品《香水》，或开篇却全是“臭味”，各种的臭，是说上个世纪初的那些一线城市，当然小城小镇又何尝不是呢。
出差end又要回去上课了 ​​​
We are sad of getting oldIt makes us restless ​​​
出差 ​​​
//@藤零:擦……五体投地。//@神圣午睡:哈哈哈哈需要相亲的女生都给我看这个！这特么应该进基础教育的必修课啊！//@推拿熊:抽丝剥茧草灰蛇线合情合理洞悉人心！这人真是相亲界的推理女王阿加莎//@evayangsays:哈哈哈哈哈哈哈//@还是这个阿毛:卧槽看完第二个已经服了
《继承之战》看到第三季第一集了，我要缓缓再看，好揪心 ​​​
昨晚梦到Taylor 发了新专辑，而我在梦中听新专辑 ​​​
//@牯岭街少女://@todayis_RS:詹青云也说过“我们应该允许：我在行为上的选择跟自己的认知有偏差、不一致，就是我的认知可能已经往前面走了，但是我的行为还因为惯性、还因为现实，为了做一个合群的大人而留在原地。我们允许我们给自己这样的空间，让行为在慢慢的进步。”🥹🥹
转发
微博记录的意义也许在于，某天沿着时间回溯，某个年龄段的所思所想零零星星地呈现在那里，是过往年轻自己真实存在过的印证，掀起类似海浪拍打海岸的复杂情感。 ​​​
//@2kays://@3号厅检票员工://@顿河:写的好看。//@大豆钭江明://@深夜一只猫://@蒋胜男:这是关于霸王别姬最精彩的影评。//@南郭刘勃://@码字小工张不叁:段小楼这种人，平时很容易混得风生水起，但只要摊上事就完了//@樱雪丸:假霸王，真虞姬。很后来才明白这话的意思。
Preacher’s daughter 这张专辑太好听了！最近才get到，初听时觉得很莫名其妙，最近沉溺在或温柔或哥特暗黑的电吉他漩涡中。 ​​​
转发
转发
分享图片 ​​​
转发
//@顾不厌:5，他们自己也参与//@雷韵ly:牵涉复杂的利益链//@张天翼小张://@麦教授Max://@不想再配眼镜了: 4.受害者争取权益的方式很文明，不会产生什么恶劣的社会影响。
 查看图片 //@RachelTaylorversion://@吃瓜群众CJ:支持//@来一杯冰阔乐吗://@请你吃垃圾://@你别说还真是这样://@喜欢狗1怎么了://@鹅呃呃呃呃呃://@狐疑吱吱吱://@折原閑也://@行尸走奈://@_Reno_挚爱FF:支持//@卡卡荷光:支持蒋胜男代表的提议，取消离婚冷静期
真的超爱瓜西的衣品，她巡演穿得每套衣服都好好看，是一个酷酷的文艺女孩
笑死我了🤣//@陈折折:笑疯了//@_Reno_挚爱FF:爱看这种榜单，曾经在弹幕刷过“女的看得懂吗”“这才是男人该看的电影”“猛男落泪”“应该没女的会看这种电影吧”“男人的浪漫”的人，你们都有罪。
转发
转发
"Taylor 对我来说将是最special 的artist,在24、25岁这两年，Taylor 的音乐陪我度过了最枯燥、漫长的时光，现在听一些歌都会想起那时的自己。而且我觉得对她本人和她的歌craziness 的体验对年轻的我来说是特别珍贵和美好的，在我人生中是sparkling一样的存在。22-24岁时在读研，和同龄或比我大一点的女 ​​​ ...展开"
分享图片 ​​​
看十三邀陈年喜那期，他儿子99年，和我一样大，在采访的最后，听他讲述他的邻居——一个年轻人出去打工再见时的沧桑，而他自己对这个世界有坚守也有抵抗，他的现状是被动造成的也可以说是主动选择的，折射了现今许多迷茫年轻人的现状——那些没有一头扎进以世界意志为转移的生活惯例中的年轻人，那些不 ​​​ ...展开
转发
转发
转发
转发
//@__Kek444:AI早晚消灭人类。人类从根本上不具有不可替代性哈。
转发
//@咆哮女郎柏邦妮:担心不如祝愿，真好
转发
转发
转发
转发
转发
