#投诉举报上海元方科技##积劳成疾患脑梗被套路裁员##贷款上班在元方科技成为现实##为了保住工作贷款77万仍被裁员#  ​​​
@新黄河 @小莉帮忙 @纵览新闻 @大象新闻 @三联生活周刊 @中国新闻周刊@李庄  @蒋胜男 复旦大学超话@李微敖 @王文志 @媒体人牛满 @记录者胡新成2022 @王海 @金陵郭健 @教授老头 @段郎说事 @中一在线 @汪海林 @极目新闻 @封面新闻 @红星新闻 @澎湃新闻 @第一播报 #上班21个月倒贴77万#  ...展开
@新黄河 @小莉帮忙 @纵览新闻 @大象新闻 @三联生活周刊 @中国新闻周刊@李庄  @蒋胜男 复旦大学超话@李微敖 @王文志 @媒体人牛满 @记录者胡新成2022 @王海 @金陵郭健 @教授老头 @段郎说事 @中一在线 @汪海林 @极目新闻 @封面新闻 @红星新闻 @澎湃新闻 @第一播报 #上班21个月倒贴77万#  ...展开
@新黄河 @小莉帮忙 @纵览新闻 @大象新闻 @三联生活周刊 @中国新闻周刊@李庄  @蒋胜男 复旦大学超话@李微敖 @王文志 @媒体人牛满 @记录者胡新成2022 @王海 @金陵郭健 @教授老头 @段郎说事 @中一在线 @汪海林 @极目新闻 @封面新闻 @红星新闻 @澎湃新闻 @第一播报 #上班21个月倒贴77万#  ...展开
@新黄河 @小莉帮忙 @纵览新闻 @大象新闻 @三联生活周刊 @中国新闻周刊@李庄  @蒋胜男 复旦大学超话@李微敖 @王文志 @媒体人牛满 @记录者胡新成2022 @王海 @金陵郭健 @教授老头 @段郎说事 @中一在线 @汪海林 @极目新闻 @封面新闻 @红星新闻 @澎湃新闻 @第一播报 #上班21个月倒贴77万#  ...展开
@新黄河 @小莉帮忙 @纵览新闻 @大象新闻 @三联生活周刊 @中国新闻周刊@李庄  @蒋胜男 复旦大学超话@李微敖 @王文志 @媒体人牛满 @记录者胡新成2022 @王海 @金陵郭健 @教授老头 @段郎说事 @中一在线 @汪海林 @极目新闻 @封面新闻 @红星新闻 @澎湃新闻 @第一播报 #上班21个月倒贴77万#  ...展开
@新黄河 @小莉帮忙 @纵览新闻 @大象新闻 @三联生活周刊 @中国新闻周刊@李庄  @蒋胜男 复旦大学超话@李微敖 @王文志 @媒体人牛满 @记录者胡新成2022 @王海 @金陵郭健 @教授老头 @段郎说事 @中一在线 @汪海林 @极目新闻 @封面新闻 @红星新闻 @澎湃新闻 @第一播报 #上班21个月倒贴77万#  ...展开
@新黄河 @小莉帮忙 @纵览新闻 @大象新闻 @三联生活周刊 @中国新闻周刊 @李微敖 @王文志 @媒体人牛满 @记录者胡新成2022 @第一播报 #上班21个月倒贴77万# @复旦大学 @张家界事儿 @公益领路人 #复旦大学博导牛军钰夫妇做局诓骗脑梗员工血汗钱# @明德先生  ...展开
@新黄河 @小莉帮忙 @纵览新闻 @大象新闻 @三联生活周刊 @中国新闻周刊 @李微敖 @王文志 @媒体人牛满 @记录者胡新成2022 @第一播报 #上班21个月倒贴77万# @复旦大学 @张家界事儿 @公益领路人 #复旦大学博导牛军钰夫妇做局诓骗脑梗员工血汗钱# @明德先生  ...展开
@新黄河 @小莉帮忙 @纵览新闻 @大象新闻 @三联生活周刊 @中国新闻周刊 @李微敖 @王文志 @媒体人牛满 @记录者胡新成2022 @第一播报 #上班21个月倒贴77万# @复旦大学 @张家界事儿 @公益领路人 #复旦大学博导牛军钰夫妇做局诓骗脑梗员工血汗钱# @明德先生  ...展开
@新黄河 @小莉帮忙 @纵览新闻 @大象新闻 @三联生活周刊 @中国新闻周刊 @李微敖 @王文志 @媒体人牛满 @记录者胡新成2022 @第一播报 #上班21个月倒贴77万# @复旦大学 @张家界事儿 @公益领路人 #复旦大学博导牛军钰夫妇做局诓骗脑梗员工血汗钱# @明德先生  ...展开
