Repost
成为一个特立独行的人——读《杀死一只知更鸟》有感成为一个特立独行的人——读《杀死一只知更鸟》有感 ​​​
Repost
网页链接To Kill a Mockingbird reading reviews :2025 To be a maverick - after reading To Kill a Mockingbird ​​​
Repost
我给自己买书的时候，都会看微信读书上有没有。电子书方便多了，适合通勤看。只有给孩子买书的时候买实体书。
想象中也是这么想的
人性复杂，并不是忍让就能岁月静好。
你的孩子不是你的孩子，是一个独立的人。
