张若昀超话 ☁️生日快乐，应该算是喜欢你的第二年了。看了很多文青☁️的拧巴文字，不可救药的爱上这种痛苦但又向往美好的人。越看越试图了解你的一切，陷入角色和你本身编织起的巨大人格魅力迷宫。统一的内核，理想主义的心态。是这样的一个你。 ​​​
#假如张若昀虞书欣演先婚后爱#很闲来看新剧啊《人之初》预约→网页链接 《千里江山图》预约→网页链接 《庆余年3》预约→网页链接 ​​​
#假如张若昀虞书欣演先婚后爱#太诡异了这个热搜 ​​​
#人之初 定档#人之初能不能明天就定档，受不了了听说九月份，非要等暑假结束是嘛，熬到暑假就是为了看人之初，我要看高风，高风。 ​​​
2024#暑期档最受欢迎电影角色#评选启动～我推荐了王炸-张若昀，你的推荐是谁呢？#电影正当夏#2024微博网友喜爱电影
张若昀超话#恭喜张若昀超话粉丝破80万# ​​​
张若昀超话☁️☁️生日快乐 ​​​
#粉丝认证号#我刚刚领取了#张若昀##粉丝认证号#No.1054927，马上领取粉丝认证号，官方盖章你值得拥有！ ​​​
#张若昀曾被校园霸凌#☁️现在是一个很好的人，是一个能够拥抱幸福的人了。年幼时的痛是忘不掉的，但以后的路还在那。 ​​​
//@张若昀:希望18岁的你喜欢这部电影，更要喜欢当时的自己。
叮～我的心动角色已出炉！快来pick你心中2024#暑期档最受欢迎电影角色#，为TA助力吧#电影正当夏#2024微博网友喜爱电影
