微博正文
最近听了188男团的广播剧～感受了各种各样的渣男～想着找个小甜剧缓缓～结果还是好虐【虽然大家都说《督主有病》是HE～但是过程好虐～我又要找新剧缓缓
台湾媒体曝光台某航空公司已婚台湾飞行员劈腿40多名女性，交往好多年，竟然都不知道他已婚，并且经常进行多人运动，落地就约妹！台湾网友：如今的飞行员就是渣男，过街老鼠，难怪空乘那么多单身，因为实在是太清楚他们有多渣，这个圈子真是有够乱的。
两个人都长了一张很有欺骗性的脸，我哥长了张渣男脸但实际上是个温柔没脾气的老好人，老坑长了张老实人的脸，但其实是个没担当情商低的普信男，这个故事告诉我们丑人多作怪是永恒不变的真理
追时代峰峻就像和渣男谈恋爱有一种不管你往哪个方向努力撒钱他都不会爱你的美感
新赛季开始前，做一个被簇拥的渣男
就算看似给了糖吃也一定记得继续维权不能疲软，不要被这个渣男公司骗到，它的本性谁都知道，这个番位永远不认
《锦绣安宁》罗成章看到乔小娘安然无恙，没有被陈大娘子所害，他肉眼可见的紧张，抓住凳子的手出卖了他的内心，他是真心希望乔小娘真的已经去世了，如果不是集数所限，罗成章应该是个彻头彻尾的大渣男吧！电视剧锦绣安宁超话#锦绣安宁#
死渣男
@TF_ING渣男
BadBad很适合红光+皮衣。有人说这歌渣男味很浓，但结合jyh，我怎么越听越觉得很四爱？微博正文
很多时候，我看到zl粉丝一些言论我都很抠脑壳，喜欢zl的啊，不应该啊。说要在婚礼上放cay，哥，这是讲渣男跟恋爱脑的歌，也刷到好多非要穿的跟雷哥一模一样的人，头发一模一样，说话故意带点刺，激怒别人然后说自己有个性不怕排挤，纯属有病。果然男粉跟男人一样莫名其妙又爱自我感动，舍不得花一点心思去看歌词深意，嘴上说自己zl所有歌都听就是不听成都，就觉得自己很有个性了
“只要不欠债不乱大肚子不生大病一切皆有盼头虽然你最近花了很多钱但起码你的钱花在了自己身上而不是小孩奶粉尿不湿以及一些家庭开支转头还要被人说乱花钱想想日子还是有盼头女孩子只要守好自己的肚子人生随时有翻盘的机会而不是坐月子上面流泪中间流奶下面流血的日子才是真的完蛋我永远不会被渣男影响更不会寻死觅活既然上天给了我活着的机会我要逆风翻盘我就是我自己的人生赢家。”
周三舆情热度：①自主可控/芯片半导体②华为链/华为Mate70③光刻机④消费电子⑤并购重组⑥光伏-六部门⑦低空经济看那个板块是渣男了明天#a股#
#两对明星领证#恭喜潘粤明，基本摆脱了董洁、王大治这对渣男渣女带来的影响，事业反而更上一层楼了。话说，尹姝贻的短发还是非常好看的，就是没有看到最近的照片，不知道有没有微整。#潘粤明尹姝贻#
1390748845915375885333拿着孩子奶粉钱养小三的渣男
檀健次超话#檀健次爱情有烟火#tjc#檀健次李亦非#我外出吃饭时发现闺蜜男友出gui了！立刻通知闺蜜，居然是真的，呸！渣男！他们分手后闺蜜想把五年来省吃俭用的钱买下看到的房子买下，天哪，她哪有钱？过几天我去找她的时候她说她爸妈把家里的房子卖了给她买房，她整个人也downdown的。而且房贷这么贵，她只能将房子租出去，没想到遇到一个疑似富二代的租客？姐妹们帮我闺蜜看看这个租客的资料，看能不能租给他啊？（附上租客富二代李亦非）@MIC檀健次JC-T
