Repost
转发
在海边玩耍庆祝皮皮三岁生日期间读完了这本村上的新书。在惠州小径湾商业街的西西弗闲逛偶尔发现这本书的那天，我问冰看了吗？她说她也刚好在微信读书上看见了，也准备假期出去玩的路上读。跟朋友一起从小读到大的村上，读他的书就像度假，跟朋友一起的度假。
“如果正常就意味着暴力，攻击，污蔑，那我宁可做不正常的人，在我的不正常的世界里和我热爱和尊重的真诚、单纯、善良的不正常人共度与世无争的余生。”
最近盒马卖的鲜花好漂亮，三四十一束，买菜顺便带一束，家里都洋溢着春色了。 ​​​
转发
转发
