微博正文
特么的复习复习又开始打开这个死微博
大学生最痛苦的时期：期末复习周和写论文…手机真的玩不了一点，每天两眼一睁就是干
期末考试是考前一天还不愿意复习的演唱会是还有十天抢票就开始练歌的
这就是期末复习不看书每天研究考试用哪个笔可以多考几分的废物
期末不好好复习没及格开学来补考也不想好好背书补考完了感觉过不了了急眼了开始怒骂老师是个贱人了为什么故意不给你过妹子你也是很有生活了
好吧其实还是特别特别特别特别难过我没想到最后就因为差了五天没赶上说老实话我大学期间干那么多事去当学生干部去当志愿者去青马班去各种各样地方实习实践期末认真复习提高绩点参加党服学生会去三下乡我做的够多了我真的很努力的在向组织靠拢了vx个性签名那句话天时地利其实事在人为我一直相信努力了一定会有结果开始年龄不够没关系那我就等到年龄够后面刚迈出第一步以后就朝着那个目标不断努力了哈哈哈哈最后因为这个日期给我卡了我恨我真的恨如果是我能力不够达不到我认了直接机会都没给我这个日期也不是我能控制的这难道不是统一安排的吗难道不是学校统一安排的这一批次时间吗为什么这一次就要卡在这前面五天为什么要把我们这一批次卡掉我没有时间了我马上就要大四了
分享一下去年看到期末周复习那会就头皮发麻不过还好，顺顺利利但是现在看到这种饭都需要想一想希望赶紧好要不然吃饭都没有动力了！
#这就是生活呀#多多说今天是她的luckyday，因为今天她值日，连着给班级加了三分，还被值周生表扬了。另外画画课也开心，跟我说喜欢新美术老师的评分方式（大体意思是每次画画都会打个分，期末进行评比，小家伙大概是觉得自己很擅长画画）然后自习课也超开心，老师没留的作业她就提前写完了，自豪的拿给老师批，还和好学生比赛做题，成就感满满。今天还帮着老师批卷子（小家伙跟我说批的过程自己也复习了很多遍，记得更扎实了，另外批好学生和不好学生的卷子时，感觉很不一样，还和我讨论了一下区别和老师判卷时的感受）小家伙挺强的一项能力就是有一双发现美好事物的眼睛，真棒
才下班虽然是在纯纯输入知识但也是累到我了有种期末考前和小伙伴通宵复习的感觉
哈哈哈哈哈哈哈当我坐在图书馆心里暗自骂街时我就知道我找回了以前的学习状态非常开心耶耶耶虽然效率很低（坐了5h完成了3h就能做完的任务）PS：我骂街不脏的只会一直重复fuck全世界耶耶耶终于在我周六期中考前学完了要考试的内容明天抓紧时间复习吧加油加油👏👏👏到底是谁发明的周末考试啊请周末考试滚出地球plz
