Repost
Repost
Repost
想到了刚看完的柴对赖恩典关于他对抗日老兵纪录片的访谈…//@江东猫草://@早期作坊:但是很多人相信，因为后见之明和旁观者清，历史学家比历史的亲历者更了解彼时社会的真相，人类学家比他们的研究对象更为理解其一整套生活行为的机制与意义，凡此种种
#工作生活#
真是…但是这个博读得我没有一点心力了…//@学术大观察:玩，本身就是一种能力
Repost
//@BunBunBunBunBunny:To the brave gals 🍻//@sherry林小梦:一万次的告诉自己，只有自己才能救自己。当自己从低谷一点点走出来以后回头看，真的谢谢那个不放弃的我。//@梨子姐姐在上海:是的，真的是不停打碎了 再组装的过程，虽然有点裂痕，但总归成了自己喜欢的样子～// ...展开
小帕你真的很棒！
今天又被老师说了要自信
#读博日记# 办公室要被棒子包围了... ​​​
Repost
#读博日记# 开学前的周末和好友一起去给Minnie Vautrin献花。墓地坐落在大玉米地里，1862年就存在了。献完花我们顺道在墓地里走了走，墓碑上刻着逝者的生卒日期，有些还写着家人对他们的思念与悼念，文字简单却真挚。每个人逝去的年龄各不相同，有年轻有年老，有的虽然出生时间不一样，却在同一天离 ​​​ ...展开
Repost
Repost
//@昭2590C://@骑桶人://@刘宗迪v2:北大有位已故历史学者，对中文系学生讲座，说中文系没学问。历史学瞧不起文学，导致历史学不会读书（只会引经据典），读不出语句背后的弦外之音、言外之义。更糟糕的是，现在文学研究者自己也瞧不起文学，越来越向历史学照葫芦画瓢，以至于丧失了理解、欣赏文学的能 ...展开
#读博日记# ​​​
鲁豫和易立竞的对谈真是太好了，各方面的好。两人对话之真诚、细腻和流畅，给了我很大的鼓励和启发🥹。让渴望深度对谈的我，在这个注意力被算法控制的时代，也能看到希望，很感激有这样女性力量和榜样的存在。 ​​​
#读博日记# 可能是此生在学校读书的最后一个学期都这样不太平...阿弥陀佛我只想平安毕业... ​​​
我狠狠学习
Repost
勇敢地去做去尝试！//@芝麻糊了吧:当我放松下来，一切都会变得容易//@黄濑濑濑濑:我念！//@风吹铃铛响叮叮:好
有些人真是对ta友善就蹬鼻子上脸要像嘻哈学习训练自己的攻击性，学会表达愤怒！#读博日记# ​​​
第一次跟韩国人做室友 如屡薄冰 胆战心惊#读博日记# ​​​
在回家的校车上看到了很多新生，ta们成群结伴，拎着在超市买的生活用品和朋友说说笑笑。好像还没有认认真真感受夏天，这个夏天就要结束了。#读博日记# ​​​
#读博日记# 跟老板开完会的下午适合带上耳机打开方大同15演唱会好好欣赏美妙音乐 ​​​
Repost
#读博日记# 结合合适有效的prompt，Claude老师跟genmini老师相比真是内耗纠结人（本人）的有效止损器。 ​​​
#读博日记# 拖新室友的福，学校宿舍安排了公寓清洁。三位墨西哥女士带着专业的工具不到一个小时就把公寓进行了较为彻底的清洁。虽然research 很苦，但是回到家看到干净的地面和灶台还是很开心！ ​​​
我学
自媒体审核机制真是迷...//@CyberZhiqi://@江东猫草://@在也门钓鲑鱼://@透明人間的蒸气://@穿乔琪纱的夏天://@CHICYOO:津云新闻：“起初，前两个患者家属发布的视频关注度不高，后来这三起纠纷的家属在抖音上相遇，开始互相关注并推荐作品，由此引来大批网络水军对邵医生进行攻击。”短视频平台的算法 ...展开
"It’s all about mindset, I need to stay more positive about the challenges ahead. #读博日记# ​​​"
//@橘子是独一无二的水果:Repost
有趣
往前走//@我是饭恩:Repost
马一下
组里的日本大哥经历了一些波折，终于顺利完成了博士答辩并提交了所有文件。今天到办公室时，正好碰到他在清理办公桌，准备离开。昨天老板在家里办了一个小型的欢送派对，为他庆祝博士毕业并即将回日本开始新工作。在聚会上和组里的朋友聊了很多，短暂地从让我身心疲惫的科研中抽离出来。希望自己也能顺 ​​​ ...展开
#健康#
夜晚的惊喜#读博日记# ​​​
Repost
//@看星星的Flora://@看星星的Flora:勿忘国耻啊
#chatgpt#
Repost
Repost
和几位刚答辩完的phd聊了聊。短暂的轻松过后， ta们又忙着改论文、打包、奔赴下一站。相聚总是匆匆，分别也各有方向。选择没有标准答案，重要的是弄清自己能做和想做的东西，只要走在想走的路上，即使一人启程，也终会遇见同路人。#读博日记# ​​​
勇敢地尝试 做着做着就想开了
"大同生日快乐🎂hope everything is going well on your side, and hope you are having a good time in your wonderland. We miss you so much, Khalil."
Repost
李兰迪妹妹真好看啊 ​​​
//@马达的加斯加:噢🥺//@齐齐哈哈市萍萍:他们不只是脱口秀的朋友//@俺八段酱://@你别说还真是这样:好人//@荷兰豆本豆豆荷:其实这两位也是脱口秀里最能共情演员的嘉宾了，好喜欢//@请你吃垃圾:真好//@烫金真爱册:天呐🥺//@快乐星球宿管阿姨:我的天 二位好人好报//@旋风杰瑞:呜呜// ...展开
狠狠学//@我是饭恩:Every talk is a job talk…//@王姐夫不自然1840:我现在的所有报告前都要反复练习。读书时候导师说他每次都要在酒店里对着电视讲几遍，即使以他的年资和功力都需要，我就更需要了。重要的报告大概要自己掐着表彩排十遍左右，做到每页用时大体差不多，讲的时候几乎不用看屏幕就知道每 ...展开
#工作生活#
很喜欢风吹过树叶沙沙沙的声音 ​​​
#健康#
房租从19年的626涨到现在的812...#读博日记# ​​​
做着做着就想开了。 ​​​
谢谢gpt 老师。 ​​​
F1 the movie 好看!好久没看到这种纯粹刺激的院线电影了🏎️ 布拉德比特年过六旬还是好帅! ​​​
//@iswenwena://@蹙损他淡淡春山-://@江南大野花:我尽量//@格兰芬多公共休息室:允许事情进入逗号//@甜家一颗大白菜://@罐头辰://@出版人周筠:尽人事听天命//@芊芊草影:事情悬而未决的耐受度，我的思考是，一个事情，只有先学会放下，才可能拿起。所以日拱一卒，莫问结果，keep trying就好。
#生活技能#
//@靜水涵深:文章故事和课题进展及做实验顺序并不对应，实验学科的论文写作逻辑≠科研逻辑。
方大同超话  经纪人Jamie在金曲奖后发文：第36屆金曲獎，因為你，所有來自四面八方的愛再次凝聚在一起。我們像以前一樣，一起討論講稿、討論流程，討論要去哪裡、吃些什麼。只是不同的是，這一次的你，是在千尋之外，看著我們。我們來到台北，走過你最喜歡的那條街，點了你最愛的那幾道菜， ​​​ ...展开
转给正在写dissertation 的自己
//@方芳的快乐生活:对！//@阿图-:变好变好变好//@kanahoooo:好！//@你的雕沙到我了:好！//@梦嘚啵嘚佳:好！//@西升月:好！//@塑料河:好！//@噗叽咕咕咕:好耶//@芝麻糊了吧:好！//@泡脚鱼泡椒:总而言之先！
去年这个时候在欧洲开会/旅游...美好的日子已经过去一年了...时间过得实在是太快了 ​​​
女人看见女人 女人珍视女人//@烫金真爱册:花儿们💐//@根正苗红好颜狗:珍藏每一张//@一甌暘:所以女人会永远爱女人、应该永远爱女人//@喵阿坞:美好//@限量热恋季-:呜呜呜//@耳東鹅:好珍贵 我会永远珍藏…
呜呜呜宋佳真的好好啊各种方面的好
在看卢广仲在hito 的串烧表演，在听到lovesong 的时候背景里大雨落下时我的眼泪也流了下来…很多人都在唱你的歌但是都不像你miss you so much Khalil. ​​​
//@乌云装扮者:没有错，要一往无前。特别烦在这过程中拿自己的犹豫和心眼企图动摇我的人。
泪流不止
最近和朋友聊天时提到，读博期间收到的正面反馈一直很少。一方面是因为在低年级时确实有些摸鱼，另一方面则是因为研究中使用的方法大多是靠自学完成的，和导师在技术细节上的交流比较有限，这也导致我在遇到瓶颈时常常感到痛苦和无助。虽然磕磕绊绊地完成了第一篇论文的发表，但对自己的科研能力仍然缺 ​​​ ...展开
谢谢🙏
//@折枝做梦甘露寺重生版:“把手弄脏”除了亲身实践之外，还有几重意思：1、不要追求体面，琐碎是必经之路。2、不要害怕搞砸，搞砸是成功的开始。3、不要做出表面的忙碌，去关注实效。4、在重要的事情上全情投入，浅尝辄止什么也得不到。
转给我自己
Orange moon. Feat. Khalil ​​​
我的钱终于拿回来啦！
#工作tips#//@折枝做梦甘露寺重生版:今天给人看简历，着急上火。真有人可以做到每一个关键词都避开ATS系统，再想到自己秋招前也是这样，又释然了…
认认真真调整模型结果模型直接摆烂…我原地崩溃…每次调整ai 都在积极地鼓励我…但是我好绝望 #读博日记# ​​​
终于迎来了夏天 最爱窗外的一片绿🌲空气干燥 但有青草和树木的清香Live in the forest ​​​
