Repost
快到九月底了…时间过得好快 ​​​
主动一点，make it happen ​​​
Repost
#工作生活# //@风苇倾谈:怎么办？三个点：  1. 尽快完成原始积累，向上跃迁。 你必须狂奔，因为AI在极速地追。  你必须迅速摆脱初级状态，成长能独立抗事的老兵。  你需要有意识地、主动地承担那些复杂任务，不要沉迷于那些能让你舒适地完成的简单工作。  那是温室，也正是AI的领地。  你的目标是，在 ...展开
该说不说，美国的售后还是挺好的…买的产品出现了质量问题，联系客服提供购买记录和质量问题图片，客服马上回邮件说可以直接发一个新的给我… ​​​
//@元纸纸-2022:当你感到复杂项目难以推进的时候，想想这个心法：一次做一点，每天接着做。你不必去想，怎样才能在短时间内完成这一切，也不必去想，做这么一点有什么用。你做这些的目的就两个：1让你学会做一点事情马上得到成就感，爱上做事本身，2让你习惯每天接着做，以便迎接复利的到来。  ...展开
"pain+reflection = progess, just focus on myself. ​​​"
打完流感疫苗之后低烧头脑混沌持续了一天，但是睡了个好觉！ ​​​
山外有山，我外亦有我。 ​​​
#生活技能#
#工作tips#
#工作生活#
#基础技能#
Repost
我学！
😧//@江东猫草://@LaosVuitton://@湛若秋水:亲戚家的孩子985工科在读，想保研但在本院成绩没排上，不过要想硕博连读却可以上。我妈问为啥会这样？我说因为大家都不傻…我妈又问读博士就那么亏吗？我说如果是top2学校的热门专业也许可以考虑一下。我妈最后说，那这孩子应该咋办？我说照我看应该 ...展开
显化！//@YX_semanticist:回头我就说我是国际知名学者//@库特纳霍拉的骨头://@矮周迅:显化🙏//@湖咯咯:显化//@超标本实验部:显化！//@展台手册:显化🤲🏻//@磊磊漂亮:显化🙏//@V爱XuL仑:显化！//@锅巴不吃锅mio:一直相信显化磁场//@茶汪比录:相信相信的力量说起来很虚无缥缈 但是是真 ...展开
TA的课下课的点真是让人困倦....#读博日记# ​​​
无法做J人的原因之一就是我总是oversimplify要做的任务…做着做着就会有新的问题出现…心态放平后接受变化不管状态好坏每天做一点进度可能还更快一点…#读博日记# ​​​
let them ​​​
姐姐值得！//@张老刚:谁懂啊导演和编剧是因为看了花少5找到的辛芷蕾！！！！！！！蕾子！！！！！！！！！你做到了啊！！！！！！！！！！！！！！！！！！！！
