 ​​​
#鹿晗 关晓彤#小鹿未来只有好运气 ​​​
天才啊你小猪
我正在#WMA微博音乐盛典#推荐年度演出IP「GAPDAY音乐节」，快来一起参与吧！#WMA微博音乐盛典定档# 网页链接
焦头烂额。 ​​​
yuqi赞赞赞❤️
好美妙的合作 两只小狗眼睛都被淋湿！！//@王安宇buss:很喜欢的故事，很喜欢的一首歌，很开心的一次合作！小宋🐂哇！solo2大发！
有梦想谁都了不起
当女生拿到话筒 就不会只说自己
是的，我对人生充满欲望。
累的只有点转发键的力气了求毕业放过。 ​​​
好想咆哮一句 好累 ​​​
🐎 好好看好好看mark一下 ​​​
🐎//@圣母玛丽樱:可以把资料发给豆包让她给你打电话
一遇到我妈的事我真的非常非常难办失望愤怒无措。 ​​​
英语你要一直对我这么好好不好 ​​​
🐎#睫毛膏#
11111
妆容mark🐎 ​​​
九月快快上进harvest ​​​
金九 我爱你 不要让我再痛经啦…在床上挣扎了一天还是吃了布洛芬！ ​​​
九月顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺顺 ​​​
🐎清相册
这个世界最大的谎言就是你不行。最近几天听见了好多好多身边人否定我的决定，劝阻我去做其他的决定。 ​​​
Taylor Swift《Enchanted》Enchanted（@网易云音乐）妈妈你要永远幸福啊❤️❤️❤️❤️很闪耀的那种幸福啊❤️❤️❤️❤️❤️#泰勒斯威夫特# ​​​
这暴雨下得我有一种大大的爽感。 ​​​
🐎 是我喜欢的颜色！
来例假的前摇慢的令人发指。我已经腹痛两天了你玩够了没小月经。我已经困了两天了 我今天睡了三觉！拜托！！！ ​​​
p2好美萌啊
mark 美甲 ​​​
suzysuzy我们喜欢你
很棒啊 没关系啊 永远有明天啊 喝杯奶茶吧 听首怒韩吧 ​​​
拜托你好好调理调理自己的心态吧。 ​​​
 ​​​
温和地走进那个良夜。走到那栋居民楼，抬眼看向顶楼窗户，感觉爷爷还在那里。在西边房间窗户前，抓头发、浇花。在阳台窗户前，望着八卦，和我们打招呼回家又离别。在东边房间窗户前，是你养的小榕树，生命力顽强。好像那片区域，总能听见你自行车簌簌骑过的声音，压遍那些街道。张说，这里是这里， ​​​ ...展开
🐎
作为一个爱吃鸡肉的人 点外卖已经开始直接在搜索栏里面搜关键词鸡了哈哈哈哈哈哈哈 仔细挑选 我是鸡肉判官黄鼠狼大人。 ​​​
为什么总是喜欢骂自己 补药这样自我PUA啊 夸夸自己好不好啊🥺🥺🥺 ​​​
好宝宝
拜托让我过过过 我十二月还会来的 六级（已下定决心！ ​​​
就差一点点 让我过一下六级能怎样啊（猛叫 ​​​
好想做奶黄色美甲好想做波点美甲（MJ打出来不是美甲是媒介的时候我真的破防了了了 ​​​
好看的妆 🐎
半夜特别疲惫但是热得不得不洗的时候 打开夏令时边听边洗边唱我真的重启了哥哥！
🐎
轻轻地做
明年染红(๑&gt;_&lt;๑)
414
就这样爱着暴雨 ​​​
看完老师的评语感觉瞬间颅内压力值达到顶峰。。 ​​​
张悬《艳火 (Pyrojewel)》艳火 (Pyrojewel;)（@网易云音乐） ​​​
中午睡觉想着回家回家想回家就这样迷迷糊糊睡着 梦到了一堆亲戚…🌚 ​​​
不要害怕 不要害怕 不要害怕 ​​​
我求你们了
线上看玩最多发出的是 好帅 好美 的感受线下看真的是 流泪 幸福 你幸福就好 你在笑 你在唱跳 真实 立体 生动在我的面前 总之是更爱了 更爱了太多 我感觉幸福 感恩 感谢 分泌了大量多巴胺前半场一直在拍录后半场经常瞪着眼睛死死盯住小鹿无与伦比。。。 ​​​
看演唱会最幸福的是瞧见鹿晗八百次的偷笑他在释放很幸福的信号真好带给我巨大幸福巨大满足的人更是要自由要幸福@M鹿M ​​​
笑死我了不是
对家人一定要好好说话 好好表达 心中的爱不要变成口中的刺即使急躁 即使难压或者习惯使然即使激素过度波动活跃期 喜怒哀乐一直在转换喷发我们也要让说出的话变成不会后悔的德善 ​​​
mark一下明天要化的妆！还有别忘带饰品啦！！！！拍立得 身份证 两个手机 雨伞 外套我带了海量箱子➕书包 出发上海🤗 ​​​
颉教🙏🙏🙏颉斌斌考研英语超话 （虽然写的太慢了太纠结了 ​​​
好美好大气的妆…
任务制取代时间制！
好开心 俺父陪我去上海 票已订好啊啊啊啊南京上海你可旺我吧！！明天后天早点起床背书 感觉周末月考（在上海刚玩回）要偷摸开卷考了满脑子都是期末背的 新闻背诵为0 ​​​
“那段热恋就像夏天的暴雨，来得快去得也快，但每一滴都刻骨铭心。”萝卜头你好会说。。（今天刷抖看见一句话“那段日子确实不错 我甚至还会回忆 但飞鸟和鱼不同路 祝我们都幸福”。在成长之前，我总想说“谁脑海里都有一张忘不掉的脸”//@吃瓜罗伯特:徐栀宝宝和陈大诗人的故事也勾起了我的青春回忆， ...展开
原来枪枪这两年也和我一样 遭遇了变故失去了重要的人 然后自己性格大大改变了 都是我的一部分。“如果超自然力量真的存在 你想换取他们起死回生 但是 不要去打扰他们。”可能2023年寒冷的冬夜，冷到打颤的劲还没过去，但是日子真的会一天一天过去，未来也如期到来。
笑死了平平无奇的一天被xbb老师判定为泡泡英语阶段 ​​​
看陷入我们的热恋成功唤起了我高考后那个炙热短暂热恋的盛夏了当时我也谈了一段彼此异国上大学后就分开 但是高考后无敌热恋的日子…🥺甚至女主的家庭构成和我们家都一模一样徐栀宝宝我太爱这部剧惹 ​​​
woc陷入我们的热恋第十集真的杀疯了心动的要命明天早上还有早十的我存子太会演了…不愧是谋女郎好强 好强 我真的觉得和我们栀总一样强@刘浩存 可不可以二搭啊王安宇刘浩存🥺🥺 ​​​
存子演现偶简直是大炮轰蚊子 手拿把掐安宇我今年迷得不行…已经被下蛊… ​​​
孩子们 我镜头一对准自己已经笑成痴汉了…原著粉➕颜值粉就这样宠溺我们家猫猫狗狗这完全是猫猫浩存和狗狗安宇啊（没看过书的话可能觉得剧情有点平or太现偶了！）（个人感觉）但！我！很！爱！这个🤩庆余年已经暂停了哈哈哈 ​​​
妮子上岸后我就这样虔诚地传承了她的迷信 很爱啊
王安宇刘浩存这完全是猫猫狗狗啊！！ ​​​
真的到了爱上三毛的年纪如果有来生 站成一棵树 没有悲欢的姿势 ​​​
目的 本质理解 输入 内化 输出
打卡完单词 倒计时从200跳到了199世界恐怖事件啊啊啊😱 ​​​
每天都在🫘偷吃王安宇 ​​​
所有题都在纠结的两个中选择了错误的那个🥴 ​​​
六月祝我的学习运旺旺旺好运来来来 ​​​
一觉睡醒真的好适合背书！怒背两个半小时媒介融合下雨好啊下雨好 只要我不出门就是下雨好 不下雨太热我就燥燥燥不想学眼睛打架 ​​​
等有时间了或者考完了 我想认认真真开开心心特别放松享受的不带任何目的的读一读三毛和史铁生 ​​​
妮妮用完元元用
