转发
嗯，家长真的不要陷在自我感动的怪圈里。
小朋友说，“你们是我的空气。” ​​​
2025年第7本书是《自驱型成长》，看了一半一度想放弃不看了。不知道是原文还是翻译问题，感觉有些内容翻来覆去地阐述，有些冗长。整本书看下来主要提倡一个观点：想要锻炼孩子自驱力，父母要学会把控制权交还给孩子，同时在孩子需要帮助时及时出现。作者分析了脑神经构造，鼓励父母成为顾问型父母，给 ​​​ ...展开
关于孩子生病的话题，值得好好看看
书上说，“你的解释影响孩子的思维方式”。 ​​​
2025第3本书是本小说，杨云苏的《团圆记》，作者对于细节的观察和描写能力真让人喜欢，故事情节又很符合现实，细腻温情但又带着冷酷无情。人只活一世，要学会为自己活，替自己抓主意，要敢于挣脱世俗道德的捆绑。谁也不必为了对得起谁而活。 ​​​
2025第2本书—丹尼尔·平克的《全新思维》，书中重点强调了右脑对于适应未来的重要性。提出了6大必备能力-设计感、故事力、交响力、共情力、娱乐感、意义感；提醒大家关注3个问题：工作成本是否比别人低？是否比电脑快？是否是社会人们需要的？这类书很适合泛听，下一步计划同时开始看两本书。 ​​​
2025的第一本书—莉萨·马尔基亚诺的《女性的英雄之旅》，书中的一些思考角度让我很有感触，听完后想下单一本纸质版再看一遍。母亲之旅，实属不易，但又能让人拥有神奇而坚韧的力量，甚至有一种重生之感。 ​​​
今天一天下来最开心的时刻是陪着孩子们一起大口大口吃自己认真准备的晚饭。 ​​​
转发
非常赞同
太赞同了。父母和孩子应该互相尊重的。教会孩子正确表达自己的情绪是很重要的功课。
#孙燕姿公布巡演场次#上次看她的演唱会已经有十年了吗？！十年啊，我经历了什么呢？ ​​​
#一年级#妹妹进入舞蹈团，姐姐没有接到通知。赶紧尝试沟通争取一下，结果是不行。回来我也直接跟孩子们说了，姐姐没有我想的那么难过，反而轻描淡写地只说了句好吧。我赶紧接话后面会有特色课可以报，咱们可以上别的。虽然早就想过会有这种状况，还是有些意外的。也好，这不就是我一直跟孩子说，希望她 ​​​ ...展开
开学第二天，也是不开心的一天。姐姐想妹妹和妈妈，妹妹依旧不喜欢老师一整天都很凶。我肯定了姐姐敢于表达自己想法，鼓励妹妹继续做好自己的事情，告诉自己老师凶的时候不是针对个人的。不过说回来，用“午休没有带眼罩就要站着睡，午饭没有吃完就要留校不给放学”这样的话语恐吓控制小一学生听话的老 ​​​ ...展开
多多投资自己
晚安😴 ​​​
如何面对bully：无视、友善对话、直接走开、严词指出、及时上报。
