这谁啊 唱得这么好听#鹭卓4inlove#
赵小童超话 小童，看遵义的云，好可爱啊哈哈哈哈 ​​​
#N号房#请重视起来！ ​​​
赵小童超话 在线冲浪，终于遇到你啦！ ​​​
赵小童超话 遇到了空降超幸运，发帖求翻牌小童，祝我抢到行李牌，我不要成为黑户了 ​​​
赵小童超话  ​​​
赵小童超话 掐指一算，今日翻牌必有我~小童，看我们班上的小朋友画的画，我画得都不如他们，他们很有想法呢 总是给我一次次的惊喜。 ​​​
赵小童超话 小童，快看，今天实习的时候拍得我们班小朋友，都不敢发给他家长看了哈哈哈哈哈哈 ​​​
赵小童超话今天是我关注超话的第400天，希望能继续伴你一路前行～ ​​​
最后再看我一眼@赖赖土豆侠 ​​​
后陡门的夕阳是我最想亲眼去看的
@赖赖土豆侠 再看看我呜呜呜呜呜 ​​​
鹭卓winner超话 注意到我期盼的小眼神了吗在看课 ​​​
爱看，多发
记录一下昨天小童直播，录了好久的屏，结果发现没有把声音录进去，真的被自己蠢笑了 半凊的微博视频 ​​​
@赖赖土豆侠 可以看看我的吗？ ​​​
❤️❤️❤️
赵小童超话 我的宝来空降啦，发出爱的表白~ ​​​
❤️等小童直播
❤️
❤️
赵小童超话今天是我关注超话的第1年，希望能继续伴你一路前行～想陪你很多很多年 ​​​
❤️
❤️
❤️
❤️
啊啊啊啊啊啊啊啊啊好帅！
好棒
哇
🌱🌱🌱
喜欢第三张照片哈哈哈哈哈哈
❤️
🌹🌹🌹
李昊好帅好帅
哇
棒棒哒
又做了一件有意义的事情
又做了一件有意义的事
又做了一件有意义的事情
哇
期待哈哈哈哈
哈哈哈哈哈好棒
赵小童超话 举个爪，求个翻牌啦今晚是洗了三次脚吗？ ​​​
赵小童超话 终于要到星期五了 实习好累 ​​​
赵小童超话 举个爪，求个翻牌啦 ​​​
#非正式跨年派对# ​​​
#我的微博播报# 守护全世界最好的 鹭卓winner超话 ！来&gt;&gt;一年一度！我的微博播报 晒晒你的宝藏超话吧#微博之夜# ​​​
#我的微博播报# @种地吧赵小童 @种地吧赵一博 @种地吧陈少熙  每一次互动都欣喜不已，这一年最最关注你~快来&gt;&gt;一年一度！我的微博播报一起回顾这一年在微博闪闪发光的瞬间吧！#微博之夜# ​​​
赵小童超话#恭喜赵小童超话粉丝破80万#赵小童超话#赵小童童你分享好时光# 哇。好厉害 ​​​
我正在#微博跨年狂欢节# 预约十个勤天，可以冲跨年晚会现场门票！#2025我在微博接接接#特仑苏邀您预约2025，让更好发生！微博跨年狂欢节 ！
#微博跨年狂欢节# 可以预约十个勤天了！一起云跨年，还可以冲跨年晚会现场门票！#2025我在微博接接接#特仑苏邀您预约2025，让更好发生！微博跨年狂欢节 ~~
#微博跨年狂欢节# 可以预约十个勤天了！一起云跨年，还可以冲跨年晚会现场门票！#2025我在微博接接接#特仑苏邀您预约2025，让更好发生！微博跨年狂欢节 ！
我正在#微博跨年狂欢节# 预约十个勤天，可以冲跨年晚会现场门票！#2025我在微博接接接#特仑苏邀您预约2025，让更好发生！微博跨年狂欢节 。
#微博跨年狂欢节# 可以预约十个勤天了！一起云跨年，还可以冲跨年晚会现场门票！#2025我在微博接接接#特仑苏邀您预约2025，让更好发生！微博跨年狂欢节 ~~
我正在#微博跨年狂欢节# 预约十个勤天，可以冲跨年晚会现场门票！#2025我在微博接接接#特仑苏邀您预约2025，让更好发生！微博跨年狂欢节 。
我正在参与2024#微博演出大赏官宣##微博演出大赏#线上荣誉推荐活动，我的年度歌曲是【思念难捱如晚风侵袭】，快来一起分享你的年度音乐回忆吧！点击直达→2024微博年度音乐演出推荐
我正在参与2024#微博演出大赏官宣##微博演出大赏#线上荣誉推荐活动，我的年度推荐演唱会是【种下一个未来十个勤天2024巡回演唱会】，快来一起分享你的年度音乐回忆吧！点击直达→2024微博年度音乐演出推荐
赵一博超话 辛苦了 ​​​
啊啊啊啊啊啊啊快来看
