微博正文
和朋友吵架的时候或者被误会的时候我真的会去解释，因为被误会真的很难受但是你去别人问你解释，想掩饰狡辩你不解释别人又会觉得你都不解释一下就是不管怎么样，都会觉得你有过这件事可是明明没有过啊我觉得和朋友恋人之间还是要有信任别人跟我说，经过理性思考我会相信而不是去相信别人在自己身边煽风点火比如恋爱关系中，对方不回消息现在这个手机不离身的年代真的还会有这样的吗，我还是会动摇但是我还是会相信吧，至少没有亲自发现当场抓住被欺骗可能在他人看来这样做很傻但是我们都活在讨好主流文化而构建的虚假人格面具中会被社会主流文化构建出的一些知识体系文字句子从而代入自己当下面对琐事，困境，总会被“所谓”“正确”的“金句所影响自己的判断，可是为什么会这样呢看似很有道理，这个世界真的怎么了
#朋友#大概在6年前的时候，我和我以前很好的朋友吵架了，那次我决定离开她。这个朋友我从一年级的时候就认识，直到2018年的冬天。吵架的原因其实和之前很多次一样，无非就是理念不合，我觉得她太尖锐，她也不喜欢我的样子。我其实不是一个狠心决绝的人，我念旧，我觉得时间很残忍会改变很多事情，但是那一次我不知道为什么我好像有了很大的决心，我想和她分开，让她离开我的生活。那天我在办公室哭了很久，我也不知道我在哭什么，我跟失恋了一样难过。我删掉了她的微信，自此以后我们真的再也没有联系过。后来的几年里，我们共同的朋友想让我们和好，被我拒绝了，我说我没办法原谅她说的话。就这样，时间一点一滴的往前走，不知不觉都过了好多年。前两天我回家，去看望发小的妈妈，她妈妈因为脑出血躺在医院里，睁着眼睛，但是却没有任何意识。那一刻，我觉得语言很苍白，金钱也没有任何价值，因为当人的脑细胞受到损伤的时候，这个过程是不可逆的，除了奇迹发生等待她的就只有死去。她妈妈是一个要强的女人，感觉一生都在为自己的生活争取什么，但是那一刻她躺在那里，她没有任何意识，她才只有60岁。我觉得人生真的挺无奈的，好像有些事情再努力也没办法让其顺着自己的心意活，还有天意。那天我和这个绝交的朋友见了面，时隔6年后第一次见面，我们没有彼此的微信，在朋友的撮合下见面吃了顿饭。那天没有人提起我们当年吵架的事情，大家也很自然的没有说起未来要怎么样，只是坐在一起聊了聊现在的生活，很平静。我能很清晰的感觉到，我对她已经不再有任何的爱恨的感情，我也希望她过得好，我也可以倾听她的生活，可是我也觉得没必要再加她的微信了。时间真的很无情，在无数个日夜，我内心曾经与她很好的那些东西好像就这样被磨掉了。所以，在还能珍惜的时候，在还对对方有情绪的时候，不管这种情绪是好的坏的，都说明这个人可以掀起波澜，现在应该被珍惜。哪怕痛苦也只是暂时的，痛苦也会过去的，终有一天。
#狮子座总在冲动后懊悔#每一次跟朋友吵架后我都非常的懊悔，但是有的时候真的是控制不住自己的脾气
美国陪审团制度有时候挺恶心的一个人跟朋友吵架，开枪杀死了朋友结果陪审团判这个人无罪检察官律师都被恶心到了，说受够了法律的腐败，要辞职了
今天一天，为家庭哭泣，跟朋友吵架，这就是我的人生，与父母关系不好，与朋友关系也不好，工作也不顺，无法与一切和解。都拉倒吧。
"这是一个，误会的故事。我一个南方人，在某个暑假，去了东北。而在东北，有一个非常非常著名的消暑食品，那就是冷面。有一天，宋先生从外面，给我带了一份冷面回家。酸甜口，吃了确实消暑。可是令人想不到的是，它的分量非常之大，而且它的酸甜味，在我看来实在是太过。。。可能东北人的口味都比较重，所以他们吃着挺好。当我吃了几口以后，我开始猛灌水。我感觉我吃进去的东西，渗透压太大了。机体正在疯狂脱水。然后，我就跟宋先生说：哇也太甜了吧。后来我倒进去一些凉白开，想说把味道稀释一下。可是等我把整个容器都几乎加满了凉白开以后，依旧觉得这个东西甜。他看我折腾了这么久也没吃几口回了我一句：不爱吃就别吃了。冷冷淡淡。。。头都没转过来看我一眼，就在那儿盯着电脑。我心里是这么想的：太好了，终于可以不吃了。看看还有这么多，我问：那这些剩下的怎么办？他说：丢了呗。依旧冷冷淡淡。这份冷面用了挺好的包装装起来的，是那种，看包装就知道不便宜的东西。加上它包装上印着某某酒店的名字，我想着：哇特意去酒店给我买的冷面诶，又贵，不然我就多吃几口吧，人家的心意，不要吃几口就丢掉啊。然后我就又吃了几口，尽量吃得很大声，表现出很好吃的样子。这时他转身过来看我还在吃，问：你不是说不吃了吗？怎么还吃？除了冷冷淡淡，我还感觉到了一丝不悦。我说：再吃几口，这么多倒掉可惜了。他说：不好吃就别吃了，撑死干什么？听了他这句话，之前的什么思虑什么想法也都没了，直接把筷子放下把面拿去厨房里了。我把汤倒出来以后，把面全部丢进了垃圾桶。清理好之后，出来一句话也不说，躺在沙发上玩起了手机。没过一会儿，他突然从电脑桌前起来，做到我旁边说：你今天晚上出奇地安静啊。我看了他一眼继续玩我的手机。他又说：饿不饿，要不要吃点夜宵？我说：不饿。他不知情，开始跟我开玩笑：哎呀，这奇了怪了，还有你不饿的时候？我不说话。他问：咋了？情绪不高啊？我：没有。他又接着跟我调笑几句，见我不怎么搭理又自己玩儿去了。后来我回了房间，他又屁颠屁颠儿跟过来，问我怎么了，我一直也不说，还叫他让我自己一个人待一会儿。这个人就是不，就是非要我说出个所以然来，然后开始细数可能出现的问题。""没给你吃？不能啊，你晚上也没嚷嚷着要吃什么呀。跟你朋友吵架了？不能啊，我看你接完电话也挺平静的呀！还是其他什么事儿？你说说嘛！""我真是很不想搭理他，对他说：""你能让我自己待会儿吗？""他不能。。。他开始挠我痒痒，估计想让我开心一点吧，然后疯狂试探我怎么了。他很不喜欢这样不明不白的不开心，而我也觉得因为这件事不高兴，有点太无聊了。。。于是，很多情绪加起来，我就在他面前哭了。嚎啕大哭。。。这会儿他开始老实了，也不问了，从外面拿进来一包纸，就跑了。他是真的不喜欢女生哭啊。等我好一点儿了，不哭了，他又跑进来，问我到底怎么了。。。我叫他别问了，他又不听，非要问。然后我又哭了一次。。。。。他又跑了。。。。那天晚上他再也没有进过屋子。我这个人有个最大的神奇的特质就是，什么坏情绪，睡一觉就好了。等我哭完睡过一觉，我发现他都没有敢进屋。。。那时候都已经凌晨一点多了。于是我从屋里走出去，给了他一个笑容，拉他进屋睡觉。他一脸莫名其妙地看着我，像看着一个阴晴不定的鬼。我给了他一个大大的拥抱然后我们就睡觉去了。后来的某一天，我们俩躺在床上聊天。我突然就把这件事真正的心路历程跟他说了一遍。尤其是觉得不想辜负他的心意这段，可是看他表现平平，我以为他生气了，所以明白于事无补的时候，就不想多做挣扎。可是我明明是为了不让他觉得不开心才做的这一切，最后没有得到相应的结果，所以觉得十分委屈。他听完以后，给我的表情像在说：卧槽就这破事儿？能哭一晚上？然后开始给我解释，自己反应平平是因为刚回家，累啊。而且不是在看新闻吗，所以可能冷淡了一些。然后郑重地说，真的一点都不贵，不想吃就扔掉，南北方口味差异也很正常。最后更加郑重地说：以后想吃就吃，不想吃就不吃，有什么就说什么，不要再这样了。我不敢保证以后我不会再这样，所以他说完我没回复他。又过了一会儿，他看着天花板说：以后再也不吃冷面了，提都不要再提了。这回我回复他了：嗯。哈哈哈哈哈哈哈哈哈哈哈哈，时至今日，我连最爱看的吃播，只要是和冷面有关的东西，我都不会看一眼。当然，烤冷面是可以的。。。"
一生气就喜欢打冷战的4个星座狮子座狮子座十分爱面子，他们天生不服输，性格要强，当他们和别人吵架时，他们一生气通常会在心里默默地下定决心，不跟吵架的人说话。他们的自尊非常强，所以一般也不会主动找吵了架的人和好，但是不沟通又解决不了问题，希望狮子座能够早点改正自己这个生气爱“冷战”的习惯吧。处女座处女座这个星座通常大家都对它的印象不太好，其实那只是他们对自己的一种标准和尺度罢了，所以他们和别人吵架的时候，“冷战”虽说不是他们的习惯，但是在他们自己的标准里认为自己是没错的，所以会对吵架的人产生莫名其妙的感受，所以他们就不会主动去跟对方和好了，尤其是朋友们一起逛街的时候，两人吵架的概率可以说是十分高了。天秤座天秤座的异性缘十分好，和他们交朋友，可能会让人觉得自己没有受到重视，甚至说会觉得自己没有被他当成朋友，天秤座本来社交能力就比较强，身边的朋友也会比较多，所以朋友之间还是很容易产生矛盾的。但遇到这种情况，天秤座通常会觉得不是自己的问题，因此也不会主动解释，可能也是因为身边朋友有很多吧，所以一个人觉得对方有错，一个人觉得自己没错，两人没有达成一种共识的话，“冷战”就自然而然地发生了。巨蟹座巨蟹座的性格通常是多愁善感的，他们的内心会有一些脆弱和敏感，他们可能常常会因为朋友的一句话或一件事情而联想到不好的地方，会觉得对方伤害了自己。但是心思敏感的他们可能不会与对方说明白自己的想法，而是等这些感受慢慢积攒起来了，心里很难受了，才会和朋友吵架。但他们的朋友可能不会理解他们为什么会难过，他们也不会主动去和解，因为他们觉得自己已经失望了。
[得意]闲聊的时候，可以跟孩子聊什么呢？话题可真的太多了！学校的一天。“今天学校过得怎么样？有没有发生什么特别的事情？”“听起来很有意思呢？你后来是怎么做的呢？你觉得哪些方面比较棘手/有趣/印象深刻？”“今天课间你玩了什么呀？和哪些小朋友一起呢？“”有没有哪节课让你觉得特别有趣/无聊呢？今天最期待/害怕哪节课呢？“[玫瑰]兴趣爱好的探讨。“你最近对什么感兴趣呀？能告诉我你近期的一些新发现吗？”“我看你这几天上的兴趣班你很开心哦，是学到了什么知识让你很兴奋？”“今天我看了个新闻特别有趣，和你最喜欢的天文学有关，要不要听一听？”情感的交流和沟通。“你看起来有点不开心，今天发生了什么事情让你比较沮丧吗？”“和朋友吵架一定让你很难过吧，你愿意跟我说说当时发生了什么吗？也许我们可以一起想想办法。”聊聊梦想和未来。“你有没有想过将来当什么呀？“”听起来真棒！这个职业可以做很多很有趣的事情呢，你对什么研究感兴趣呢？“[嘿哈]聊聊最近读过的书。”你最近在看什么书？听什么故事呢？“”这个主题听起来很有意思，如果你是书中的主人公，你会怎么做呢？“[胜利]你看，能聊的有那么多，这些话题是多么有趣，完全如涓涓细流、流淌心间，给你和孩子的情感账户留下宝贵的一笔财富。在跟孩子的交流中你也会更加读懂你的孩子，能看见孩子，就是你和他共同奔赴的第一步，也许小小的孩子不会表达那种润物细无声的影响，但终有一天，你会发现破土而出的芽儿，是如此耀眼灿烂。成为孩子生命中最重要的引路人，从每一天的聊天开始。[爱心]早安么么哒！
要把“朋友对象跟朋友吵架手机被收后偷偷拿儿童手表打电话（不是小天才版）”写进段子里要是接个商务的话就写是小天才版哈哈哈哈哈哈哈半夜笑精神了哈哈哈哈哈哈哈哈
荣耀茶话会超话老婆们洗澡必须用沐浴露嘛澡巾我觉得搓的很干净所以不喜欢沐浴露因为这个跟朋友吵架了他说我不用沐浴露跟用水冲一样洗不干净我要怀疑我自己了
