轉發微博
轉發微博
轉發微博
轉發微博
轉發微博
//@辣椒炒宇宙:只在单一事件上“性别互换”，正是压迫的一种
轉發微博
轉發微博
//@康堤will :我看这段脱口秀的表情：……虽然瘫在沙发上但在拼命摇旗呐喊。这场脱口秀会成为教科书，不只是脱口秀的教科书，是对主流的教科书。
轉發微博
轉發微博
轉發微博
//@康堤will ://@麦卡PU10P :毛不易也是没办法。既然喜欢徐熙媛、受到她的影响乃至以她为榜样，就不可能只是善良。还得勇敢//@MrMoii :毛不易发这个是不容易的。众所周知我们身处的舆论环境对这件事本身并不抱着一个友善的态度，大多数明星碰到争议话题避之不及宁愿做个假人，但很久没在微博分享个人想
轉發微博
轉發微博
//@雌雄蔷薇 :野蛮到如此清澈也是极为难得了//@透明人間的蒸气 :把这些议题和更“重要”的议题视为相互竞争，而非相互联系，就是男文人的傲慢。 性别议题和种族议题甚至是这个时代自由主义最后的堡垒，或者仅有的撬点，没有这些，自由和平等这两个概念在今天恐怕已经堕入虚无了吧。//@皮拉得斯酣
轉發微博
轉發微博
轉發微博
转发
//@她们的武术俱乐部 :好消息：我23年写的妇女节文案上大屏幕了！坏消息：没有标明引用来源 查看图片
~
~
轉發微博
转发
//@亚楠爱美丽嘻嘻 :心有猛虎，细嗅蔷薇。爱你文淇！
//@辣椒炒宇宙 :刚转的那条不见了//@安泽Anzeeeeee :转这条吧 前一条不知道怎么回事#百色祈福高中唐毓文#
//@康堤will ://@这个月 :呼吁！！#抵制张兰汪小菲# 而且这对母子的恶行已经不仅仅局限于女性领域里，简直是无所不用其极地，肆无忌惮地歪曲真相，操纵舆论。这并不是他们的家事，完全是涉及到了社会公序良俗。我很少把事情上升到这个高度。这么说了，就是他们确确实实突破了社会道德底线。
//@萝严肃 :新增辟谣：现在搜汪小菲已经自动关联“汪小菲包机”，谣言称汪小菲安排包机送大S骨灰回台，但台媒报道是具俊晔包机。#汪小菲还钱# #汪小菲何时为家暴道歉忏悔#
//@洞姐donuts ://@没药花园案件 :补充一下：不仅张兰直播造谣大S出轨，2018年流产孩子是具的，而且汪小菲也在微博造谣前妻和具2018年在一起。这个博主整理得很好。而且葛狗仔也放过照片他2018年跟拍大S都是和汪在一起。 查看图片
轉發微博
//@康堤will :不久前那句“十年婚姻，两死一重伤”……//@l鱼苗I :前夫一家有点良心今后就不要再继续消费她的热度//@泡_zZZ :看到這段真的忍不住想如果她沒有生小孩現在肯定還活著，她前夫真的應該千刀萬剮，明知道她身體不好離婚那段時間還瘋狂潑髒水但凡顧及到一點小孩來得這麼不容易也不會那麼噁心
轉發微博
轉發微博
轉發微博
//@陀螺的ToroScope :太恐怖了，动物园在干什么啊（已经有后续了园方说“暂时分开”//@在也门钓鲑鱼 :大家把关注热搜上那几个男的热情，关注一下我们卡皮巴拉吧！真正底层！
//@霖与尘 :我们社恐咪咪也算是上电视啦研究了半天怎么把视频号链接贴过来，未遂…想看的朋友们搜一下视频号吧，很短的一期~
//@TFBOYS-易烊千玺 :在未来的日子里，祝愿“春和”常常遇见这朵苔花，小小的苔花相连，绽放出更多机会。#苔花是送给8500万人的新年烟花#
//@TFBOYS-易烊千玺 :他们可能行动慢一点，但没关系，大家也可以慢慢和他们做朋友。#对600万人说慢一点没关系#
轉發微博
我爱我的朋友！！！！ ​​​
轉發微博
~
轉發微博
//@透明人間的蒸气 :今天黑猴主创受到的最危险的审查是关于性别言论的吗？ 甚至可以说是性别冲突拯救了主创，因为厌女有功而被蛆们轻轻放过。当你是胖虎的时候，别再找大雄要自由了。
轉發微博
转发
//@啊熊姨:这篇写得好，OnlyFans和奥运会，到底谁在销售、压榨运动员们的肉体观赏性？
//@崔庆龙_ :可以，“看见”是比较贴近的词汇，“识别”是精准描述，类似于养育者面对孩子时，哪怕孩子还不会说话，养育者就知道用怎样的声音，语调，动作幅度去回应，爱人的能力其实就是这种经验的在成人世界的体现。//@ice-Amygdala :可以理解为“识别”是一种“被看见”吗？
//@啊熊姨 :感动这样的评论，并立刻指出是这一期：网页链接
//@萝贝贝:现在人都不想谈恋爱。男的说：我可以去嫖。女的说，我可以一个人。
我们有冠军啦！！
//@透明人間的蒸气 :啊哈特软软//@穿乔琪纱的夏天 :哈哈可爱//@丛虫时移事往 :宝宝女秒出夹子音//@欧美二线品牌 :还有对着小德喊-偶像，我要你的签名
轉發微博
轉發微博
//@Little康堤 :好新人类的小花，没有苦味，活力自信感染力，适合周一清晨欣赏。
轉發微博
~
轉發微博
轉發微博
轉發微博
轉發微博
//@潘萌SoPhia :老朋友，再见了//@失眠狸 :你的身体变化了，味道也变化了，但是握住牙的感觉还和从前一样。
轉發微博
~
轉發微博
