轉發微博
轉發微博
轉發微博
當媽媽聽起來辛苦，其實也是幸福的，把孩子被子盖好，喂完尾奶🍼她睡好吃饱我这心里觉得踏实些。房间内一大一小此起彼伏有頻率的呼噜聲，而我此刻敷著面膜對著電腦敲打着键盘，窗外淅淅沥沥下着小雨，这样的夜晚熬个小夜倒也覺得不錯。 ​​​
